date,hour,total_accesses,accesses_persone,accesses_merci,accesses_bus,accesses_altro,accesses_nc,areac,year,month,weekday,is_weekend,time_band
2012-01-01,0,2738.0,2572.0,59.0,37.0,16.0,54.0,0,2012,1,6,True,night
2012-01-01,1,4832.0,4608.0,85.0,39.0,25.0,75.0,0,2012,1,6,True,night
2012-01-01,2,4348.0,4158.0,77.0,36.0,16.0,61.0,0,2012,1,6,True,night
2012-01-01,3,3113.0,2939.0,72.0,31.0,22.0,49.0,0,2012,1,6,True,night
2012-01-01,4,2195.0,2073.0,56.0,35.0,6.0,25.0,0,2012,1,6,True,night
2012-01-01,5,1686.0,1564.0,40.0,43.0,9.0,30.0,0,2012,1,6,True,night
2012-01-01,6,1489.0,1348.0,37.0,61.0,17.0,26.0,0,2012,1,6,True,morning_peak
2012-01-01,7,1044.0,921.0,37.0,56.0,16.0,14.0,0,2012,1,6,True,morning_peak
2012-01-01,8,1096.0,927.0,54.0,67.0,23.0,25.0,0,2012,1,6,True,morning_peak
2012-01-01,9,1578.0,1367.0,73.0,67.0,25.0,46.0,0,2012,1,6,True,morning_peak
2012-01-01,10,2676.0,2459.0,91.0,64.0,16.0,46.0,0,2012,1,6,True,midday
2012-01-01,11,3589.0,3349.0,87.0,63.0,18.0,72.0,0,2012,1,6,True,midday
2012-01-01,12,3877.0,3642.0,70.0,63.0,14.0,88.0,0,2012,1,6,True,midday
2012-01-01,13,3077.0,2853.0,74.0,72.0,17.0,61.0,0,2012,1,6,True,midday
2012-01-01,14,3217.0,3015.0,64.0,89.0,14.0,35.0,0,2012,1,6,True,midday
2012-01-01,15,4819.0,4547.0,105.0,81.0,7.0,79.0,0,2012,1,6,True,midday
2012-01-01,16,6025.0,5754.0,92.0,79.0,9.0,91.0,0,2012,1,6,True,evening_peak
2012-01-01,17,5841.0,5554.0,113.0,83.0,17.0,74.0,0,2012,1,6,True,evening_peak
2012-01-01,18,5116.0,4861.0,79.0,78.0,13.0,85.0,0,2012,1,6,True,evening_peak
2012-01-01,19,4356.0,4127.0,75.0,67.0,12.0,75.0,0,2012,1,6,True,evening_peak
2012-01-01,20,3342.0,3158.0,70.0,58.0,6.0,50.0,0,2012,1,6,True,evening
2012-01-01,21,2639.0,2479.0,67.0,48.0,7.0,38.0,0,2012,1,6,True,evening
2012-01-01,22,2492.0,2327.0,69.0,47.0,8.0,41.0,0,2012,1,6,True,evening
2012-01-01,23,1939.0,1788.0,53.0,50.0,14.0,34.0,0,2012,1,6,True,evening
2012-01-02,0,1204.0,1071.0,46.0,54.0,6.0,27.0,0,2012,1,0,False,night
2012-01-02,1,669.0,585.0,51.0,17.0,6.0,10.0,0,2012,1,0,False,night
2012-01-02,2,356.0,294.0,43.0,0.0,12.0,7.0,0,2012,1,0,False,night
2012-01-02,3,318.0,237.0,60.0,0.0,12.0,9.0,0,2012,1,0,False,night
2012-01-02,4,495.0,366.0,105.0,1.0,16.0,7.0,0,2012,1,0,False,night
2012-01-02,5,1173.0,861.0,224.0,19.0,58.0,11.0,0,2012,1,0,False,night
2012-01-02,6,2860.0,1971.0,632.0,77.0,126.0,54.0,0,2012,1,0,False,morning_peak
2012-01-02,7,4781.0,3485.0,977.0,112.0,146.0,61.0,0,2012,1,0,False,morning_peak
2012-01-02,8,5745.0,4643.0,832.0,109.0,98.0,63.0,0,2012,1,0,False,morning_peak
2012-01-02,9,5786.0,4537.0,971.0,94.0,112.0,72.0,0,2012,1,0,False,morning_peak
2012-01-02,10,5770.0,4601.0,904.0,82.0,97.0,86.0,0,2012,1,0,False,midday
2012-01-02,11,5889.0,4897.0,764.0,82.0,74.0,72.0,0,2012,1,0,False,midday
2012-01-02,12,5413.0,4718.0,452.0,88.0,66.0,89.0,0,2012,1,0,False,midday
2012-01-02,13,4759.0,3974.0,576.0,94.0,49.0,66.0,0,2012,1,0,False,midday
2012-01-02,14,5659.0,4798.0,633.0,94.0,58.0,76.0,0,2012,1,0,False,midday
2012-01-02,15,6165.0,5380.0,566.0,90.0,42.0,87.0,0,2012,1,0,False,midday
2012-01-02,16,6039.0,5399.0,435.0,100.0,30.0,75.0,0,2012,1,0,False,evening_peak
2012-01-02,17,6228.0,5710.0,298.0,117.0,31.0,72.0,0,2012,1,0,False,evening_peak
2012-01-02,18,6215.0,5833.0,161.0,114.0,25.0,82.0,0,2012,1,0,False,evening_peak
2012-01-02,19,5462.0,5141.0,131.0,98.0,17.0,75.0,0,2012,1,0,False,evening_peak
2012-01-02,20,4127.0,3886.0,112.0,66.0,18.0,45.0,0,2012,1,0,False,evening
2012-01-02,21,2858.0,2657.0,92.0,56.0,16.0,37.0,0,2012,1,0,False,evening
2012-01-02,22,2471.0,2326.0,57.0,43.0,12.0,33.0,0,2012,1,0,False,evening
2012-01-02,23,2019.0,1847.0,77.0,47.0,23.0,25.0,0,2012,1,0,False,evening
2012-01-03,0,1458.0,1319.0,59.0,51.0,13.0,16.0,0,2012,1,1,False,night
2012-01-03,1,837.0,739.0,60.0,19.0,10.0,9.0,0,2012,1,1,False,night
2012-01-03,2,454.0,370.0,51.0,0.0,19.0,14.0,0,2012,1,1,False,night
2012-01-03,3,358.0,258.0,66.0,1.0,25.0,8.0,0,2012,1,1,False,night
2012-01-03,4,515.0,366.0,127.0,2.0,13.0,7.0,0,2012,1,1,False,night
2012-01-03,5,1268.0,894.0,269.0,20.0,69.0,16.0,0,2012,1,1,False,night
2012-01-03,6,3132.0,2158.0,703.0,79.0,149.0,43.0,0,2012,1,1,False,morning_peak
2012-01-03,7,5780.0,4154.0,1242.0,112.0,177.0,95.0,0,2012,1,1,False,morning_peak
2012-01-03,8,7526.0,6055.0,1101.0,123.0,156.0,91.0,0,2012,1,1,False,morning_peak
2012-01-03,9,8145.0,6506.0,1280.0,111.0,148.0,100.0,0,2012,1,1,False,morning_peak
2012-01-03,10,7557.0,6035.0,1155.0,100.0,163.0,104.0,0,2012,1,1,False,midday
2012-01-03,11,7414.0,6125.0,955.0,96.0,131.0,107.0,0,2012,1,1,False,midday
2012-01-03,12,6329.0,5479.0,574.0,96.0,86.0,94.0,0,2012,1,1,False,midday
2012-01-03,13,5475.0,4580.0,645.0,107.0,68.0,75.0,0,2012,1,1,False,midday
2012-01-03,14,6286.0,5250.0,802.0,105.0,54.0,75.0,0,2012,1,1,False,midday
2012-01-03,15,6815.0,5837.0,721.0,103.0,58.0,96.0,0,2012,1,1,False,midday
2012-01-03,16,6597.0,5880.0,471.0,106.0,39.0,101.0,0,2012,1,1,False,evening_peak
2012-01-03,17,6895.0,6325.0,309.0,111.0,50.0,100.0,0,2012,1,1,False,evening_peak
2012-01-03,18,6867.0,6409.0,201.0,128.0,27.0,102.0,0,2012,1,1,False,evening_peak
2012-01-03,19,6139.0,5771.0,167.0,106.0,16.0,79.0,0,2012,1,1,False,evening_peak
2012-01-03,20,4747.0,4477.0,122.0,68.0,19.0,61.0,0,2012,1,1,False,evening
2012-01-03,21,3250.0,3032.0,91.0,63.0,21.0,43.0,0,2012,1,1,False,evening
2012-01-03,22,2976.0,2796.0,79.0,46.0,11.0,44.0,0,2012,1,1,False,evening
2012-01-03,23,2638.0,2470.0,73.0,50.0,10.0,35.0,0,2012,1,1,False,evening
2012-01-04,0,1782.0,1649.0,46.0,55.0,9.0,23.0,0,2012,1,2,False,night
2012-01-04,1,988.0,889.0,53.0,20.0,8.0,18.0,0,2012,1,2,False,night
2012-01-04,2,569.0,498.0,46.0,1.0,12.0,12.0,0,2012,1,2,False,night
2012-01-04,3,362.0,287.0,55.0,0.0,11.0,9.0,0,2012,1,2,False,night
2012-01-04,4,499.0,349.0,116.0,2.0,21.0,11.0,0,2012,1,2,False,night
2012-01-04,5,1168.0,827.0,243.0,23.0,59.0,16.0,0,2012,1,2,False,night
2012-01-04,6,2954.0,2017.0,701.0,69.0,135.0,32.0,0,2012,1,2,False,morning_peak
2012-01-04,7,5748.0,4145.0,1244.0,104.0,167.0,88.0,0,2012,1,2,False,morning_peak
2012-01-04,8,7738.0,6286.0,1105.0,124.0,145.0,78.0,0,2012,1,2,False,morning_peak
2012-01-04,9,8559.0,6854.0,1338.0,109.0,157.0,101.0,0,2012,1,2,False,morning_peak
2012-01-04,10,7923.0,6355.0,1185.0,108.0,165.0,110.0,0,2012,1,2,False,midday
2012-01-04,11,7566.0,6261.0,975.0,100.0,124.0,106.0,0,2012,1,2,False,midday
2012-01-04,12,6661.0,5732.0,646.0,102.0,87.0,94.0,0,2012,1,2,False,midday
2012-01-04,13,5787.0,4855.0,687.0,102.0,70.0,73.0,0,2012,1,2,False,midday
2012-01-04,14,6630.0,5571.0,804.0,96.0,68.0,91.0,0,2012,1,2,False,midday
2012-01-04,15,7108.0,6089.0,759.0,96.0,54.0,110.0,0,2012,1,2,False,midday
2012-01-04,16,6896.0,6105.0,572.0,100.0,40.0,79.0,0,2012,1,2,False,evening_peak
2012-01-04,17,7271.0,6633.0,396.0,113.0,42.0,87.0,0,2012,1,2,False,evening_peak
2012-01-04,18,7350.0,6896.0,211.0,111.0,37.0,95.0,0,2012,1,2,False,evening_peak
2012-01-04,19,7159.0,6775.0,177.0,99.0,28.0,80.0,0,2012,1,2,False,evening_peak
2012-01-04,20,5187.0,4906.0,127.0,73.0,14.0,67.0,0,2012,1,2,False,evening
2012-01-04,21,3679.0,3462.0,97.0,58.0,12.0,50.0,0,2012,1,2,False,evening
2012-01-04,22,3391.0,3198.0,72.0,49.0,14.0,58.0,0,2012,1,2,False,evening
2012-01-04,23,3075.0,2906.0,61.0,49.0,14.0,45.0,0,2012,1,2,False,evening
2012-01-05,0,2133.0,1973.0,67.0,52.0,9.0,32.0,0,2012,1,3,False,night
2012-01-05,1,1156.0,1049.0,47.0,21.0,11.0,28.0,0,2012,1,3,False,night
2012-01-05,2,645.0,568.0,48.0,0.0,13.0,16.0,0,2012,1,3,False,night
2012-01-05,3,386.0,309.0,58.0,1.0,9.0,9.0,0,2012,1,3,False,night
2012-01-05,4,547.0,388.0,129.0,2.0,17.0,11.0,0,2012,1,3,False,night
2012-01-05,5,1236.0,880.0,265.0,22.0,53.0,16.0,0,2012,1,3,False,night
2012-01-05,6,3002.0,2032.0,729.0,71.0,123.0,47.0,0,2012,1,3,False,morning_peak
2012-01-05,7,5683.0,4119.0,1196.0,103.0,188.0,77.0,0,2012,1,3,False,morning_peak
2012-01-05,8,7708.0,6236.0,1103.0,122.0,150.0,97.0,0,2012,1,3,False,morning_peak
2012-01-05,9,9220.0,7511.0,1329.0,110.0,149.0,121.0,0,2012,1,3,False,morning_peak
2012-01-05,10,9425.0,7760.0,1249.0,102.0,172.0,142.0,0,2012,1,3,False,midday
2012-01-05,11,8689.0,7242.0,1047.0,101.0,161.0,138.0,0,2012,1,3,False,midday
2012-01-05,12,7349.0,6408.0,649.0,90.0,114.0,88.0,0,2012,1,3,False,midday
2012-01-05,13,6441.0,5555.0,621.0,98.0,81.0,86.0,0,2012,1,3,False,midday
2012-01-05,14,7251.0,6231.0,771.0,90.0,74.0,85.0,0,2012,1,3,False,midday
2012-01-05,15,7978.0,7030.0,680.0,94.0,67.0,107.0,0,2012,1,3,False,midday
2012-01-05,16,7975.0,7203.0,512.0,98.0,61.0,101.0,0,2012,1,3,False,evening_peak
2012-01-05,17,8220.0,7602.0,375.0,105.0,52.0,86.0,0,2012,1,3,False,evening_peak
2012-01-05,18,7859.0,7368.0,253.0,114.0,30.0,94.0,0,2012,1,3,False,evening_peak
2012-01-05,19,7222.0,6829.0,190.0,97.0,30.0,76.0,0,2012,1,3,False,evening_peak
2012-01-05,20,6103.0,5799.0,156.0,78.0,14.0,56.0,0,2012,1,3,False,evening
2012-01-05,21,4075.0,3855.0,104.0,59.0,13.0,44.0,0,2012,1,3,False,evening
2012-01-05,22,3901.0,3701.0,77.0,54.0,15.0,54.0,0,2012,1,3,False,evening
2012-01-05,23,3819.0,3626.0,72.0,55.0,24.0,42.0,0,2012,1,3,False,evening
2012-01-06,0,3070.0,2882.0,82.0,61.0,17.0,28.0,0,2012,1,4,False,night
2012-01-06,1,1931.0,1787.0,65.0,33.0,12.0,34.0,0,2012,1,4,False,night
2012-01-06,2,1152.0,1051.0,41.0,20.0,13.0,27.0,0,2012,1,4,False,night
2012-01-06,3,796.0,694.0,57.0,21.0,15.0,9.0,0,2012,1,4,False,night
2012-01-06,4,750.0,624.0,83.0,21.0,13.0,9.0,0,2012,1,4,False,night
2012-01-06,5,923.0,737.0,116.0,27.0,30.0,13.0,0,2012,1,4,False,night
2012-01-06,6,1368.0,1131.0,129.0,54.0,29.0,25.0,0,2012,1,4,False,morning_peak
2012-01-06,7,1538.0,1214.0,206.0,61.0,38.0,19.0,0,2012,1,4,False,morning_peak
2012-01-06,8,2123.0,1792.0,180.0,74.0,37.0,40.0,0,2012,1,4,False,morning_peak
2012-01-06,9,4024.0,3632.0,212.0,73.0,37.0,70.0,0,2012,1,4,False,morning_peak
2012-01-06,10,6187.0,5761.0,238.0,65.0,35.0,88.0,0,2012,1,4,False,midday
2012-01-06,11,6926.0,6524.0,181.0,64.0,35.0,122.0,0,2012,1,4,False,midday
2012-01-06,12,6469.0,6145.0,145.0,68.0,30.0,81.0,0,2012,1,4,False,midday
2012-01-06,13,5082.0,4795.0,128.0,69.0,23.0,67.0,0,2012,1,4,False,midday
2012-01-06,14,5654.0,5350.0,117.0,73.0,34.0,80.0,0,2012,1,4,False,midday
2012-01-06,15,8019.0,7667.0,159.0,77.0,14.0,102.0,0,2012,1,4,False,midday
2012-01-06,16,8258.0,7914.0,141.0,82.0,22.0,99.0,0,2012,1,4,False,evening_peak
2012-01-06,17,7584.0,7255.0,140.0,86.0,21.0,82.0,0,2012,1,4,False,evening_peak
2012-01-06,18,6872.0,6542.0,139.0,74.0,20.0,97.0,0,2012,1,4,False,evening_peak
2012-01-06,19,6681.0,6400.0,118.0,72.0,12.0,79.0,0,2012,1,4,False,evening_peak
2012-01-06,20,5517.0,5296.0,81.0,60.0,12.0,68.0,0,2012,1,4,False,evening
2012-01-06,21,4096.0,3867.0,102.0,58.0,10.0,59.0,0,2012,1,4,False,evening
2012-01-06,22,4026.0,3860.0,55.0,46.0,11.0,54.0,0,2012,1,4,False,evening
2012-01-06,23,4279.0,4103.0,67.0,47.0,10.0,52.0,0,2012,1,4,False,evening
2012-01-07,0,3283.0,3107.0,61.0,55.0,9.0,51.0,0,2012,1,5,True,night
2012-01-07,1,2173.0,2027.0,68.0,34.0,12.0,32.0,0,2012,1,5,True,night
2012-01-07,2,1453.0,1335.0,45.0,31.0,16.0,26.0,0,2012,1,5,True,night
2012-01-07,3,912.0,809.0,43.0,31.0,9.0,20.0,0,2012,1,5,True,night
2012-01-07,4,808.0,656.0,96.0,26.0,13.0,17.0,0,2012,1,5,True,night
2012-01-07,5,989.0,765.0,143.0,30.0,34.0,17.0,0,2012,1,5,True,night
2012-01-07,6,1684.0,1267.0,258.0,75.0,62.0,22.0,0,2012,1,5,True,morning_peak
2012-01-07,7,2182.0,1569.0,393.0,86.0,91.0,43.0,0,2012,1,5,True,morning_peak
2012-01-07,8,3090.0,2448.0,403.0,98.0,83.0,58.0,0,2012,1,5,True,morning_peak
2012-01-07,9,5254.0,4593.0,423.0,90.0,68.0,80.0,0,2012,1,5,True,morning_peak
2012-01-07,10,7294.0,6634.0,371.0,88.0,84.0,117.0,0,2012,1,5,True,midday
2012-01-07,11,8127.0,7517.0,326.0,88.0,71.0,125.0,0,2012,1,5,True,midday
2012-01-07,12,7484.0,6995.0,237.0,87.0,62.0,103.0,0,2012,1,5,True,midday
2012-01-07,13,6278.0,5852.0,187.0,83.0,44.0,112.0,0,2012,1,5,True,midday
2012-01-07,14,7098.0,6677.0,209.0,87.0,37.0,88.0,0,2012,1,5,True,midday
2012-01-07,15,8577.0,8142.0,195.0,85.0,38.0,117.0,0,2012,1,5,True,midday
2012-01-07,16,9070.0,8621.0,205.0,84.0,28.0,132.0,0,2012,1,5,True,evening_peak
2012-01-07,17,8601.0,8194.0,160.0,91.0,37.0,119.0,0,2012,1,5,True,evening_peak
2012-01-07,18,7778.0,7386.0,155.0,109.0,30.0,98.0,0,2012,1,5,True,evening_peak
2012-01-07,19,7582.0,7255.0,126.0,86.0,27.0,88.0,0,2012,1,5,True,evening_peak
2012-01-07,20,6531.0,6233.0,126.0,67.0,32.0,73.0,0,2012,1,5,True,evening
2012-01-07,21,4687.0,4487.0,78.0,53.0,11.0,58.0,0,2012,1,5,True,evening
2012-01-07,22,4955.0,4740.0,82.0,45.0,17.0,71.0,0,2012,1,5,True,evening
2012-01-07,23,5714.0,5477.0,84.0,48.0,16.0,89.0,0,2012,1,5,True,evening
2012-01-08,0,4543.0,4330.0,81.0,56.0,7.0,69.0,0,2012,1,6,True,night
2012-01-08,1,2955.0,2803.0,54.0,44.0,13.0,41.0,0,2012,1,6,True,night
2012-01-08,2,1926.0,1812.0,51.0,27.0,13.0,23.0,0,2012,1,6,True,night
2012-01-08,3,1164.0,1051.0,53.0,23.0,17.0,20.0,0,2012,1,6,True,night
2012-01-08,4,865.0,773.0,50.0,26.0,5.0,11.0,0,2012,1,6,True,night
2012-01-08,5,827.0,723.0,60.0,24.0,11.0,9.0,0,2012,1,6,True,night
2012-01-08,6,1283.0,1110.0,88.0,55.0,13.0,17.0,0,2012,1,6,True,morning_peak
2012-01-08,7,1388.0,1169.0,106.0,71.0,16.0,26.0,0,2012,1,6,True,morning_peak
2012-01-08,8,1970.0,1704.0,124.0,78.0,22.0,42.0,0,2012,1,6,True,morning_peak
2012-01-08,9,3972.0,3668.0,148.0,67.0,31.0,58.0,0,2012,1,6,True,morning_peak
2012-01-08,10,6136.0,5749.0,178.0,67.0,29.0,113.0,0,2012,1,6,True,midday
2012-01-08,11,6843.0,6487.0,143.0,74.0,34.0,105.0,0,2012,1,6,True,midday
2012-01-08,12,6929.0,6628.0,126.0,64.0,28.0,83.0,0,2012,1,6,True,midday
2012-01-08,13,5672.0,5375.0,124.0,70.0,19.0,84.0,0,2012,1,6,True,midday
2012-01-08,14,6587.0,6286.0,103.0,89.0,15.0,94.0,0,2012,1,6,True,midday
2012-01-08,15,8705.0,8342.0,139.0,80.0,13.0,131.0,0,2012,1,6,True,midday
2012-01-08,16,8914.0,8539.0,134.0,81.0,17.0,143.0,0,2012,1,6,True,evening_peak
2012-01-08,17,9255.0,8824.0,194.0,95.0,23.0,119.0,0,2012,1,6,True,evening_peak
2012-01-08,18,8401.0,8037.0,143.0,91.0,21.0,109.0,0,2012,1,6,True,evening_peak
2012-01-08,19,7825.0,7487.0,126.0,75.0,31.0,106.0,0,2012,1,6,True,evening_peak
2012-01-08,20,5639.0,5367.0,112.0,69.0,10.0,81.0,0,2012,1,6,True,evening
2012-01-08,21,4021.0,3805.0,91.0,62.0,17.0,46.0,0,2012,1,6,True,evening
2012-01-08,22,3888.0,3680.0,94.0,46.0,9.0,59.0,0,2012,1,6,True,evening
2012-01-08,23,3025.0,2826.0,90.0,51.0,19.0,39.0,0,2012,1,6,True,evening
2012-01-09,0,1998.0,1860.0,42.0,57.0,11.0,28.0,0,2012,1,0,False,night
2012-01-09,1,948.0,850.0,44.0,25.0,13.0,16.0,0,2012,1,0,False,night
2012-01-09,2,480.0,425.0,30.0,1.0,14.0,10.0,0,2012,1,0,False,night
2012-01-09,3,373.0,288.0,64.0,1.0,12.0,8.0,0,2012,1,0,False,night
2012-01-09,4,582.0,422.0,129.0,2.0,20.0,9.0,0,2012,1,0,False,night
2012-01-09,5,1486.0,1081.0,298.0,24.0,69.0,14.0,0,2012,1,0,False,night
2012-01-09,6,4136.0,2927.0,888.0,87.0,179.0,55.0,0,2012,1,0,False,morning_peak
2012-01-09,7,10180.0,8224.0,1462.0,174.0,212.0,108.0,0,2012,1,0,False,morning_peak
2012-01-09,8,12967.0,11080.0,1388.0,176.0,152.0,171.0,0,2012,1,0,False,morning_peak
2012-01-09,9,11013.0,9027.0,1566.0,139.0,148.0,133.0,0,2012,1,0,False,morning_peak
2012-01-09,10,9343.0,7391.0,1516.0,104.0,191.0,141.0,0,2012,1,0,False,midday
2012-01-09,11,8602.0,6969.0,1261.0,99.0,150.0,123.0,0,2012,1,0,False,midday
2012-01-09,12,7765.0,6580.0,841.0,114.0,114.0,116.0,0,2012,1,0,False,midday
2012-01-09,13,7694.0,6468.0,918.0,121.0,90.0,97.0,0,2012,1,0,False,midday
2012-01-09,14,8769.0,7179.0,1257.0,123.0,90.0,120.0,0,2012,1,0,False,midday
2012-01-09,15,9274.0,7936.0,1039.0,103.0,72.0,124.0,0,2012,1,0,False,midday
2012-01-09,16,8800.0,7833.0,656.0,142.0,63.0,106.0,0,2012,1,0,False,evening_peak
2012-01-09,17,9013.0,8248.0,470.0,147.0,55.0,93.0,0,2012,1,0,False,evening_peak
2012-01-09,18,9497.0,8945.0,272.0,137.0,39.0,104.0,0,2012,1,0,False,evening_peak
2012-01-09,19,9234.0,8681.0,265.0,107.0,38.0,143.0,0,2012,1,0,False,evening_peak
2012-01-09,20,6682.0,6358.0,146.0,74.0,33.0,71.0,0,2012,1,0,False,evening
2012-01-09,21,4035.0,3788.0,117.0,57.0,23.0,50.0,0,2012,1,0,False,evening
2012-01-09,22,3483.0,3298.0,82.0,46.0,17.0,40.0,0,2012,1,0,False,evening
2012-01-09,23,2886.0,2709.0,77.0,41.0,22.0,37.0,0,2012,1,0,False,evening
2012-01-10,0,1898.0,1749.0,59.0,49.0,21.0,20.0,0,2012,1,1,False,night
2012-01-10,1,958.0,853.0,57.0,19.0,12.0,17.0,0,2012,1,1,False,night
2012-01-10,2,489.0,390.0,64.0,1.0,20.0,14.0,0,2012,1,1,False,night
2012-01-10,3,369.0,265.0,72.0,0.0,18.0,14.0,0,2012,1,1,False,night
2012-01-10,4,566.0,386.0,147.0,2.0,26.0,5.0,0,2012,1,1,False,night
2012-01-10,5,1484.0,1038.0,318.0,22.0,92.0,14.0,0,2012,1,1,False,night
2012-01-10,6,4103.0,2888.0,885.0,96.0,184.0,50.0,0,2012,1,1,False,morning_peak
2012-01-10,7,10016.0,7838.0,1664.0,189.0,224.0,101.0,0,2012,1,1,False,morning_peak
2012-01-10,8,13021.0,11053.0,1486.0,172.0,170.0,140.0,0,2012,1,1,False,morning_peak
2012-01-10,9,12643.0,10430.0,1705.0,161.0,188.0,159.0,0,2012,1,1,False,morning_peak
2012-01-10,10,11187.0,8790.0,1902.0,122.0,238.0,135.0,0,2012,1,1,False,midday
2012-01-10,11,9953.0,7977.0,1541.0,115.0,175.0,145.0,0,2012,1,1,False,midday
2012-01-10,12,8986.0,7663.0,945.0,121.0,128.0,129.0,0,2012,1,1,False,midday
2012-01-10,13,8531.0,7201.0,1028.0,117.0,92.0,93.0,0,2012,1,1,False,midday
2012-01-10,14,9299.0,7674.0,1293.0,125.0,88.0,119.0,0,2012,1,1,False,midday
2012-01-10,15,9771.0,8364.0,1087.0,108.0,75.0,137.0,0,2012,1,1,False,midday
2012-01-10,16,9711.0,8548.0,827.0,154.0,74.0,108.0,0,2012,1,1,False,evening_peak
2012-01-10,17,9576.0,8762.0,517.0,151.0,51.0,95.0,0,2012,1,1,False,evening_peak
2012-01-10,18,9659.0,9095.0,273.0,141.0,36.0,114.0,0,2012,1,1,False,evening_peak
2012-01-10,19,9743.0,9241.0,243.0,125.0,30.0,104.0,0,2012,1,1,False,evening_peak
2012-01-10,20,7805.0,7430.0,186.0,80.0,20.0,89.0,0,2012,1,1,False,evening
2012-01-10,21,4878.0,4606.0,123.0,63.0,17.0,69.0,0,2012,1,1,False,evening
2012-01-10,22,4047.0,3852.0,82.0,47.0,19.0,47.0,0,2012,1,1,False,evening
2012-01-10,23,3667.0,3473.0,79.0,52.0,16.0,47.0,0,2012,1,1,False,evening
2012-01-11,0,2547.0,2393.0,58.0,55.0,12.0,29.0,0,2012,1,2,False,night
2012-01-11,1,1189.0,1084.0,53.0,19.0,9.0,24.0,0,2012,1,2,False,night
2012-01-11,2,608.0,521.0,51.0,0.0,17.0,19.0,0,2012,1,2,False,night
2012-01-11,3,454.0,358.0,71.0,2.0,13.0,10.0,0,2012,1,2,False,night
2012-01-11,4,606.0,432.0,134.0,4.0,27.0,9.0,0,2012,1,2,False,night
2012-01-11,5,1387.0,983.0,306.0,20.0,66.0,12.0,0,2012,1,2,False,night
2012-01-11,6,4085.0,2868.0,928.0,93.0,149.0,47.0,0,2012,1,2,False,morning_peak
2012-01-11,7,10199.0,8006.0,1670.0,180.0,231.0,112.0,0,2012,1,2,False,morning_peak
2012-01-11,8,12495.0,10598.0,1413.0,156.0,170.0,158.0,0,2012,1,2,False,morning_peak
2012-01-11,9,12626.0,10271.0,1815.0,164.0,210.0,166.0,0,2012,1,2,False,morning_peak
2012-01-11,10,11417.0,9166.0,1773.0,128.0,213.0,137.0,0,2012,1,2,False,midday
2012-01-11,11,10346.0,8365.0,1509.0,118.0,192.0,162.0,0,2012,1,2,False,midday
2012-01-11,12,9379.0,8103.0,928.0,127.0,114.0,107.0,0,2012,1,2,False,midday
2012-01-11,13,8963.0,7557.0,1042.0,132.0,107.0,125.0,0,2012,1,2,False,midday
2012-01-11,14,9515.0,7883.0,1264.0,123.0,97.0,148.0,0,2012,1,2,False,midday
2012-01-11,15,10038.0,8620.0,1107.0,112.0,77.0,122.0,0,2012,1,2,False,midday
2012-01-11,16,9642.0,8543.0,775.0,148.0,52.0,124.0,0,2012,1,2,False,evening_peak
2012-01-11,17,9594.0,8754.0,527.0,148.0,46.0,119.0,0,2012,1,2,False,evening_peak
2012-01-11,18,10069.0,9463.0,320.0,140.0,35.0,111.0,0,2012,1,2,False,evening_peak
2012-01-11,19,10480.0,9948.0,255.0,110.0,36.0,131.0,0,2012,1,2,False,evening_peak
2012-01-11,20,8884.0,8490.0,165.0,82.0,30.0,117.0,0,2012,1,2,False,evening
2012-01-11,21,5234.0,4974.0,118.0,51.0,25.0,66.0,0,2012,1,2,False,evening
2012-01-11,22,4390.0,4175.0,89.0,52.0,18.0,56.0,0,2012,1,2,False,evening
2012-01-11,23,4294.0,4096.0,76.0,42.0,19.0,61.0,0,2012,1,2,False,evening
2012-01-12,0,2842.0,2660.0,72.0,54.0,16.0,40.0,0,2012,1,3,False,night
2012-01-12,1,1445.0,1313.0,73.0,20.0,11.0,28.0,0,2012,1,3,False,night
2012-01-12,2,739.0,659.0,56.0,2.0,10.0,12.0,0,2012,1,3,False,night
2012-01-12,3,542.0,442.0,70.0,1.0,19.0,10.0,0,2012,1,3,False,night
2012-01-12,4,682.0,507.0,144.0,1.0,19.0,11.0,0,2012,1,3,False,night
2012-01-12,5,1484.0,1057.0,314.0,22.0,75.0,16.0,0,2012,1,3,False,night
2012-01-12,6,3944.0,2726.0,922.0,93.0,151.0,52.0,0,2012,1,3,False,morning_peak
2012-01-12,7,9948.0,7758.0,1688.0,176.0,216.0,110.0,0,2012,1,3,False,morning_peak
2012-01-12,8,12957.0,10948.0,1534.0,175.0,153.0,147.0,0,2012,1,3,False,morning_peak
2012-01-12,9,12849.0,10533.0,1767.0,178.0,202.0,169.0,0,2012,1,3,False,morning_peak
2012-01-12,10,11482.0,9162.0,1838.0,129.0,207.0,146.0,0,2012,1,3,False,midday
2012-01-12,11,10453.0,8425.0,1555.0,121.0,175.0,177.0,0,2012,1,3,False,midday
2012-01-12,12,9783.0,8391.0,1042.0,121.0,126.0,103.0,0,2012,1,3,False,midday
2012-01-12,13,9052.0,7640.0,1079.0,130.0,92.0,111.0,0,2012,1,3,False,midday
2012-01-12,14,10094.0,8457.0,1297.0,129.0,88.0,123.0,0,2012,1,3,False,midday
2012-01-12,15,10351.0,8927.0,1109.0,114.0,83.0,118.0,0,2012,1,3,False,midday
