date,total_accesses,accesses_persone,accesses_merci,accesses_bus,accesses_altro,accesses_nc,hourly_rows,source,year,month,day,weekday,is_weekend
2012-01-01,77124.0,72390.0,1699.0,1414.0,347.0,1274.0,24,hourly_category_2012_2016,2012,1,1,6,True
2012-01-02,92461.0,79217.0,9199.0,1654.0,1150.0,1241.0,24,hourly_category_2012_2016,2012,1,2,0,False
2012-01-03,109458.0,93285.0,11323.0,1803.0,1532.0,1515.0,24,hourly_category_2012_2016,2012,1,3,1,False
2012-01-04,116050.0,99545.0,11716.0,1763.0,1493.0,1533.0,24,hourly_category_2012_2016,2012,1,4,2,False
2012-01-05,128023.0,111274.0,11727.0,1739.0,1630.0,1653.0,24,hourly_category_2012_2016,2012,1,5,3,False
2012-01-06,103325.0,97023.0,2982.0,1386.0,530.0,1404.0,24,hourly_category_2012_2016,2012,1,6,4,False
2012-01-07,121604.0,112786.0,4474.0,1657.0,931.0,1756.0,24,hourly_category_2012_2016,2012,1,7,5,True
2012-01-08,112733.0,106575.0,2612.0,1485.0,433.0,1628.0,24,hourly_category_2012_2016,2012,1,8,6,True
2012-01-09,149240.0,128567.0,14828.0,2101.0,1827.0,1917.0,24,hourly_category_2012_2016,2012,1,9,0,False
2012-01-10,162360.0,139566.0,16583.0,2232.0,2014.0,1965.0,24,hourly_category_2012_2016,2012,1,10,1,False
2012-01-11,168441.0,145651.0,16447.0,2206.0,1965.0,2172.0,24,hourly_category_2012_2016,2012,1,11,2,False
2012-01-12,173350.0,149928.0,17055.0,2262.0,1922.0,2183.0,24,hourly_category_2012_2016,2012,1,12,3,False
2012-01-13,166961.0,143246.0,17387.0,2275.0,1897.0,2156.0,24,hourly_category_2012_2016,2012,1,13,4,False
2012-01-14,161418.0,148530.0,7431.0,1896.0,1181.0,2380.0,24,hourly_category_2012_2016,2012,1,14,5,True
2012-01-15,126169.0,119549.0,2910.0,1551.0,389.0,1770.0,24,hourly_category_2012_2016,2012,1,15,6,True
2012-01-16,125661.0,106176.0,13685.0,2348.0,1735.0,1717.0,24,hourly_category_2012_2016,2012,1,16,0,False
2012-01-17,127546.0,107544.0,13914.0,2378.0,1935.0,1775.0,24,hourly_category_2012_2016,2012,1,17,1,False
2012-01-18,114992.0,94301.0,14506.0,2609.0,1895.0,1681.0,24,hourly_category_2012_2016,2012,1,18,2,False
2012-01-19,119019.0,98029.0,14750.0,2553.0,1892.0,1795.0,24,hourly_category_2012_2016,2012,1,19,3,False
2012-01-20,121180.0,100336.0,14471.0,2578.0,1922.0,1873.0,24,hourly_category_2012_2016,2012,1,20,4,False
2012-01-21,149431.0,137479.0,6587.0,1963.0,1219.0,2183.0,24,hourly_category_2012_2016,2012,1,21,5,True
2012-01-22,116996.0,110572.0,2596.0,1754.0,437.0,1637.0,24,hourly_category_2012_2016,2012,1,22,6,True
2012-01-23,101268.0,82520.0,13118.0,2496.0,1669.0,1465.0,24,hourly_category_2012_2016,2012,1,23,0,False
2012-01-24,128173.0,107351.0,14539.0,2737.0,1879.0,1667.0,24,hourly_category_2012_2016,2012,1,24,1,False
2012-01-25,133317.0,112725.0,14317.0,2665.0,1818.0,1792.0,24,hourly_category_2012_2016,2012,1,25,2,False
2012-01-26,139244.0,118135.0,14550.0,2772.0,1892.0,1895.0,24,hourly_category_2012_2016,2012,1,26,3,False
2012-01-27,181499.0,158649.0,16276.0,2244.0,2016.0,2314.0,24,hourly_category_2012_2016,2012,1,27,4,False
2012-01-28,154278.0,142128.0,6849.0,1889.0,1156.0,2256.0,24,hourly_category_2012_2016,2012,1,28,5,True
2012-01-29,117349.0,111160.0,2593.0,1593.0,415.0,1588.0,24,hourly_category_2012_2016,2012,1,29,6,True
2012-01-30,125893.0,105740.0,14096.0,2551.0,1780.0,1726.0,24,hourly_category_2012_2016,2012,1,30,0,False
2012-01-31,128701.0,107580.0,14970.0,2502.0,1944.0,1705.0,24,hourly_category_2012_2016,2012,1,31,1,False
2012-02-01,114407.0,95769.0,12814.0,2365.0,1760.0,1699.0,24,hourly_category_2012_2016,2012,2,1,2,False
2012-02-02,111799.0,94887.0,11439.0,2149.0,1610.0,1714.0,24,hourly_category_2012_2016,2012,2,2,3,False
2012-02-03,136610.0,116233.0,14424.0,2271.0,1810.0,1872.0,24,hourly_category_2012_2016,2012,2,3,4,False
2012-02-04,148301.0,136605.0,6727.0,1637.0,1172.0,2160.0,24,hourly_category_2012_2016,2012,2,4,5,True
2012-02-05,111812.0,105776.0,2611.0,1376.0,437.0,1612.0,24,hourly_category_2012_2016,2012,2,5,6,True
2012-02-06,127454.0,108115.0,13729.0,2137.0,1701.0,1772.0,24,hourly_category_2012_2016,2012,2,6,0,False
2012-02-07,136164.0,115461.0,14682.0,2312.0,1818.0,1891.0,24,hourly_category_2012_2016,2012,2,7,1,False
2012-02-08,134924.0,115162.0,13865.0,2298.0,1782.0,1817.0,24,hourly_category_2012_2016,2012,2,8,2,False
2012-02-09,142865.0,122206.0,14462.0,2442.0,1848.0,1907.0,24,hourly_category_2012_2016,2012,2,9,3,False
2012-02-10,134990.0,115388.0,13545.0,2299.0,1771.0,1987.0,24,hourly_category_2012_2016,2012,2,10,4,False
2012-02-11,148816.0,137240.0,6764.0,1550.0,1088.0,2174.0,24,hourly_category_2012_2016,2012,2,11,5,True
2012-02-12,115990.0,109980.0,2572.0,1302.0,421.0,1715.0,24,hourly_category_2012_2016,2012,2,12,6,True
2012-02-13,126813.0,107314.0,13730.0,2193.0,1724.0,1852.0,24,hourly_category_2012_2016,2012,2,13,0,False
2012-02-14,141310.0,120569.0,14745.0,2178.0,1937.0,1881.0,24,hourly_category_2012_2016,2012,2,14,1,False
2012-02-15,139828.0,119423.0,14341.0,2296.0,1846.0,1922.0,24,hourly_category_2012_2016,2012,2,15,2,False
2012-02-16,144299.0,123466.0,14526.0,2442.0,1931.0,1934.0,24,hourly_category_2012_2016,2012,2,16,3,False
2012-02-17,141953.0,121327.0,14381.0,2437.0,1908.0,1900.0,24,hourly_category_2012_2016,2012,2,17,4,False
2012-02-18,146070.0,134260.0,6734.0,1855.0,1138.0,2083.0,24,hourly_category_2012_2016,2012,2,18,5,True
2012-02-19,113332.0,107192.0,2563.0,1610.0,409.0,1558.0,24,hourly_category_2012_2016,2012,2,19,6,True
2012-02-20,127313.0,107424.0,13983.0,2425.0,1766.0,1715.0,24,hourly_category_2012_2016,2012,2,20,0,False
2012-02-21,132674.0,110988.0,15377.0,2576.0,1945.0,1788.0,24,hourly_category_2012_2016,2012,2,21,1,False
2012-02-22,139264.0,117888.0,14950.0,2718.0,1812.0,1896.0,24,hourly_category_2012_2016,2012,2,22,2,False
2012-02-23,141469.0,119754.0,15261.0,2662.0,1942.0,1850.0,24,hourly_category_2012_2016,2012,2,23,3,False
2012-02-24,139937.0,119156.0,14457.0,2624.0,1875.0,1825.0,24,hourly_category_2012_2016,2012,2,24,4,False
2012-02-25,147889.0,135792.0,6861.0,1871.0,1206.0,2159.0,24,hourly_category_2012_2016,2012,2,25,5,True
2012-02-26,132617.0,125734.0,2995.0,1607.0,462.0,1819.0,24,hourly_category_2012_2016,2012,2,26,6,True
2012-02-27,129742.0,109806.0,13961.0,2381.0,1741.0,1853.0,24,hourly_category_2012_2016,2012,2,27,0,False
2012-02-28,137659.0,116387.0,14864.0,2619.0,1897.0,1892.0,24,hourly_category_2012_2016,2012,2,28,1,False
2012-02-29,138953.0,117520.0,14982.0,2648.0,1870.0,1933.0,24,hourly_category_2012_2016,2012,2,29,2,False
2012-03-01,163109.0,140855.0,15595.0,2501.0,1938.0,2220.0,24,hourly_category_2012_2016,2012,3,1,3,False
2012-03-02,140144.0,118967.0,14498.0,2660.0,1973.0,2046.0,24,hourly_category_2012_2016,2012,3,2,4,False
2012-03-03,150520.0,138134.0,6728.0,2112.0,1227.0,2319.0,24,hourly_category_2012_2016,2012,3,3,5,True
2012-03-04,123589.0,117092.0,2567.0,1664.0,437.0,1829.0,24,hourly_category_2012_2016,2012,3,4,6,True
2012-03-05,138152.0,118048.0,13857.0,2523.0,1750.0,1974.0,24,hourly_category_2012_2016,2012,3,5,0,False
2012-03-06,141372.0,119232.0,15285.0,2803.0,1977.0,2075.0,24,hourly_category_2012_2016,2012,3,6,1,False
2012-03-07,142185.0,120553.0,14905.0,2762.0,1887.0,2078.0,24,hourly_category_2012_2016,2012,3,7,2,False
2012-03-08,149360.0,126956.0,15351.0,2771.0,1958.0,2324.0,24,hourly_category_2012_2016,2012,3,8,3,False
2012-03-09,147188.0,124861.0,14860.0,2817.0,1915.0,2735.0,24,hourly_category_2012_2016,2012,3,9,4,False
2012-03-10,149743.0,136560.0,6809.0,1972.0,1215.0,3187.0,24,hourly_category_2012_2016,2012,3,10,5,True
2012-03-11,122919.0,115710.0,2620.0,1566.0,415.0,2608.0,24,hourly_category_2012_2016,2012,3,11,6,True
2012-03-12,130516.0,108814.0,14611.0,2697.0,1799.0,2595.0,24,hourly_category_2012_2016,2012,3,12,0,False
2012-03-13,136711.0,113847.0,15435.0,2770.0,1947.0,2712.0,24,hourly_category_2012_2016,2012,3,13,1,False
2012-03-14,159428.0,135785.0,16095.0,2757.0,1909.0,2882.0,24,hourly_category_2012_2016,2012,3,14,2,False
2012-03-15,144315.0,121497.0,15316.0,2798.0,1893.0,2811.0,24,hourly_category_2012_2016,2012,3,15,3,False
2012-03-16,140329.0,117691.0,15079.0,2726.0,1996.0,2837.0,24,hourly_category_2012_2016,2012,3,16,4,False
2012-03-17,144673.0,131996.0,6587.0,1731.0,1129.0,3230.0,24,hourly_category_2012_2016,2012,3,17,5,True
2012-03-18,116831.0,110033.0,2536.0,1480.0,386.0,2396.0,24,hourly_category_2012_2016,2012,3,18,6,True
2012-03-19,124689.0,104444.0,13530.0,2376.0,1670.0,2669.0,24,hourly_category_2012_2016,2012,3,19,0,False
2012-03-20,131926.0,109918.0,14678.0,2772.0,1885.0,2673.0,24,hourly_category_2012_2016,2012,3,20,1,False
2012-03-21,139750.0,116855.0,15321.0,2877.0,1930.0,2767.0,24,hourly_category_2012_2016,2012,3,21,2,False
2012-03-22,143450.0,120344.0,15291.0,2938.0,1921.0,2956.0,24,hourly_category_2012_2016,2012,3,22,3,False
2012-03-23,145591.0,122309.0,15124.0,2973.0,2018.0,3167.0,24,hourly_category_2012_2016,2012,3,23,4,False
2012-03-24,152733.0,139070.0,7058.0,2032.0,1141.0,3432.0,24,hourly_category_2012_2016,2012,3,24,5,True
2012-03-25,72169.0,66882.0,1852.0,1503.0,361.0,1571.0,23,hourly_category_2012_2016,2012,3,25,6,True
2012-03-26,124708.0,103095.0,14529.0,2677.0,1762.0,2645.0,24,hourly_category_2012_2016,2012,3,26,0,False
2012-03-27,133387.0,110785.0,15038.0,2775.0,1961.0,2828.0,24,hourly_category_2012_2016,2012,3,27,1,False
2012-03-28,138056.0,115301.0,15006.0,2883.0,1854.0,3012.0,24,hourly_category_2012_2016,2012,3,28,2,False
2012-03-29,146064.0,122570.0,15556.0,2897.0,1941.0,3100.0,24,hourly_category_2012_2016,2012,3,29,3,False
2012-03-30,143992.0,120758.0,15181.0,2883.0,1955.0,3215.0,24,hourly_category_2012_2016,2012,3,30,4,False
2012-04-02,129752.0,107146.0,15128.0,2806.0,1755.0,2917.0,24,hourly_category_2012_2016,2012,4,2,0,False
2012-04-03,140195.0,116209.0,15872.0,2979.0,2031.0,3104.0,24,hourly_category_2012_2016,2012,4,3,1,False
2012-04-04,145378.0,122396.0,15354.0,2720.0,1824.0,3084.0,24,hourly_category_2012_2016,2012,4,4,2,False
2012-04-05,137459.0,115203.0,14944.0,2514.0,1830.0,2968.0,24,hourly_category_2012_2016,2012,4,5,3,False
2012-04-06,109570.0,89259.0,12969.0,2576.0,1757.0,3009.0,24,hourly_category_2012_2016,2012,4,6,4,False
2012-04-07,97957.0,87551.0,4787.0,1857.0,905.0,2857.0,24,hourly_category_2012_2016,2012,4,7,5,True
2012-04-08,62976.0,58013.0,1555.0,1438.0,295.0,1675.0,24,hourly_category_2012_2016,2012,4,8,6,True
2012-04-09,78417.0,72330.0,2107.0,1563.0,454.0,1963.0,24,hourly_category_2012_2016,2012,4,9,0,False
2012-04-10,110195.0,90137.0,13345.0,2406.0,1648.0,2659.0,24,hourly_category_2012_2016,2012,4,10,1,False
2012-04-11,140579.0,117848.0,15423.0,2466.0,1924.0,2918.0,24,hourly_category_2012_2016,2012,4,11,2,False
2012-04-12,143481.0,119281.0,16162.0,2769.0,2035.0,3234.0,24,hourly_category_2012_2016,2012,4,12,3,False
2012-04-13,152409.0,127842.0,16338.0,2834.0,1993.0,3402.0,24,hourly_category_2012_2016,2012,4,13,4,False
2012-04-14,167244.0,151576.0,8365.0,2167.0,1238.0,3898.0,24,hourly_category_2012_2016,2012,4,14,5,True
2012-04-15,79994.0,73937.0,2399.0,1419.0,398.0,1841.0,24,hourly_category_2012_2016,2012,4,15,6,True
2012-04-16,151163.0,126373.0,16625.0,2831.0,1911.0,3423.0,24,hourly_category_2012_2016,2012,4,16,0,False
2012-04-17,157387.0,131769.0,16687.0,3015.0,2169.0,3747.0,24,hourly_category_2012_2016,2012,4,17,1,False
2012-04-18,166511.0,141456.0,16055.0,3045.0,2000.0,3955.0,24,hourly_category_2012_2016,2012,4,18,2,False
2012-04-19,174454.0,148674.0,16225.0,3214.0,2129.0,4212.0,24,hourly_category_2012_2016,2012,4,19,3,False
2012-04-20,146719.0,124430.0,14287.0,2624.0,1835.0,3543.0,24,hourly_category_2012_2016,2012,4,20,4,False
2012-04-21,130704.0,119639.0,5163.0,1648.0,869.0,3385.0,24,hourly_category_2012_2016,2012,4,21,5,True
2012-04-22,103200.0,96770.0,2257.0,1333.0,310.0,2530.0,24,hourly_category_2012_2016,2012,4,22,6,True
2012-04-23,132750.0,110086.0,15064.0,2596.0,1824.0,3180.0,24,hourly_category_2012_2016,2012,4,23,0,False
2012-04-24,147519.0,123291.0,16047.0,2709.0,2119.0,3353.0,24,hourly_category_2012_2016,2012,4,24,1,False
2012-04-25,98260.0,91112.0,2838.0,1485.0,544.0,2281.0,24,hourly_category_2012_2016,2012,4,25,2,False
2012-04-26,115412.0,94498.0,13496.0,2724.0,1819.0,2875.0,24,hourly_category_2012_2016,2012,4,26,3,False
2012-04-27,117225.0,96956.0,13029.0,2575.0,1722.0,2943.0,24,hourly_category_2012_2016,2012,4,27,4,False
2012-04-28,118385.0,105951.0,6066.0,2029.0,1181.0,3158.0,24,hourly_category_2012_2016,2012,4,28,5,True
2012-04-29,89438.0,82849.0,2307.0,1643.0,308.0,2331.0,24,hourly_category_2012_2016,2012,4,29,6,True
2012-04-30,88351.0,73409.0,9195.0,1839.0,1458.0,2450.0,24,hourly_category_2012_2016,2012,4,30,0,False
2012-05-01,103065.0,96559.0,2468.0,927.0,445.0,2666.0,24,hourly_category_2012_2016,2012,5,1,1,False
2012-05-02,133093.0,109910.0,15070.0,2697.0,1915.0,3501.0,24,hourly_category_2012_2016,2012,5,2,2,False
2012-05-03,143708.0,119522.0,15644.0,2774.0,2003.0,3765.0,24,hourly_category_2012_2016,2012,5,3,3,False
2012-05-04,146737.0,122318.0,15536.0,2917.0,2057.0,3909.0,24,hourly_category_2012_2016,2012,5,4,4,False
2012-05-05,159848.0,145750.0,6993.0,2050.0,1203.0,3852.0,24,hourly_category_2012_2016,2012,5,5,5,True
2012-05-06,127839.0,119920.0,2702.0,1628.0,401.0,3188.0,24,hourly_category_2012_2016,2012,5,6,6,True
2012-05-07,132142.0,109047.0,14987.0,2778.0,1774.0,3556.0,24,hourly_category_2012_2016,2012,5,7,0,False
2012-05-08,142427.0,117613.0,15972.0,2959.0,2076.0,3807.0,24,hourly_category_2012_2016,2012,5,8,1,False
2012-05-09,144935.0,120198.0,16062.0,2902.0,1903.0,3870.0,24,hourly_category_2012_2016,2012,5,9,2,False
2012-05-10,150631.0,125858.0,15816.0,2778.0,2086.0,4093.0,24,hourly_category_2012_2016,2012,5,10,3,False
2012-05-11,152503.0,127692.0,15785.0,2857.0,2018.0,4151.0,24,hourly_category_2012_2016,2012,5,11,4,False
2012-05-12,157442.0,142591.0,7268.0,2016.0,1223.0,4344.0,24,hourly_category_2012_2016,2012,5,12,5,True
2012-05-13,126108.0,117883.0,2803.0,1664.0,404.0,3354.0,24,hourly_category_2012_2016,2012,5,13,6,True
2012-05-14,133974.0,110693.0,15144.0,2670.0,1808.0,3659.0,24,hourly_category_2012_2016,2012,5,14,0,False
2012-05-15,140416.0,115658.0,15932.0,2808.0,2015.0,4003.0,24,hourly_category_2012_2016,2012,5,15,1,False
2012-05-16,142361.0,117845.0,15693.0,2745.0,1950.0,4128.0,24,hourly_category_2012_2016,2012,5,16,2,False
2012-05-17,145530.0,120416.0,15669.0,2865.0,1967.0,4613.0,24,hourly_category_2012_2016,2012,5,17,3,False
2012-05-18,146596.0,121355.0,15676.0,3060.0,1979.0,4526.0,24,hourly_category_2012_2016,2012,5,18,4,False
2012-05-19,148292.0,133770.0,6926.0,2139.0,1150.0,4307.0,24,hourly_category_2012_2016,2012,5,19,5,True
2012-05-20,118065.0,110274.0,2644.0,1598.0,383.0,3166.0,24,hourly_category_2012_2016,2012,5,20,6,True
2012-05-21,141395.0,118657.0,14533.0,2631.0,1724.0,3850.0,24,hourly_category_2012_2016,2012,5,21,0,False
2012-05-22,141207.0,116467.0,15866.0,2779.0,1958.0,4137.0,24,hourly_category_2012_2016,2012,5,22,1,False
2012-05-23,142946.0,117876.0,15769.0,2893.0,1896.0,4512.0,24,hourly_category_2012_2016,2012,5,23,2,False
2012-05-24,146664.0,121524.0,15727.0,2868.0,1987.0,4558.0,24,hourly_category_2012_2016,2012,5,24,3,False
2012-05-25,146844.0,122059.0,15524.0,2769.0,2037.0,4455.0,24,hourly_category_2012_2016,2012,5,25,4,False
2012-05-26,148403.0,133422.0,7195.0,2103.0,1210.0,4473.0,24,hourly_category_2012_2016,2012,5,26,5,True
2012-05-27,75201.0,68807.0,2072.0,1378.0,470.0,2474.0,24,hourly_category_2012_2016,2012,5,27,6,True
2012-05-28,130165.0,106413.0,14882.0,2654.0,1795.0,4421.0,24,hourly_category_2012_2016,2012,5,28,0,False
2012-05-29,136461.0,112205.0,15337.0,2724.0,1963.0,4232.0,24,hourly_category_2012_2016,2012,5,29,1,False
2012-05-30,140348.0,115769.0,15513.0,2764.0,1875.0,4427.0,24,hourly_category_2012_2016,2012,5,30,2,False
2012-05-31,144473.0,119092.0,15727.0,2791.0,2097.0,4766.0,24,hourly_category_2012_2016,2012,5,31,3,False
2012-06-01,125671.0,102531.0,13984.0,2789.0,2054.0,4313.0,24,hourly_category_2012_2016,2012,6,1,4,False
2012-06-02,96697.0,87268.0,3505.0,1821.0,785.0,3318.0,24,hourly_category_2012_2016,2012,6,2,5,True
2012-06-03,97311.0,89470.0,2171.0,1854.0,533.0,3283.0,24,hourly_category_2012_2016,2012,6,3,6,True
2012-06-04,133146.0,109840.0,14691.0,2562.0,1855.0,4198.0,24,hourly_category_2012_2016,2012,6,4,0,False
2012-06-05,135854.0,110804.0,15830.0,2671.0,1971.0,4578.0,24,hourly_category_2012_2016,2012,6,5,1,False
2012-06-06,140728.0,115675.0,15660.0,2660.0,1944.0,4789.0,24,hourly_category_2012_2016,2012,6,6,2,False
2012-06-07,148488.0,122743.0,15924.0,2715.0,1984.0,5122.0,24,hourly_category_2012_2016,2012,6,7,3,False
2012-06-08,144684.0,119908.0,15290.0,2663.0,1968.0,4855.0,24,hourly_category_2012_2016,2012,6,8,4,False
2012-06-09,139074.0,124527.0,6813.0,2053.0,1276.0,4405.0,24,hourly_category_2012_2016,2012,6,9,5,True
2012-06-10,110676.0,102604.0,2584.0,1620.0,400.0,3468.0,24,hourly_category_2012_2016,2012,6,10,6,True
2012-06-11,131581.0,107861.0,14964.0,2543.0,1689.0,4524.0,24,hourly_category_2012_2016,2012,6,11,0,False
2012-06-12,146089.0,120375.0,16151.0,2605.0,1999.0,4959.0,24,hourly_category_2012_2016,2012,6,12,1,False
2012-06-13,135972.0,111198.0,15466.0,2631.0,1859.0,4818.0,24,hourly_category_2012_2016,2012,6,13,2,False
2012-06-14,135680.0,110673.0,15531.0,2584.0,1935.0,4957.0,24,hourly_category_2012_2016,2012,6,14,3,False
2012-06-15,131986.0,107629.0,15019.0,2598.0,1928.0,4812.0,24,hourly_category_2012_2016,2012,6,15,4,False
2012-06-16,122152.0,108514.0,6348.0,1993.0,1153.0,4144.0,24,hourly_category_2012_2016,2012,6,16,5,True
2012-06-17,96204.0,88444.0,2325.0,1579.0,420.0,3436.0,24,hourly_category_2012_2016,2012,6,17,6,True
2012-06-18,124405.0,100606.0,14897.0,2503.0,1770.0,4629.0,24,hourly_category_2012_2016,2012,6,18,0,False
2012-06-19,132280.0,106998.0,15834.0,2509.0,1960.0,4979.0,24,hourly_category_2012_2016,2012,6,19,1,False
2012-06-20,138838.0,113020.0,16086.0,2612.0,1927.0,5193.0,24,hourly_category_2012_2016,2012,6,20,2,False
2012-06-21,140877.0,115161.0,16000.0,2571.0,1828.0,5317.0,24,hourly_category_2012_2016,2012,6,21,3,False
2012-06-22,166402.0,140250.0,16052.0,2088.0,1968.0,6044.0,24,hourly_category_2012_2016,2012,6,22,4,False
2012-06-23,128301.0,113588.0,6839.0,1969.0,1167.0,4738.0,24,hourly_category_2012_2016,2012,6,23,5,True
2012-06-24,103211.0,94600.0,2677.0,1681.0,395.0,3858.0,24,hourly_category_2012_2016,2012,6,24,6,True
2012-06-25,133802.0,108955.0,15212.0,2550.0,1712.0,5373.0,24,hourly_category_2012_2016,2012,6,25,0,False
2012-06-26,138578.0,112810.0,15980.0,2534.0,1959.0,5295.0,24,hourly_category_2012_2016,2012,6,26,1,False
2012-06-27,135679.0,110645.0,15640.0,2449.0,1847.0,5098.0,24,hourly_category_2012_2016,2012,6,27,2,False
2012-06-28,135492.0,110316.0,15508.0,2486.0,1949.0,5233.0,24,hourly_category_2012_2016,2012,6,28,3,False
2012-06-29,125115.0,101142.0,14741.0,2523.0,1856.0,4853.0,24,hourly_category_2012_2016,2012,6,29,4,False
2012-06-30,109477.0,96552.0,6134.0,1768.0,1058.0,3965.0,24,hourly_category_2012_2016,2012,6,30,5,True
2012-07-01,86981.0,79500.0,2259.0,1524.0,396.0,3302.0,24,hourly_category_2012_2016,2012,7,1,6,True
2012-07-02,118553.0,95863.0,14177.0,2171.0,1608.0,4734.0,24,hourly_category_2012_2016,2012,7,2,0,False
2012-07-03,126483.0,102114.0,15168.0,2183.0,1896.0,5122.0,24,hourly_category_2012_2016,2012,7,3,1,False
2012-07-04,130904.0,106478.0,15247.0,2112.0,1793.0,5274.0,24,hourly_category_2012_2016,2012,7,4,2,False
2012-07-05,131399.0,107176.0,14850.0,2098.0,1788.0,5487.0,24,hourly_category_2012_2016,2012,7,5,3,False
2012-07-06,124999.0,101443.0,14480.0,2127.0,1803.0,5146.0,24,hourly_category_2012_2016,2012,7,6,4,False
2012-07-07,112693.0,99431.0,5971.0,1772.0,1025.0,4494.0,24,hourly_category_2012_2016,2012,7,7,5,True
2012-07-08,90888.0,83232.0,2225.0,1517.0,339.0,3575.0,24,hourly_category_2012_2016,2012,7,8,6,True
2012-07-09,119344.0,96137.0,14320.0,2128.0,1659.0,5100.0,24,hourly_category_2012_2016,2012,7,9,0,False
2012-07-10,131353.0,106298.0,15439.0,2119.0,1887.0,5610.0,24,hourly_category_2012_2016,2012,7,10,1,False
2012-07-11,133464.0,108570.0,15144.0,2217.0,1827.0,5706.0,24,hourly_category_2012_2016,2012,7,11,2,False
2012-07-12,133694.0,108992.0,15072.0,2142.0,1758.0,5730.0,24,hourly_category_2012_2016,2012,7,12,3,False
2012-07-13,122530.0,98822.0,14284.0,2188.0,1788.0,5448.0,24,hourly_category_2012_2016,2012,7,13,4,False
2012-07-14,110376.0,96997.0,5839.0,1745.0,1069.0,4726.0,24,hourly_category_2012_2016,2012,7,14,5,True
2012-07-15,87077.0,79459.0,2149.0,1435.0,324.0,3710.0,24,hourly_category_2012_2016,2012,7,15,6,True
2012-07-16,107629.0,86038.0,13434.0,1945.0,1574.0,4638.0,24,hourly_category_2012_2016,2012,7,16,0,False
2012-07-17,110417.0,88789.0,13180.0,1945.0,1668.0,4835.0,24,hourly_category_2012_2016,2012,7,17,1,False
2012-07-18,105800.0,85582.0,12230.0,1787.0,1470.0,4731.0,24,hourly_category_2012_2016,2012,7,18,2,False
2012-07-19,104171.0,84353.0,11841.0,1810.0,1444.0,4723.0,24,hourly_category_2012_2016,2012,7,19,3,False
2012-07-20,118935.0,97225.0,13104.0,1862.0,1523.0,5221.0,24,hourly_category_2012_2016,2012,7,20,4,False
2012-07-21,94925.0,83429.0,5156.0,1562.0,849.0,3929.0,24,hourly_category_2012_2016,2012,7,21,5,True
2012-07-22,75669.0,69070.0,1850.0,1311.0,280.0,3158.0,24,hourly_category_2012_2016,2012,7,22,6,True
2012-07-23,111962.0,89178.0,13890.0,2323.0,1497.0,5074.0,24,hourly_category_2012_2016,2012,7,23,0,False
2012-07-24,122750.0,98292.0,14888.0,2310.0,1806.0,5454.0,24,hourly_category_2012_2016,2012,7,24,1,False
2012-07-25,123284.0,99050.0,14695.0,2304.0,1701.0,5534.0,24,hourly_category_2012_2016,2012,7,25,2,False
2012-07-26,134934.0,110704.0,14437.0,2223.0,1625.0,5945.0,24,hourly_category_2012_2016,2012,7,26,3,False
2012-07-27,128798.0,104860.0,14518.0,2264.0,1621.0,5535.0,24,hourly_category_2012_2016,2012,7,27,4,False
2012-07-28,91538.0,79898.0,5147.0,1780.0,876.0,3837.0,24,hourly_category_2012_2016,2012,7,28,5,True
2012-07-29,74813.0,67703.0,2027.0,1581.0,294.0,3208.0,24,hourly_category_2012_2016,2012,7,29,6,True
2012-07-30,120401.0,96903.0,14709.0,2211.0,1438.0,5140.0,24,hourly_category_2012_2016,2012,7,30,0,False
2012-07-31,126436.0,103015.0,14283.0,2241.0,1544.0,5353.0,24,hourly_category_2012_2016,2012,7,31,1,False
2012-08-01,131406.0,106540.0,15384.0,2243.0,1539.0,5700.0,24,hourly_category_2012_2016,2012,8,1,2,False
2012-08-02,121095.0,98117.0,13948.0,2190.0,1439.0,5401.0,24,hourly_category_2012_2016,2012,8,2,3,False
2012-08-03,111571.0,90239.0,12835.0,2184.0,1351.0,4962.0,24,hourly_category_2012_2016,2012,8,3,4,False
2012-08-04,74382.0,64421.0,4212.0,1656.0,699.0,3394.0,24,hourly_category_2012_2016,2012,8,4,5,True
2012-08-05,52806.0,47246.0,1596.0,1384.0,232.0,2348.0,24,hourly_category_2012_2016,2012,8,5,6,True
2012-08-06,82111.0,65448.0,9846.0,2137.0,1117.0,3563.0,24,hourly_category_2012_2016,2012,8,6,0,False
2012-08-07,81616.0,65036.0,9814.0,2029.0,1191.0,3546.0,24,hourly_category_2012_2016,2012,8,7,1,False
2012-08-08,80791.0,64664.0,9375.0,2169.0,1121.0,3462.0,24,hourly_category_2012_2016,2012,8,8,2,False
2012-08-09,77921.0,62284.0,8889.0,2184.0,1084.0,3480.0,24,hourly_category_2012_2016,2012,8,9,3,False
2012-08-10,73545.0,58811.0,8139.0,2204.0,1019.0,3372.0,24,hourly_category_2012_2016,2012,8,10,4,False
2012-08-11,53473.0,45732.0,3134.0,1675.0,541.0,2391.0,24,hourly_category_2012_2016,2012,8,11,5,True
2012-08-12,45567.0,40033.0,1490.0,1615.0,246.0,2183.0,24,hourly_category_2012_2016,2012,8,12,6,True
2012-08-13,54633.0,43984.0,5602.0,1714.0,803.0,2530.0,24,hourly_category_2012_2016,2012,8,13,0,False
2012-08-14,53247.0,43052.0,5196.0,1747.0,888.0,2364.0,24,hourly_category_2012_2016,2012,8,14,1,False
