Anno,Mese,Cerchia,Incidenti,Morti,Feriti,month_start,inside_mura_spagnole,total_accesses,mean_daily_accesses,days_observed,source_days_hourly_category,source_days_daily_total,accesses_persone,accesses_merci,accesses_bus,accesses_altro,accesses_nc,share_persone,share_merci,share_bus,share_altro,share_nc,incidents_per_100k_area_c_accesses,injuries_per_100k_area_c_accesses,deaths_per_100k_area_c_accesses
2018,5,Dalle Mura Spagnole alla Nuova Circonvallazione,229,0,298,2018-05-01,False,,,,,,,,,,,,,,,,,,
2018,5,Entro la Cerchia dei Navigli,17,0,19,2018-05-01,True,4772856.0,153963.09677419355,31.0,0.0,31.0,,,,,,,,,,,0.3561808694835964,0.3980845011875489,0.0
2018,5,Senza indicazioni,39,0,52,2018-05-01,False,,,,,,,,,,,,,,,,,,
2018,6,Dalla Cerchia dei Navigli alle Mura Spagnole,44,0,55,2018-06-01,True,4397929.0,146597.63333333333,30.0,0.0,30.0,,,,,,,,,,,1.0004709034638803,1.2505886293298505,0.0
2018,6,Dalla Nuova Circonvallazione ai confini del Comune,484,1,619,2018-06-01,False,,,,,,,,,,,,,,,,,,
2018,6,Dalle Mura Spagnole alla Nuova Circonvallazione,225,1,270,2018-06-01,False,,,,,,,,,,,,,,,,,,
2018,6,Entro la Cerchia dei Navigli,18,0,19,2018-06-01,True,4397929.0,146597.63333333333,30.0,0.0,30.0,,,,,,,,,,,0.409283551417042,0.4320215264957666,0.0
2018,6,Senza indicazioni,23,0,26,2018-06-01,False,,,,,,,,,,,,,,,,,,
2018,7,Dalla Cerchia dei Navigli alle Mura Spagnole,31,0,39,2018-07-01,True,4043487.0,134782.9,30.0,0.0,30.0,,,,,,,,,,,0.7666650096810007,0.9645140444373879,0.0
2018,7,Dalla Nuova Circonvallazione ai confini del Comune,388,1,541,2018-07-01,False,,,,,,,,,,,,,,,,,,
2018,7,Dalle Mura Spagnole alla Nuova Circonvallazione,203,1,282,2018-07-01,False,,,,,,,,,,,,,,,,,,
2018,7,Entro la Cerchia dei Navigli,15,0,23,2018-07-01,True,4043487.0,134782.9,30.0,0.0,30.0,,,,,,,,,,,0.3709669401682261,0.5688159749246133,0.0
2018,7,Senza indicazioni,30,0,44,2018-07-01,False,,,,,,,,,,,,,,,,,,
2018,8,Dalla Cerchia dei Navigli alle Mura Spagnole,12,0,16,2018-08-01,True,2284722.0,73700.70967741935,31.0,0.0,31.0,,,,,,,,,,,0.5252280146118433,0.7003040194824579,0.0
2018,8,Dalla Nuova Circonvallazione ai confini del Comune,222,2,285,2018-08-01,False,,,,,,,,,,,,,,,,,,
2018,8,Dalle Mura Spagnole alla Nuova Circonvallazione,104,0,128,2018-08-01,False,,,,,,,,,,,,,,,,,,
2018,8,Entro la Cerchia dei Navigli,8,0,9,2018-08-01,True,2284722.0,73700.70967741935,31.0,0.0,31.0,,,,,,,,,,,0.35015200974122895,0.39392101095888254,0.0
2018,8,Senza indicazioni,23,0,37,2018-08-01,False,,,,,,,,,,,,,,,,,,
2018,9,Dalla Cerchia dei Navigli alle Mura Spagnole,38,0,45,2018-09-01,True,4507188.0,150239.6,30.0,0.0,30.0,,,,,,,,,,,0.8430977363269515,0.9984052140713899,0.0
2018,9,Dalla Nuova Circonvallazione ai confini del Comune,433,4,579,2018-09-01,False,,,,,,,,,,,,,,,,,,
2018,9,Dalle Mura Spagnole alla Nuova Circonvallazione,221,2,280,2018-09-01,False,,,,,,,,,,,,,,,,,,
2018,9,Entro la Cerchia dei Navigli,27,0,30,2018-09-01,True,4507188.0,150239.6,30.0,0.0,30.0,,,,,,,,,,,0.599043128442834,0.6656034760475933,0.0
2018,9,Senza indicazioni,39,1,57,2018-09-01,False,,,,,,,,,,,,,,,,,,
2018,10,Dalla Cerchia dei Navigli alle Mura Spagnole,51,0,64,2018-10-01,True,4808906.0,155126.0,31.0,0.0,31.0,,,,,,,,,,,1.0605322707493139,1.3308640260383546,0.0
2018,10,Dalla Nuova Circonvallazione ai confini del Comune,475,5,603,2018-10-01,False,,,,,,,,,,,,,,,,,,
2018,10,Dalle Mura Spagnole alla Nuova Circonvallazione,254,1,323,2018-10-01,False,,,,,,,,,,,,,,,,,,
2018,10,Entro la Cerchia dei Navigli,21,0,21,2018-10-01,True,4808906.0,155126.0,31.0,0.0,31.0,,,,,,,,,,,0.4366897585438351,0.4366897585438351,0.0
2018,10,Senza indicazioni,36,1,48,2018-10-01,False,,,,,,,,,,,,,,,,,,
2018,11,Dalla Cerchia dei Navigli alle Mura Spagnole,39,0,45,2018-11-01,True,4509409.0,150313.63333333333,30.0,0.0,30.0,,,,,,,,,,,0.8648583439648078,0.9979134738055474,0.0
2018,11,Dalla Nuova Circonvallazione ai confini del Comune,434,3,538,2018-11-01,False,,,,,,,,,,,,,,,,,,
2018,11,Dalle Mura Spagnole alla Nuova Circonvallazione,253,0,311,2018-11-01,False,,,,,,,,,,,,,,,,,,
2018,11,Entro la Cerchia dei Navigli,26,0,30,2018-11-01,True,4509409.0,150313.63333333333,30.0,0.0,30.0,,,,,,,,,,,0.5765722293098718,0.6652756492036983,0.0
2018,11,Senza indicazioni,30,0,44,2018-11-01,False,,,,,,,,,,,,,,,,,,
2018,12,Dalla Cerchia dei Navigli alle Mura Spagnole,47,0,59,2018-12-01,True,4287090.0,138293.2258064516,31.0,0.0,31.0,,,,,,,,,,,1.096314749632035,1.3762248984742564,0.0
2018,12,Dalla Nuova Circonvallazione ai confini del Comune,373,3,506,2018-12-01,False,,,,,,,,,,,,,,,,,,
2018,12,Dalle Mura Spagnole alla Nuova Circonvallazione,199,1,240,2018-12-01,False,,,,,,,,,,,,,,,,,,
2018,12,Entro la Cerchia dei Navigli,14,0,23,2018-12-01,True,4287090.0,138293.2258064516,31.0,0.0,31.0,,,,,,,,,,,0.3265618403159252,0.5364944519475915,0.0
2018,12,Senza indicazioni,23,0,28,2018-12-01,False,,,,,,,,,,,,,,,,,,
2019,1,Dalla Cerchia dei Navigli alle Mura Spagnole,42,0,63,2019-01-01,True,4149591.0,133857.7741935484,31.0,0.0,31.0,,,,,,,,,,,1.0121479442190808,1.5182219163286212,0.0
2019,1,Dalla Nuova Circonvallazione ai confini del Comune,370,1,478,2019-01-01,False,,,,,,,,,,,,,,,,,,
2019,1,Dalle Mura Spagnole alla Nuova Circonvallazione,162,1,196,2019-01-01,False,,,,,,,,,,,,,,,,,,
2019,1,Entro la Cerchia dei Navigli,15,0,15,2019-01-01,True,4149591.0,133857.7741935484,31.0,0.0,31.0,,,,,,,,,,,0.3614814086496717,0.3614814086496717,0.0
2019,1,Senza indicazioni,27,0,36,2019-01-01,False,,,,,,,,,,,,,,,,,,
2019,2,Dalla Cerchia dei Navigli alle Mura Spagnole,38,0,47,2019-02-01,True,4060648.0,145023.14285714287,28.0,0.0,28.0,,,,,,,,,,,0.9358112301287873,1.157450732001395,0.0
2019,2,Dalla Nuova Circonvallazione ai confini del Comune,368,1,479,2019-02-01,False,,,,,,,,,,,,,,,,,,
2019,2,Dalle Mura Spagnole alla Nuova Circonvallazione,172,0,224,2019-02-01,False,,,,,,,,,,,,,,,,,,
2019,2,Entro la Cerchia dei Navigli,18,0,19,2019-02-01,True,4060648.0,145023.14285714287,28.0,0.0,28.0,,,,,,,,,,,0.44327900374521506,0.46790561506439365,0.0
2019,2,Senza indicazioni,12,0,20,2019-02-01,False,,,,,,,,,,,,,,,,,,
2019,3,Dalla Cerchia dei Navigli alle Mura Spagnole,55,0,73,2019-03-01,True,4516011.0,145677.7741935484,31.0,0.0,31.0,,,,,,,,,,,1.2178889732553797,1.616470819048049,0.0
2019,3,Dalla Nuova Circonvallazione ai confini del Comune,437,0,557,2019-03-01,False,,,,,,,,,,,,,,,,,,
2019,3,Dalle Mura Spagnole alla Nuova Circonvallazione,233,1,277,2019-03-01,False,,,,,,,,,,,,,,,,,,
2019,3,Entro la Cerchia dei Navigli,23,0,28,2019-03-01,True,4516011.0,145677.7741935484,31.0,0.0,31.0,,,,,,,,,,,0.5092990251795224,0.6200162045663751,0.0
2019,3,Senza indicazioni,27,1,30,2019-03-01,False,,,,,,,,,,,,,,,,,,
2019,4,Dalla Cerchia dei Navigli alle Mura Spagnole,52,0,67,2019-04-01,True,4147138.0,138237.93333333332,30.0,0.0,30.0,,,,,,,,,,,1.2538767699555695,1.6155719920581375,0.0
2019,4,Dalla Nuova Circonvallazione ai confini del Comune,394,3,524,2019-04-01,False,,,,,,,,,,,,,,,,,,
2019,4,Dalle Mura Spagnole alla Nuova Circonvallazione,197,0,248,2019-04-01,False,,,,,,,,,,,,,,,,,,
2019,4,Entro la Cerchia dei Navigli,25,1,27,2019-04-01,True,4147138.0,138237.93333333332,30.0,0.0,30.0,,,,,,,,,,,0.6028253701709468,0.6510513997846226,0.024113014806837873
2019,4,Senza indicazioni,34,0,42,2019-04-01,False,,,,,,,,,,,,,,,,,,
2019,5,Dalla Cerchia dei Navigli alle Mura Spagnole,43,0,49,2019-05-01,True,4731657.0,152634.09677419355,31.0,0.0,31.0,,,,,,,,,,,0.9087725505039778,1.0355780226673235,0.0
2019,5,Dalla Nuova Circonvallazione ai confini del Comune,473,2,611,2019-05-01,False,,,,,,,,,,,,,,,,,,
2019,5,Dalle Mura Spagnole alla Nuova Circonvallazione,198,1,264,2019-05-01,False,,,,,,,,,,,,,,,,,,
2019,5,Entro la Cerchia dei Navigli,18,0,23,2019-05-01,True,4731657.0,152634.09677419355,31.0,0.0,31.0,,,,,,,,,,,0.3804164164900372,0.4860876432928254,0.0
2019,5,Senza indicazioni,33,0,43,2019-05-01,False,,,,,,,,,,,,,,,,,,
2019,6,Dalla Cerchia dei Navigli alle Mura Spagnole,41,1,52,2019-06-01,True,4374240.0,145808.0,30.0,0.0,30.0,,,,,,,,,,,0.9373056805296462,1.1887779362815025,0.022861114159259666
2019,6,Dalla Nuova Circonvallazione ai confini del Comune,418,1,551,2019-06-01,False,,,,,,,,,,,,,,,,,,
2019,6,Dalle Mura Spagnole alla Nuova Circonvallazione,204,0,278,2019-06-01,False,,,,,,,,,,,,,,,,,,
2019,6,Entro la Cerchia dei Navigli,15,0,22,2019-06-01,True,4374240.0,145808.0,30.0,0.0,30.0,,,,,,,,,,,0.342916712388895,0.5029445115037127,0.0
2019,6,Senza indicazioni,31,1,43,2019-06-01,False,,,,,,,,,,,,,,,,,,
2019,7,Dalla Cerchia dei Navigli alle Mura Spagnole,38,0,43,2019-07-01,True,4235437.0,136627.0,31.0,0.0,31.0,,,,,,,,,,,0.8971919544547586,1.0152435274093323,0.0
2019,7,Dalla Nuova Circonvallazione ai confini del Comune,415,4,551,2019-07-01,False,,,,,,,,,,,,,,,,,,
2019,7,Dalle Mura Spagnole alla Nuova Circonvallazione,195,1,239,2019-07-01,False,,,,,,,,,,,,,,,,,,
2019,7,Entro la Cerchia dei Navigli,15,0,18,2019-07-01,True,4235437.0,136627.0,31.0,0.0,31.0,,,,,,,,,,,0.3541547188637206,0.42498566263646465,0.0
2019,7,Senza indicazioni,40,0,58,2019-07-01,False,,,,,,,,,,,,,,,,,,
2019,8,Dalla Cerchia dei Navigli alle Mura Spagnole,16,0,17,2019-08-01,True,2315671.0,74699.06451612903,31.0,0.0,31.0,,,,,,,,,,,0.6909444389984588,0.7341284664358624,0.0
2019,8,Dalla Nuova Circonvallazione ai confini del Comune,228,1,289,2019-08-01,False,,,,,,,,,,,,,,,,,,
2019,8,Dalle Mura Spagnole alla Nuova Circonvallazione,98,1,128,2019-08-01,False,,,,,,,,,,,,,,,,,,
2019,8,Entro la Cerchia dei Navigli,11,0,13,2019-08-01,True,2315671.0,74699.06451612903,31.0,0.0,31.0,,,,,,,,,,,0.47502430181144045,0.5613923566862478,0.0
2019,8,Senza indicazioni,10,0,12,2019-08-01,False,,,,,,,,,,,,,,,,,,
2019,9,Dalla Cerchia dei Navigli alle Mura Spagnole,41,0,44,2019-09-01,True,4717115.0,157237.16666666666,30.0,0.0,30.0,,,,,,,,,,,0.869175332804055,0.9327735278872785,0.0
2019,9,Dalla Nuova Circonvallazione ai confini del Comune,399,0,544,2019-09-01,False,,,,,,,,,,,,,,,,,,
2019,9,Dalle Mura Spagnole alla Nuova Circonvallazione,202,0,256,2019-09-01,False,,,,,,,,,,,,,,,,,,
2019,9,Entro la Cerchia dei Navigli,20,0,28,2019-09-01,True,4717115.0,157237.16666666666,30.0,0.0,30.0,,,,,,,,,,,0.42398796722149024,0.5935831541100863,0.0
2019,9,Senza indicazioni,28,0,36,2019-09-01,False,,,,,,,,,,,,,,,,,,
2019,10,Dalla Cerchia dei Navigli alle Mura Spagnole,44,0,52,2019-10-01,True,4834869.0,155963.51612903227,31.0,0.0,31.0,,,,,,,,,,,0.9100556809295143,1.075520350189426,0.0
2019,10,Dalla Nuova Circonvallazione ai confini del Comune,464,1,597,2019-10-01,False,,,,,,,,,,,,,,,,,,
2019,10,Dalle Mura Spagnole alla Nuova Circonvallazione,229,1,301,2019-10-01,False,,,,,,,,,,,,,,,,,,
2019,10,Entro la Cerchia dei Navigli,29,0,32,2019-10-01,True,4834869.0,155963.51612903227,31.0,0.0,31.0,,,,,,,,,,,0.5998094260671799,0.6618586770396467,0.0
2019,10,Senza indicazioni,35,0,48,2019-10-01,False,,,,,,,,,,,,,,,,,,
2019,11,Dalla Cerchia dei Navigli alle Mura Spagnole,35,0,39,2019-11-01,True,4526761.0,150892.03333333333,30.0,0.0,30.0,,,,,,,,,,,0.7731797636323189,0.8615431651902984,0.0
2019,11,Dalla Nuova Circonvallazione ai confini del Comune,432,5,554,2019-11-01,False,,,,,,,,,,,,,,,,,,
2019,11,Dalle Mura Spagnole alla Nuova Circonvallazione,222,0,267,2019-11-01,False,,,,,,,,,,,,,,,,,,
2019,11,Entro la Cerchia dei Navigli,16,0,18,2019-11-01,True,4526761.0,150892.03333333333,30.0,0.0,30.0,,,,,,,,,,,0.35345360623191724,0.3976353070109069,0.0
2019,11,Senza indicazioni,48,0,61,2019-11-01,False,,,,,,,,,,,,,,,,,,
2019,12,Dalla Cerchia dei Navigli alle Mura Spagnole,35,0,49,2019-12-01,True,4288818.0,138348.96774193548,31.0,0.0,31.0,,,,,,,,,,,0.8160756646703125,1.1425059305384375,0.0
2019,12,Dalla Nuova Circonvallazione ai confini del Comune,344,3,482,2019-12-01,False,,,,,,,,,,,,,,,,,,
2019,12,Dalle Mura Spagnole alla Nuova Circonvallazione,190,0,232,2019-12-01,False,,,,,,,,,,,,,,,,,,
2019,12,Entro la Cerchia dei Navigli,27,0,29,2019-12-01,True,4288818.0,138348.96774193548,31.0,0.0,31.0,,,,,,,,,,,0.629544084174241,0.6761769792982588,0.0
2019,12,Senza indicazioni,37,0,52,2019-12-01,False,,,,,,,,,,,,,,,,,,
2020,1,Dalla Cerchia dei Navigli alle Mura Spagnole,23,0,29,2020-01-01,True,4072726.0,131378.25806451612,31.0,0.0,31.0,,,,,,,,,,,0.5647323193359927,0.712053793945382,0.0
2020,1,Dalla Nuova Circonvallazione ai confini del Comune,321,3,409,2020-01-01,False,,,,,,,,,,,,,,,,,,
2020,1,Dalle Mura Spagnole alla Nuova Circonvallazione,155,1,198,2020-01-01,False,,,,,,,,,,,,,,,,,,
2020,1,Entro la Cerchia dei Navigli,15,0,16,2020-01-01,True,4072726.0,131378.25806451612,31.0,0.0,31.0,,,,,,,,,,,0.3683036865234735,0.39285726562503837,0.0
2020,1,Senza indicazioni,21,0,26,2020-01-01,False,,,,,,,,,,,,,,,,,,
2020,2,Dalla Cerchia dei Navigli alle Mura Spagnole,30,0,34,2020-02-01,True,3874869.0,133616.1724137931,29.0,0.0,29.0,,,,,,,,,,,0.7742197220086666,0.8774490182764888,0.0
2020,2,Dalla Nuova Circonvallazione ai confini del Comune,289,1,361,2020-02-01,False,,,,,,,,,,,,,,,,,,
2020,2,Dalle Mura Spagnole alla Nuova Circonvallazione,166,3,204,2020-02-01,False,,,,,,,,,,,,,,,,,,
2020,2,Entro la Cerchia dei Navigli,19,0,22,2020-02-01,True,3874869.0,133616.1724137931,29.0,0.0,29.0,,,,,,,,,,,0.4903391572721555,0.5677611294730223,0.0
2020,2,Senza indicazioni,28,0,39,2020-02-01,False,,,,,,,,,,,,,,,,,,
2020,3,Dalla Cerchia dei Navigli alle Mura Spagnole,6,0,6,2020-03-01,True,1759283.0,56751.06451612903,31.0,0.0,31.0,,,,,,,,,,,0.34104802922554245,0.34104802922554245,0.0
2020,3,Dalla Nuova Circonvallazione ai confini del Comune,134,2,179,2020-03-01,False,,,,,,,,,,,,,,,,,,
2020,3,Dalle Mura Spagnole alla Nuova Circonvallazione,45,0,54,2020-03-01,False,,,,,,,,,,,,,,,,,,
2020,3,Entro la Cerchia dei Navigli,4,0,4,2020-03-01,True,1759283.0,56751.06451612903,31.0,0.0,31.0,,,,,,,,,,,0.22736535281702833,0.22736535281702833,0.0
2020,3,Senza indicazioni,10,1,13,2020-03-01,False,,,,,,,,,,,,,,,,,,
2020,4,Dalla Cerchia dei Navigli alle Mura Spagnole,2,0,4,2020-04-01,True,1005955.0,33531.833333333336,30.0,0.0,30.0,,,,,,,,,,,0.19881605041975037,0.39763210083950074,0.0
2020,4,Dalla Nuova Circonvallazione ai confini del Comune,61,0,73,2020-04-01,False,,,,,,,,,,,,,,,,,,
2020,4,Dalle Mura Spagnole alla Nuova Circonvallazione,16,0,19,2020-04-01,False,,,,,,,,,,,,,,,,,,
2020,4,Entro la Cerchia dei Navigli,1,0,1,2020-04-01,True,1005955.0,33531.833333333336,30.0,0.0,30.0,,,,,,,,,,,0.09940802520987518,0.09940802520987518,0.0
2020,4,Senza indicazioni,7,0,10,2020-04-01,False,,,,,,,,,,,,,,,,,,
2020,5,Dalla Cerchia dei Navigli alle Mura Spagnole,17,0,18,2020-05-01,True,2572810.0,82993.87096774194,31.0,0.0,31.0,,,,,,,,,,,0.6607561382301841,0.6996241463613715,0.0
2020,5,Dalla Nuova Circonvallazione ai confini del Comune,188,2,232,2020-05-01,False,,,,,,,,,,,,,,,,,,
2020,5,Dalle Mura Spagnole alla Nuova Circonvallazione,100,0,127,2020-05-01,False,,,,,,,,,,,,,,,,,,
2020,5,Entro la Cerchia dei Navigli,9,0,10,2020-05-01,True,2572810.0,82993.87096774194,31.0,0.0,31.0,,,,,,,,,,,0.34981207318068575,0.38868008131187304,0.0
2020,5,Senza indicazioni,24,0,26,2020-05-01,False,,,,,,,,,,,,,,,,,,
2020,6,Dalla Cerchia dei Navigli alle Mura Spagnole,28,0,33,2020-06-01,True,3294565.0,109818.83333333333,30.0,0.0,30.0,,,,,,,,,,,0.8498845826383756,1.0016496866809428,0.0
2020,6,Dalla Nuova Circonvallazione ai confini del Comune,295,2,344,2020-06-01,False,,,,,,,,,,,,,,,,,,
2020,6,Dalle Mura Spagnole alla Nuova Circonvallazione,152,1,181,2020-06-01,False,,,,,,,,,,,,,,,,,,
2020,6,Entro la Cerchia dei Navigli,8,0,10,2020-06-01,True,3294565.0,109818.83333333333,30.0,0.0,30.0,,,,,,,,,,,0.2428241664681073,0.30353020808513415,0.0
2020,6,Senza indicazioni,30,0,40,2020-06-01,False,,,,,,,,,,,,,,,,,,
2020,7,Dalla Cerchia dei Navigli alle Mura Spagnole,31,0,38,2020-07-01,True,3176518.0,102468.32258064517,31.0,0.0,31.0,,,,,,,,,,,0.9759113595452631,1.1962784407329032,0.0
2020,7,Dalla Nuova Circonvallazione ai confini del Comune,350,1,427,2020-07-01,False,,,,,,,,,,,,,,,,,,
2020,7,Dalle Mura Spagnole alla Nuova Circonvallazione,158,1,205,2020-07-01,False,,,,,,,,,,,,,,,,,,
2020,7,Entro la Cerchia dei Navigli,11,0,12,2020-07-01,True,3176518.0,102468.32258064517,31.0,0.0,31.0,,,,,,,,,,,0.34629112758057723,0.37777213917881153,0.0
2020,7,Senza indicazioni,31,0,34,2020-07-01,False,,,,,,,,,,,,,,,,,,
2020,8,Dalla Cerchia dei Navigli alle Mura Spagnole,15,0,18,2020-08-01,True,1891647.0,61020.87096774193,31.0,0.0,31.0,,,,,,,,,,,0.792959785837421,0.9515517430049053,0.0
2020,8,Dalla Nuova Circonvallazione ai confini del Comune,249,1,321,2020-08-01,False,,,,,,,,,,,,,,,,,,
2020,8,Dalle Mura Spagnole alla Nuova Circonvallazione,67,0,88,2020-08-01,False,,,,,,,,,,,,,,,,,,
2020,8,Entro la Cerchia dei Navigli,8,0,9,2020-08-01,True,1891647.0,61020.87096774193,31.0,0.0,31.0,,,,,,,,,,,0.42291188577995786,0.47577587150245265,0.0
2020,8,Senza indicazioni,18,0,28,2020-08-01,False,,,,,,,,,,,,,,,,,,
2020,9,Dalla Cerchia dei Navigli alle Mura Spagnole,36,0,42,2020-09-01,True,4029896.0,134329.86666666667,30.0,0.0,30.0,,,,,,,,,,,0.8933233016435163,1.0422105185841024,0.0
2020,9,Dalla Nuova Circonvallazione ai confini del Comune,404,1,527,2020-09-01,False,,,,,,,,,,,,,,,,,,
2020,9,Dalle Mura Spagnole alla Nuova Circonvallazione,207,0,245,2020-09-01,False,,,,,,,,,,,,,,,,,,
2020,9,Entro la Cerchia dei Navigli,15,0,17,2020-09-01,True,4029896.0,134329.86666666667,30.0,0.0,30.0,,,,,,,,,,,0.37221804235146516,0.4218471146649938,0.0
2020,9,Senza indicazioni,25,0,29,2020-09-01,False,,,,,,,,,,,,,,,,,,
2020,10,Dalla Cerchia dei Navigli alle Mura Spagnole,34,0,35,2020-10-01,True,3820053.0,123227.51612903226,31.0,0.0,31.0,,,,,,,,,,,0.8900400072983281,0.9162176545718083,0.0
2020,10,Dalla Nuova Circonvallazione ai confini del Comune,377,1,469,2020-10-01,False,,,,,,,,,,,,,,,,,,
2020,10,Dalle Mura Spagnole alla Nuova Circonvallazione,186,1,219,2020-10-01,False,,,,,,,,,,,,,,,,,,
2020,10,Entro la Cerchia dei Navigli,23,0,28,2020-10-01,True,3820053.0,123227.51612903226,31.0,0.0,31.0,,,,,,,,,,,0.6020858872900454,0.7329741236574466,0.0
2020,10,Senza indicazioni,31,1,37,2020-10-01,False,,,,,,,,,,,,,,,,,,
2020,11,Dalla Cerchia dei Navigli alle Mura Spagnole,17,0,18,2020-11-01,True,2732932.0,91097.73333333334,30.0,0.0,30.0,,,,,,,,,,,0.622042553565182,0.6586332920101927,0.0
2020,11,Dalla Nuova Circonvallazione ai confini del Comune,218,0,270,2020-11-01,False,,,,,,,,,,,,,,,,,,
2020,11,Dalle Mura Spagnole alla Nuova Circonvallazione,111,1,129,2020-11-01,False,,,,,,,,,,,,,,,,,,
2020,11,Entro la Cerchia dei Navigli,7,0,9,2020-11-01,True,2732932.0,91097.73333333334,30.0,0.0,30.0,,,,,,,,,,,0.25613516911507495,0.32931664600509636,0.0
2020,11,Senza indicazioni,9,0,10,2020-11-01,False,,,,,,,,,,,,,,,,,,
2020,12,Dalla Cerchia dei Navigli alle Mura Spagnole,16,0,20,2020-12-01,True,3160866.0,101963.41935483871,31.0,0.0,31.0,,,,,,,,,,,0.5061903921267147,0.6327379901583933,0.0
2020,12,Dalla Nuova Circonvallazione ai confini del Comune,240,5,291,2020-12-01,False,,,,,,,,,,,,,,,,,,
2020,12,Dalle Mura Spagnole alla Nuova Circonvallazione,115,0,138,2020-12-01,False,,,,,,,,,,,,,,,,,,
2020,12,Entro la Cerchia dei Navigli,16,0,19,2020-12-01,True,3160866.0,101963.41935483871,31.0,0.0,31.0,,,,,,,,,,,0.5061903921267147,0.6011010906504736,0.0
2020,12,Senza indicazioni,25,0,27,2020-12-01,False,,,,,,,,,,,,,,,,,,
2021,1,Dalla Cerchia dei Navigli alle Mura Spagnole,21,0,21,2021-01-01,True,3120078.0,100647.67741935483,31.0,0.0,31.0,,,,,,,,,,,0.6730600965745087,0.6730600965745087,0.0
2021,1,Dalla Nuova Circonvallazione ai confini del Comune,216,1,269,2021-01-01,False,,,,,,,,,,,,,,,,,,
2021,1,Dalle Mura Spagnole alla Nuova Circonvallazione,89,0,107,2021-01-01,False,,,,,,,,,,,,,,,,,,
2021,1,Entro la Cerchia dei Navigli,8,0,9,2021-01-01,True,3120078.0,100647.67741935483,31.0,0.0,31.0,,,,,,,,,,,0.25640384631409857,0.2884543271033609,0.0
2021,1,Senza indicazioni,19,0,24,2021-01-01,False,,,,,,,,,,,,,,,,,,
2021,2,Dalla Cerchia dei Navigli alle Mura Spagnole,27,0,32,2021-02-01,True,3377592.0,120628.28571428571,28.0,0.0,28.0,,,,,,,,,,,0.7993860714970903,0.9474205291817366,0.0
2021,2,Dalla Nuova Circonvallazione ai confini del Comune,268,0,328,2021-02-01,False,,,,,,,,,,,,,,,,,,
2021,2,Dalle Mura Spagnole alla Nuova Circonvallazione,136,0,173,2021-02-01,False,,,,,,,,,,,,,,,,,,
2021,2,Entro la Cerchia dei Navigli,12,0,16,2021-02-01,True,3377592.0,120628.28571428571,28.0,0.0,28.0,,,,,,,,,,,0.35528269844315125,0.4737102645908683,0.0
2021,2,Senza indicazioni,20,0,22,2021-02-01,False,,,,,,,,,,,,,,,,,,
2021,3,Dalla Cerchia dei Navigli alle Mura Spagnole,32,0,34,2021-03-01,True,3111451.0,100369.3870967742,31.0,0.0,31.0,,,,,,,,,,,1.0284590694180946,1.0927377612567255,0.0
2021,3,Dalla Nuova Circonvallazione ai confini del Comune,287,3,353,2021-03-01,False,,,,,,,,,,,,,,,,,,
2021,3,Dalle Mura Spagnole alla Nuova Circonvallazione,124,0,146,2021-03-01,False,,,,,,,,,,,,,,,,,,
2021,3,Entro la Cerchia dei Navigli,7,0,7,2021-03-01,True,3111451.0,100369.3870967742,31.0,0.0,31.0,,,,,,,,,,,0.2249754214352082,0.2249754214352082,0.0
2021,3,Senza indicazioni,33,0,36,2021-03-01,False,,,,,,,,,,,,,,,,,,
2021,4,Dalla Cerchia dei Navigli alle Mura Spagnole,21,0,22,2021-04-01,True,3320396.0,110679.86666666667,30.0,0.0,30.0,,,,,,,,,,,0.6324546831161103,0.6625715727883059,0.0
2021,4,Dalla Nuova Circonvallazione ai confini del Comune,305,0,368,2021-04-01,False,,,,,,,,,,,,,,,,,,
2021,4,Dalle Mura Spagnole alla Nuova Circonvallazione,151,0,182,2021-04-01,False,,,,,,,,,,,,,,,,,,
2021,4,Entro la Cerchia dei Navigli,26,0,29,2021-04-01,True,3320396.0,110679.86666666667,30.0,0.0,30.0,,,,,,,,,,,0.7830391314770888,0.8733898004936761,0.0
2021,4,Senza indicazioni,26,0,32,2021-04-01,False,,,,,,,,,,,,,,,,,,
2021,5,Dalla Cerchia dei Navigli alle Mura Spagnole,57,0,64,2021-05-01,True,4035523.0,130178.16129032258,31.0,0.0,31.0,,,,,,,,,,,1.4124563284610199,1.5859158775702678,0.0
2021,5,Dalla Nuova Circonvallazione ai confini del Comune,413,4,505,2021-05-01,False,,,,,,,,,,,,,,,,,,
2021,5,Dalle Mura Spagnole alla Nuova Circonvallazione,206,2,245,2021-05-01,False,,,,,,,,,,,,,,,,,,
2021,5,Entro la Cerchia dei Navigli,22,0,23,2021-05-01,True,4035523.0,130178.16129032258,31.0,0.0,31.0,,,,,,,,,,,0.5451585829147796,0.569938518501815,0.0
2021,5,Senza indicazioni,35,0,49,2021-05-01,False,,,,,,,,,,,,,,,,,,
2021,6,Dalla Cerchia dei Navigli alle Mura Spagnole,47,0,57,2021-06-01,True,3849681.0,128322.7,30.0,0.0,30.0,,,,,,,,,,,1.2208803794392316,1.4806421622986423,0.0
2021,6,Dalla Nuova Circonvallazione ai confini del Comune,437,2,530,2021-06-01,False,,,,,,,,,,,,,,,,,,
2021,6,Dalle Mura Spagnole alla Nuova Circonvallazione,225,0,264,2021-06-01,False,,,,,,,,,,,,,,,,,,
