Anno,Mese,Cerchia,Incidenti,Morti,Feriti,month_start,inside_mura_spagnole,total_accesses,mean_daily_accesses,days_observed,source_days_hourly_category,source_days_daily_total,accesses_persone,accesses_merci,accesses_bus,accesses_altro,accesses_nc,share_persone,share_merci,share_bus,share_altro,share_nc,incidents_per_100k_area_c_accesses,injuries_per_100k_area_c_accesses,deaths_per_100k_area_c_accesses
2015,8,Dalla Cerchia dei Navigli alle Mura Spagnole,17,0,20,2015-08-01,True,2276889.0,73448.03225806452,31.0,31.0,0.0,1626140.0,192093.0,36662.0,29713.0,392281.0,0.7141937968868926,0.08436643156517512,0.016101795037000047,0.013049823684861229,0.17228815282607102,0.7466327958894791,0.8783915245758577,0.0
2015,8,Dalla Nuova Circonvallazione ai confini del Comune,248,2,333,2015-08-01,False,,,,,,,,,,,,,,,,,,
2015,8,Dalle Mura Spagnole alla Nuova Circonvallazione,89,0,117,2015-08-01,False,,,,,,,,,,,,,,,,,,
2015,8,Entro la Cerchia dei Navigli,12,0,14,2015-08-01,True,2276889.0,73448.03225806452,31.0,31.0,0.0,1626140.0,192093.0,36662.0,29713.0,392281.0,0.7141937968868926,0.08436643156517512,0.016101795037000047,0.013049823684861229,0.17228815282607102,0.5270349147455147,0.6148740672031003,0.0
2015,8,Senza indicazioni,19,1,22,2015-08-01,False,,,,,,,,,,,,,,,,,,
2015,9,Dalla Cerchia dei Navigli alle Mura Spagnole,54,1,68,2015-09-01,True,4100937.0,136697.9,30.0,30.0,0.0,3016940.0,331621.0,35425.0,44264.0,672687.0,0.7356708966755646,0.08086469019153428,0.008638269741768772,0.010793630821443977,0.16403251256968834,1.3167722401002504,1.6581576356817966,0.024384671112967597
2015,9,Dalla Nuova Circonvallazione ai confini del Comune,452,2,589,2015-09-01,False,,,,,,,,,,,,,,,,,,
2015,9,Dalle Mura Spagnole alla Nuova Circonvallazione,194,0,252,2015-09-01,False,,,,,,,,,,,,,,,,,,
2015,9,Entro la Cerchia dei Navigli,15,0,24,2015-09-01,True,4100937.0,136697.9,30.0,30.0,0.0,3016940.0,331621.0,35425.0,44264.0,672687.0,0.7356708966755646,0.08086469019153428,0.008638269741768772,0.010793630821443977,0.16403251256968834,0.36577006669451395,0.5852321067112224,0.0
2015,9,Senza indicazioni,49,0,59,2015-09-01,False,,,,,,,,,,,,,,,,,,
2015,10,Dalla Cerchia dei Navigli alle Mura Spagnole,52,1,68,2015-10-01,True,3336677.0,139028.20833333334,24.0,24.0,0.0,2474912.0,264344.0,39792.0,35375.0,522254.0,0.7417295710672624,0.07922373067575915,0.01192563739313095,0.010601865268948718,0.15651919559489877,1.5584367321140165,2.0379557266106367,0.02996993715603878
2015,10,Dalla Nuova Circonvallazione ai confini del Comune,524,5,700,2015-10-01,False,,,,,,,,,,,,,,,,,,
2015,10,Dalle Mura Spagnole alla Nuova Circonvallazione,244,0,326,2015-10-01,False,,,,,,,,,,,,,,,,,,
2015,10,Entro la Cerchia dei Navigli,21,0,26,2015-10-01,True,3336677.0,139028.20833333334,24.0,24.0,0.0,2474912.0,264344.0,39792.0,35375.0,522254.0,0.7417295710672624,0.07922373067575915,0.01192563739313095,0.010601865268948718,0.15651919559489877,0.6293686802768144,0.7792183660570082,0.0
2015,10,Senza indicazioni,40,0,49,2015-10-01,False,,,,,,,,,,,,,,,,,,
2015,11,Dalla Cerchia dei Navigli alle Mura Spagnole,56,0,72,2015-11-01,True,,,,,,,,,,,,,,,,,,
2015,11,Dalla Nuova Circonvallazione ai confini del Comune,452,3,583,2015-11-01,False,,,,,,,,,,,,,,,,,,
2015,11,Dalle Mura Spagnole alla Nuova Circonvallazione,216,0,275,2015-11-01,False,,,,,,,,,,,,,,,,,,
2015,11,Entro la Cerchia dei Navigli,26,0,27,2015-11-01,True,,,,,,,,,,,,,,,,,,
2015,11,Senza indicazioni,26,0,31,2015-11-01,False,,,,,,,,,,,,,,,,,,
2015,12,Dalla Cerchia dei Navigli alle Mura Spagnole,51,0,56,2015-12-01,True,1993015.0,124563.4375,16.0,16.0,0.0,1433308.0,131456.0,21250.0,19765.0,387236.0,0.71916568615891,0.06595835957080103,0.010662237865746119,0.009917135596069273,0.1942965808084736,2.5589370877790683,2.8098132728554477,0.0
2015,12,Dalla Nuova Circonvallazione ai confini del Comune,346,4,463,2015-12-01,False,,,,,,,,,,,,,,,,,,
2015,12,Dalle Mura Spagnole alla Nuova Circonvallazione,177,0,232,2015-12-01,False,,,,,,,,,,,,,,,,,,
2015,12,Entro la Cerchia dei Navigli,23,0,28,2015-12-01,True,1993015.0,124563.4375,16.0,16.0,0.0,1433308.0,131456.0,21250.0,19765.0,387236.0,0.71916568615891,0.06595835957080103,0.010662237865746119,0.009917135596069273,0.1942965808084736,1.1540304513513446,1.4049066364277238,0.0
2015,12,Senza indicazioni,28,1,36,2015-12-01,False,,,,,,,,,,,,,,,,,,
2016,1,Dalla Cerchia dei Navigli alle Mura Spagnole,35,0,37,2016-01-01,True,629754.0,62975.4,10.0,10.0,0.0,465794.0,27814.0,7448.0,5106.0,123592.0,0.7396443690710977,0.04416645229724623,0.01182684032177644,0.008107927857544375,0.19625441045233535,5.557725715120507,5.875310041698822,0.0
2016,1,Dalla Nuova Circonvallazione ai confini del Comune,371,6,503,2016-01-01,False,,,,,,,,,,,,,,,,,,
2016,1,Dalle Mura Spagnole alla Nuova Circonvallazione,181,1,245,2016-01-01,False,,,,,,,,,,,,,,,,,,
2016,1,Entro la Cerchia dei Navigli,17,0,19,2016-01-01,True,629754.0,62975.4,10.0,10.0,0.0,465794.0,27814.0,7448.0,5106.0,123592.0,0.7396443690710977,0.04416645229724623,0.01182684032177644,0.008107927857544375,0.19625441045233535,2.699466775915675,3.0170511024939897,0.0
2016,1,Senza indicazioni,33,0,40,2016-01-01,False,,,,,,,,,,,,,,,,,,
2016,2,Dalla Cerchia dei Navigli alle Mura Spagnole,61,0,81,2016-02-01,True,1372628.0,47332.0,29.0,29.0,0.0,1090932.0,114127.0,17749.0,14510.0,135310.0,0.7947761520237092,0.08314488703421466,0.01293067021800517,0.010570963145149305,0.0985773275789216,4.44402999210274,5.901089005906917,0.0
2016,2,Dalla Nuova Circonvallazione ai confini del Comune,392,1,526,2016-02-01,False,,,,,,,,,,,,,,,,,,
2016,2,Dalle Mura Spagnole alla Nuova Circonvallazione,190,0,270,2016-02-01,False,,,,,,,,,,,,,,,,,,
2016,2,Entro la Cerchia dei Navigli,15,0,20,2016-02-01,True,1372628.0,47332.0,29.0,29.0,0.0,1090932.0,114127.0,17749.0,14510.0,135310.0,0.7947761520237092,0.08314488703421466,0.01293067021800517,0.010570963145149305,0.0985773275789216,1.0927942603531329,1.457059013804177,0.0
2016,2,Senza indicazioni,48,0,73,2016-02-01,False,,,,,,,,,,,,,,,,,,
2016,3,Dalla Cerchia dei Navigli alle Mura Spagnole,41,0,55,2016-03-01,True,1366253.0,44072.67741935484,31.0,31.0,0.0,1083144.0,118711.0,20142.0,16634.0,127622.0,0.7927843525320712,0.08688800683328783,0.014742511086892398,0.012174904647967836,0.09341022489978064,3.000908323714568,4.025608726934177,0.0
2016,3,Dalla Nuova Circonvallazione ai confini del Comune,396,2,545,2016-03-01,False,,,,,,,,,,,,,,,,,,
2016,3,Dalle Mura Spagnole alla Nuova Circonvallazione,240,0,347,2016-03-01,False,,,,,,,,,,,,,,,,,,
2016,3,Entro la Cerchia dei Navigli,16,0,19,2016-03-01,True,1366253.0,44072.67741935484,31.0,31.0,0.0,1083144.0,118711.0,20142.0,16634.0,127622.0,0.7927843525320712,0.08688800683328783,0.014742511086892398,0.012174904647967836,0.09341022489978064,1.171086175108124,1.3906648329408975,0.0
2016,3,Senza indicazioni,35,0,45,2016-03-01,False,,,,,,,,,,,,,,,,,,
2016,4,Dalla Cerchia dei Navigli alle Mura Spagnole,49,0,61,2016-04-01,True,1419545.0,47318.166666666664,30.0,30.0,0.0,1118446.0,119858.0,22568.0,16261.0,142412.0,0.7878904860360186,0.08443409684088916,0.015898051840554542,0.011455078916131577,0.10032228636640614,3.4518102631476992,4.2971515520818295,0.0
2016,4,Dalla Nuova Circonvallazione ai confini del Comune,491,2,649,2016-04-01,False,,,,,,,,,,,,,,,,,,
2016,4,Dalle Mura Spagnole alla Nuova Circonvallazione,222,0,284,2016-04-01,False,,,,,,,,,,,,,,,,,,
2016,4,Entro la Cerchia dei Navigli,20,0,26,2016-04-01,True,1419545.0,47318.166666666664,30.0,30.0,0.0,1118446.0,119858.0,22568.0,16261.0,142412.0,0.7878904860360186,0.08443409684088916,0.015898051840554542,0.011455078916131577,0.10032228636640614,1.4089021482235506,1.8315727926906158,0.0
2016,4,Senza indicazioni,39,0,53,2016-04-01,False,,,,,,,,,,,,,,,,,,
2016,5,Dalla Cerchia dei Navigli alle Mura Spagnole,43,0,54,2016-05-01,True,1458096.0,47035.354838709674,31.0,31.0,0.0,1168000.0,119778.0,23617.0,16325.0,130376.0,0.8010446500093272,0.08214685452809692,0.016197150256224556,0.011196107800858106,0.08941523740549319,2.9490513656165303,3.7034598544951773,0.0
2016,5,Dalla Nuova Circonvallazione ai confini del Comune,520,2,710,2016-05-01,False,,,,,,,,,,,,,,,,,,
2016,5,Dalle Mura Spagnole alla Nuova Circonvallazione,255,0,347,2016-05-01,False,,,,,,,,,,,,,,,,,,
2016,5,Entro la Cerchia dei Navigli,12,0,14,2016-05-01,True,1458096.0,47035.354838709674,31.0,31.0,0.0,1168000.0,119778.0,23617.0,16325.0,130376.0,0.8010446500093272,0.08214685452809692,0.016197150256224556,0.011196107800858106,0.08941523740549319,0.8229910787767061,0.9601562585728237,0.0
2016,5,Senza indicazioni,36,0,43,2016-05-01,False,,,,,,,,,,,,,,,,,,
2016,6,Dalla Cerchia dei Navigli alle Mura Spagnole,59,1,71,2016-06-01,True,1309736.0,43657.86666666667,30.0,30.0,0.0,1029721.0,112955.0,20929.0,15000.0,131131.0,0.7862050061997227,0.08624257102194641,0.015979556185368653,0.01145268970235223,0.10012017689061002,4.504724616258543,5.420939792446722,0.0763512646823482
2016,6,Dalla Nuova Circonvallazione ai confini del Comune,448,3,593,2016-06-01,False,,,,,,,,,,,,,,,,,,
2016,6,Dalle Mura Spagnole alla Nuova Circonvallazione,200,1,255,2016-06-01,False,,,,,,,,,,,,,,,,,,
2016,6,Entro la Cerchia dei Navigli,14,0,15,2016-06-01,True,1309736.0,43657.86666666667,30.0,30.0,0.0,1029721.0,112955.0,20929.0,15000.0,131131.0,0.7862050061997227,0.08624257102194641,0.015979556185368653,0.01145268970235223,0.10012017689061002,1.0689177055528747,1.145268970235223,0.0
2016,6,Senza indicazioni,46,0,53,2016-06-01,False,,,,,,,,,,,,,,,,,,
2016,7,Dalla Cerchia dei Navigli alle Mura Spagnole,51,0,67,2016-07-01,True,1240786.0,40025.354838709674,31.0,31.0,0.0,909850.0,105761.0,18609.0,13455.0,193111.0,0.7332851918058392,0.08523709970937776,0.014997751425306217,0.010843932797436463,0.15563602426204035,4.110297827344925,5.399803028080588,0.0
2016,7,Dalla Nuova Circonvallazione ai confini del Comune,467,2,626,2016-07-01,False,,,,,,,,,,,,,,,,,,
2016,7,Dalle Mura Spagnole alla Nuova Circonvallazione,202,0,263,2016-07-01,False,,,,,,,,,,,,,,,,,,
2016,7,Entro la Cerchia dei Navigli,18,0,20,2016-07-01,True,1240786.0,40025.354838709674,31.0,31.0,0.0,909850.0,105761.0,18609.0,13455.0,193111.0,0.7332851918058392,0.08523709970937776,0.014997751425306217,0.010843932797436463,0.15563602426204035,1.4506933508276207,1.6118815009195782,0.0
2016,7,Senza indicazioni,32,2,38,2016-07-01,False,,,,,,,,,,,,,,,,,,
2016,8,Dalla Cerchia dei Navigli alle Mura Spagnole,15,0,19,2016-08-01,True,697239.0,22491.58064516129,31.0,31.0,0.0,505996.0,64803.0,14467.0,9283.0,102690.0,0.7257138513479596,0.0929423052927332,0.020748982773482263,0.01331394256488808,0.14728091802093687,2.151342652949706,2.7250340270696274,0.0
2016,8,Dalla Nuova Circonvallazione ai confini del Comune,265,1,371,2016-08-01,False,,,,,,,,,,,,,,,,,,
2016,8,Dalle Mura Spagnole alla Nuova Circonvallazione,120,0,157,2016-08-01,False,,,,,,,,,,,,,,,,,,
2016,8,Entro la Cerchia dei Navigli,11,0,12,2016-08-01,True,697239.0,22491.58064516129,31.0,31.0,0.0,505996.0,64803.0,14467.0,9283.0,102690.0,0.7257138513479596,0.0929423052927332,0.020748982773482263,0.01331394256488808,0.14728091802093687,1.5776512788297843,1.7210741223597648,0.0
2016,8,Senza indicazioni,18,0,26,2016-08-01,False,,,,,,,,,,,,,,,,,,
2016,9,Dalla Cerchia dei Navigli alle Mura Spagnole,48,0,64,2016-09-01,True,4867846.0,162261.53333333333,30.0,0.0,30.0,,,,,,,,,,,0.9860624185728143,1.314749891430419,0.0
2016,9,Dalla Nuova Circonvallazione ai confini del Comune,452,4,621,2016-09-01,False,,,,,,,,,,,,,,,,,,
2016,9,Dalle Mura Spagnole alla Nuova Circonvallazione,213,0,271,2016-09-01,False,,,,,,,,,,,,,,,,,,
2016,9,Entro la Cerchia dei Navigli,16,0,17,2016-09-01,True,4867846.0,162261.53333333333,30.0,0.0,30.0,,,,,,,,,,,0.32868747285760475,0.3492304399112051,0.0
2016,9,Senza indicazioni,45,1,54,2016-09-01,False,,,,,,,,,,,,,,,,,,
2016,10,Dalla Cerchia dei Navigli alle Mura Spagnole,50,0,60,2016-10-01,True,4897981.0,157999.38709677418,31.0,0.0,31.0,,,,,,,,,,,1.0208287863917807,1.2249945436701368,0.0
2016,10,Dalla Nuova Circonvallazione ai confini del Comune,501,1,638,2016-10-01,False,,,,,,,,,,,,,,,,,,
2016,10,Dalle Mura Spagnole alla Nuova Circonvallazione,248,2,306,2016-10-01,False,,,,,,,,,,,,,,,,,,
2016,10,Entro la Cerchia dei Navigli,23,0,27,2016-10-01,True,4897981.0,157999.38709677418,31.0,0.0,31.0,,,,,,,,,,,0.46958124174021915,0.5512475446515616,0.0
2016,10,Senza indicazioni,51,0,80,2016-10-01,False,,,,,,,,,,,,,,,,,,
2016,11,Dalla Cerchia dei Navigli alle Mura Spagnole,50,0,63,2016-11-01,True,4788829.0,159627.63333333333,30.0,0.0,30.0,,,,,,,,,,,1.0440965839456786,1.315561695771555,0.0
2016,11,Dalla Nuova Circonvallazione ai confini del Comune,456,6,601,2016-11-01,False,,,,,,,,,,,,,,,,,,
2016,11,Dalle Mura Spagnole alla Nuova Circonvallazione,240,2,320,2016-11-01,False,,,,,,,,,,,,,,,,,,
2016,11,Entro la Cerchia dei Navigli,14,0,15,2016-11-01,True,4788829.0,159627.63333333333,30.0,0.0,30.0,,,,,,,,,,,0.29234704350479,0.3132289751837036,0.0
2016,11,Senza indicazioni,59,0,81,2016-11-01,False,,,,,,,,,,,,,,,,,,
2016,12,Dalla Cerchia dei Navigli alle Mura Spagnole,39,0,49,2016-12-01,True,4452521.0,143629.70967741936,31.0,0.0,31.0,,,,,,,,,,,0.8759082775802741,1.1005001436264983,0.0
2016,12,Dalla Nuova Circonvallazione ai confini del Comune,321,3,412,2016-12-01,False,,,,,,,,,,,,,,,,,,
2016,12,Dalle Mura Spagnole alla Nuova Circonvallazione,166,2,221,2016-12-01,False,,,,,,,,,,,,,,,,,,
2016,12,Entro la Cerchia dei Navigli,16,0,18,2016-12-01,True,4452521.0,143629.70967741936,31.0,0.0,31.0,,,,,,,,,,,0.3593469856739586,0.4042653588832035,0.0
2016,12,Senza indicazioni,38,0,51,2016-12-01,False,,,,,,,,,,,,,,,,,,
2017,1,Dalla Cerchia dei Navigli alle Mura Spagnole,25,0,29,2017-01-01,True,4223981.0,136257.4516129032,31.0,0.0,31.0,,,,,,,,,,,0.5918587228493689,0.6865561185052679,0.0
2017,1,Dalla Nuova Circonvallazione ai confini del Comune,330,2,437,2017-01-01,False,,,,,,,,,,,,,,,,,,
2017,1,Dalle Mura Spagnole alla Nuova Circonvallazione,157,0,203,2017-01-01,False,,,,,,,,,,,,,,,,,,
2017,1,Entro la Cerchia dei Navigli,12,0,12,2017-01-01,True,4223981.0,136257.4516129032,31.0,0.0,31.0,,,,,,,,,,,0.28409218696769706,0.28409218696769706,0.0
2017,1,Senza indicazioni,38,1,44,2017-01-01,False,,,,,,,,,,,,,,,,,,
2017,2,Dalla Cerchia dei Navigli alle Mura Spagnole,45,0,57,2017-02-01,True,4177777.0,149206.32142857142,28.0,0.0,28.0,,,,,,,,,,,1.077127860103591,1.3643619561312152,0.0
2017,2,Dalla Nuova Circonvallazione ai confini del Comune,323,3,452,2017-02-01,False,,,,,,,,,,,,,,,,,,
2017,2,Dalle Mura Spagnole alla Nuova Circonvallazione,178,0,214,2017-02-01,False,,,,,,,,,,,,,,,,,,
2017,2,Entro la Cerchia dei Navigli,20,0,27,2017-02-01,True,4177777.0,149206.32142857142,28.0,0.0,28.0,,,,,,,,,,,0.47872349337937375,0.6462767160621545,0.0
2017,2,Senza indicazioni,31,1,38,2017-02-01,False,,,,,,,,,,,,,,,,,,
2017,3,Dalla Cerchia dei Navigli alle Mura Spagnole,39,0,46,2017-03-01,True,4662414.0,150400.4516129032,31.0,0.0,31.0,,,,,,,,,,,0.8364765548490546,0.9866133723860644,0.0
2017,3,Dalla Nuova Circonvallazione ai confini del Comune,455,2,584,2017-03-01,False,,,,,,,,,,,,,,,,,,
2017,3,Dalle Mura Spagnole alla Nuova Circonvallazione,234,0,307,2017-03-01,False,,,,,,,,,,,,,,,,,,
2017,3,Entro la Cerchia dei Navigli,18,0,21,2017-03-01,True,4662414.0,150400.4516129032,31.0,0.0,31.0,,,,,,,,,,,0.38606610223802523,0.4504104526110294,0.0
2017,3,Senza indicazioni,42,1,58,2017-03-01,False,,,,,,,,,,,,,,,,,,
2017,4,Dalla Cerchia dei Navigli alle Mura Spagnole,39,0,50,2017-04-01,True,4266744.0,142224.8,30.0,0.0,30.0,,,,,,,,,,,0.9140459329174658,1.1718537601505972,0.0
2017,4,Dalla Nuova Circonvallazione ai confini del Comune,400,4,543,2017-04-01,False,,,,,,,,,,,,,,,,,,
2017,4,Dalle Mura Spagnole alla Nuova Circonvallazione,213,0,284,2017-04-01,False,,,,,,,,,,,,,,,,,,
2017,4,Entro la Cerchia dei Navigli,21,0,23,2017-04-01,True,4266744.0,142224.8,30.0,0.0,30.0,,,,,,,,,,,0.49217857926325087,0.5390527296692748,0.0
2017,4,Senza indicazioni,44,0,54,2017-04-01,False,,,,,,,,,,,,,,,,,,
2017,5,Dalla Cerchia dei Navigli alle Mura Spagnole,51,0,60,2017-05-01,True,4840622.0,156149.09677419355,31.0,0.0,31.0,,,,,,,,,,,1.0535836097096614,1.2395101290701898,0.0
2017,5,Dalla Nuova Circonvallazione ai confini del Comune,452,3,600,2017-05-01,False,,,,,,,,,,,,,,,,,,
2017,5,Dalle Mura Spagnole alla Nuova Circonvallazione,235,0,299,2017-05-01,False,,,,,,,,,,,,,,,,,,
2017,5,Entro la Cerchia dei Navigli,25,0,27,2017-05-01,True,4840622.0,156149.09677419355,31.0,0.0,31.0,,,,,,,,,,,0.5164625537792458,0.5577795580815853,0.0
2017,5,Senza indicazioni,31,1,40,2017-05-01,False,,,,,,,,,,,,,,,,,,
2017,6,Dalla Cerchia dei Navigli alle Mura Spagnole,43,0,51,2017-06-01,True,4474547.0,149151.56666666668,30.0,0.0,30.0,,,,,,,,,,,0.9609911349685231,1.1397801833347598,0.0
2017,6,Dalla Nuova Circonvallazione ai confini del Comune,447,1,589,2017-06-01,False,,,,,,,,,,,,,,,,,,
2017,6,Dalle Mura Spagnole alla Nuova Circonvallazione,230,0,286,2017-06-01,False,,,,,,,,,,,,,,,,,,
2017,6,Entro la Cerchia dei Navigli,17,0,19,2017-06-01,True,4474547.0,149151.56666666668,30.0,0.0,30.0,,,,,,,,,,,0.3799267277782533,0.42462398986981253,0.0
2017,6,Senza indicazioni,22,0,26,2017-06-01,False,,,,,,,,,,,,,,,,,,
2017,7,Dalla Cerchia dei Navigli alle Mura Spagnole,37,0,51,2017-07-01,True,4258414.0,137368.1935483871,31.0,0.0,31.0,,,,,,,,,,,0.8688680809334179,1.1976289764217383,0.0
2017,7,Dalla Nuova Circonvallazione ai confini del Comune,390,6,505,2017-07-01,False,,,,,,,,,,,,,,,,,,
2017,7,Dalle Mura Spagnole alla Nuova Circonvallazione,193,0,247,2017-07-01,False,,,,,,,,,,,,,,,,,,
2017,7,Entro la Cerchia dei Navigli,22,0,28,2017-07-01,True,4258414.0,137368.1935483871,31.0,0.0,31.0,,,,,,,,,,,0.516624264338789,0.6575217909766407,0.0
2017,7,Senza indicazioni,49,1,67,2017-07-01,False,,,,,,,,,,,,,,,,,,
2017,8,Dalla Cerchia dei Navigli alle Mura Spagnole,18,0,19,2017-08-01,True,2363284.0,76234.96774193548,31.0,0.0,31.0,,,,,,,,,,,0.7616520062760126,0.8039660066246799,0.0
2017,8,Dalla Nuova Circonvallazione ai confini del Comune,250,1,337,2017-08-01,False,,,,,,,,,,,,,,,,,,
2017,8,Dalle Mura Spagnole alla Nuova Circonvallazione,124,0,167,2017-08-01,False,,,,,,,,,,,,,,,,,,
2017,8,Entro la Cerchia dei Navigli,9,0,9,2017-08-01,True,2363284.0,76234.96774193548,31.0,0.0,31.0,,,,,,,,,,,0.3808260031380063,0.3808260031380063,0.0
2017,8,Senza indicazioni,27,1,33,2017-08-01,False,,,,,,,,,,,,,,,,,,
2017,9,Dalla Cerchia dei Navigli alle Mura Spagnole,44,0,56,2017-09-01,True,4644950.0,154831.66666666666,30.0,0.0,30.0,,,,,,,,,,,0.947265309637348,1.2056103940838976,0.0
2017,9,Dalla Nuova Circonvallazione ai confini del Comune,417,3,562,2017-09-01,False,,,,,,,,,,,,,,,,,,
2017,9,Dalle Mura Spagnole alla Nuova Circonvallazione,227,2,289,2017-09-01,False,,,,,,,,,,,,,,,,,,
2017,9,Entro la Cerchia dei Navigli,21,0,26,2017-09-01,True,4644950.0,154831.66666666666,30.0,0.0,30.0,,,,,,,,,,,0.4521038977814616,0.5597476829675239,0.0
2017,9,Senza indicazioni,37,0,45,2017-09-01,False,,,,,,,,,,,,,,,,,,
2017,10,Dalla Cerchia dei Navigli alle Mura Spagnole,48,0,56,2017-10-01,True,4824770.0,155637.74193548388,31.0,0.0,31.0,,,,,,,,,,,0.9948660765176371,1.1606770892705767,0.0
2017,10,Dalla Nuova Circonvallazione ai confini del Comune,470,2,631,2017-10-01,False,,,,,,,,,,,,,,,,,,
2017,10,Dalle Mura Spagnole alla Nuova Circonvallazione,219,0,273,2017-10-01,False,,,,,,,,,,,,,,,,,,
2017,10,Entro la Cerchia dei Navigli,20,0,23,2017-10-01,True,4824770.0,155637.74193548388,31.0,0.0,31.0,,,,,,,,,,,0.4145275318823488,0.4767066616647011,0.0
2017,10,Senza indicazioni,33,0,46,2017-10-01,False,,,,,,,,,,,,,,,,,,
2017,11,Dalla Cerchia dei Navigli alle Mura Spagnole,43,0,53,2017-11-01,True,4621209.0,154040.3,30.0,0.0,30.0,,,,,,,,,,,0.9304924317424292,1.1468860205197384,0.0
2017,11,Dalla Nuova Circonvallazione ai confini del Comune,431,2,560,2017-11-01,False,,,,,,,,,,,,,,,,,,
2017,11,Dalle Mura Spagnole alla Nuova Circonvallazione,238,0,304,2017-11-01,False,,,,,,,,,,,,,,,,,,
2017,11,Entro la Cerchia dei Navigli,22,0,24,2017-11-01,True,4621209.0,154040.3,30.0,0.0,30.0,,,,,,,,,,,0.4760658953100801,0.5193446130655419,0.0
2017,11,Senza indicazioni,39,1,47,2017-11-01,False,,,,,,,,,,,,,,,,,,
2017,12,Dalla Cerchia dei Navigli alle Mura Spagnole,44,0,53,2017-12-01,True,4367857.0,140898.61290322582,31.0,0.0,31.0,,,,,,,,,,,1.007358986340441,1.213409688091895,0.0
2017,12,Dalla Nuova Circonvallazione ai confini del Comune,357,7,444,2017-12-01,False,,,,,,,,,,,,,,,,,,
2017,12,Dalle Mura Spagnole alla Nuova Circonvallazione,198,2,251,2017-12-01,False,,,,,,,,,,,,,,,,,,
2017,12,Entro la Cerchia dei Navigli,18,0,18,2017-12-01,True,4367857.0,140898.61290322582,31.0,0.0,31.0,,,,,,,,,,,0.4121014035029077,0.4121014035029077,0.0
2017,12,Senza indicazioni,35,0,44,2017-12-01,False,,,,,,,,,,,,,,,,,,
2018,1,Dalla Cerchia dei Navigli alle Mura Spagnole,35,0,46,2018-01-01,True,4038082.0,134602.73333333334,30.0,0.0,30.0,,,,,,,,,,,0.8667481244808798,1.1391546778891561,0.0
2018,1,Dalla Nuova Circonvallazione ai confini del Comune,369,6,493,2018-01-01,False,,,,,,,,,,,,,,,,,,
2018,1,Dalle Mura Spagnole alla Nuova Circonvallazione,178,2,224,2018-01-01,False,,,,,,,,,,,,,,,,,,
2018,1,Entro la Cerchia dei Navigli,17,0,21,2018-01-01,True,4038082.0,134602.73333333334,30.0,0.0,30.0,,,,,,,,,,,0.4209919461764273,0.5200488746885279,0.0
2018,1,Senza indicazioni,36,0,53,2018-01-01,False,,,,,,,,,,,,,,,,,,
2018,2,Dalla Cerchia dei Navigli alle Mura Spagnole,35,1,42,2018-02-01,True,4072731.0,145454.67857142858,28.0,0.0,28.0,,,,,,,,,,,0.8593742135191349,1.031249056222962,0.02455354895768957
2018,2,Dalla Nuova Circonvallazione ai confini del Comune,338,0,457,2018-02-01,False,,,,,,,,,,,,,,,,,,
2018,2,Dalle Mura Spagnole alla Nuova Circonvallazione,192,1,241,2018-02-01,False,,,,,,,,,,,,,,,,,,
2018,2,Entro la Cerchia dei Navigli,10,0,12,2018-02-01,True,4072731.0,145454.67857142858,28.0,0.0,28.0,,,,,,,,,,,0.2455354895768957,0.29464258749227484,0.0
2018,2,Senza indicazioni,52,1,67,2018-02-01,False,,,,,,,,,,,,,,,,,,
2018,3,Dalla Cerchia dei Navigli alle Mura Spagnole,40,1,55,2018-03-01,True,4390430.0,141626.7741935484,31.0,0.0,31.0,,,,,,,,,,,0.9110724917604881,1.2527246761706712,0.022776812294012204
2018,3,Dalla Nuova Circonvallazione ai confini del Comune,366,1,474,2018-03-01,False,,,,,,,,,,,,,,,,,,
2018,3,Dalle Mura Spagnole alla Nuova Circonvallazione,200,0,260,2018-03-01,False,,,,,,,,,,,,,,,,,,
2018,3,Entro la Cerchia dei Navigli,15,0,15,2018-03-01,True,4390430.0,141626.7741935484,31.0,0.0,31.0,,,,,,,,,,,0.3416521844101831,0.3416521844101831,0.0
2018,3,Senza indicazioni,32,0,38,2018-03-01,False,,,,,,,,,,,,,,,,,,
2018,4,Dalla Cerchia dei Navigli alle Mura Spagnole,46,1,51,2018-04-01,True,4325720.0,144190.66666666666,30.0,0.0,30.0,,,,,,,,,,,1.063406785459993,1.178994479531731,0.02311753881434767
2018,4,Dalla Nuova Circonvallazione ai confini del Comune,394,1,548,2018-04-01,False,,,,,,,,,,,,,,,,,,
2018,4,Dalle Mura Spagnole alla Nuova Circonvallazione,186,0,240,2018-04-01,False,,,,,,,,,,,,,,,,,,
2018,4,Entro la Cerchia dei Navigli,17,0,22,2018-04-01,True,4325720.0,144190.66666666666,30.0,0.0,30.0,,,,,,,,,,,0.39299815984391034,0.5085858539156487,0.0
2018,4,Senza indicazioni,32,0,47,2018-04-01,False,,,,,,,,,,,,,,,,,,
2018,5,Dalla Cerchia dei Navigli alle Mura Spagnole,43,0,45,2018-05-01,True,4772856.0,153963.09677419355,31.0,0.0,31.0,,,,,,,,,,,0.9009280816349791,0.9428317133389316,0.0
2018,5,Dalla Nuova Circonvallazione ai confini del Comune,473,4,622,2018-05-01,False,,,,,,,,,,,,,,,,,,
