data;timeIndex;NC;ALTRO;BUS;MERCI;PERSONE;areac
2013-02-27;00:30;209;5;18;32;985;0
2013-02-27;01:00;140;10;10;23;621;0
2013-02-27;01:30;104;6;1;30;428;0
2013-02-27;02:00;108;4;;24;284;0
2013-02-27;02:30;83;3;;25;225;0
2013-02-27;03:00;81;3;;19;239;0
2013-02-27;03:30;73;7;1;22;218;0
2013-02-27;04:00;85;7;1;39;177;0
2013-02-27;04:30;74;12;1;63;236;0
2013-02-27;05:00;94;20;10;88;336;0
2013-02-27;05:30;147;36;7;140;574;0
2013-02-27;06:00;192;54;27;202;888;0
2013-02-27;06:30;372;81;47;473;1613;0
2013-02-27;07:00;577;103;72;847;2822;0
2013-02-27;07:30;564;79;100;555;2253;1
2013-02-27;08:00;722;64;95;613;2793;1
2013-02-27;08:30;861;70;105;625;3121;1
2013-02-27;09:00;919;79;103;703;3334;1
2013-02-27;09:30;897;79;99;734;3489;1
2013-02-27;10:00;853;104;78;658;3069;1
2013-02-27;10:30;726;81;76;661;2892;1
2013-02-27;11:00;741;97;82;630;2799;1
2013-02-27;11:30;768;77;70;501;2841;1
2013-02-27;12:00;658;60;109;417;2597;1
2013-02-27;12:30;617;53;76;370;2616;1
2013-02-27;13:00;607;38;75;374;2469;1
2013-02-27;13:30;578;39;69;442;2296;1
2013-02-27;14:00;672;32;84;499;2530;1
2013-02-27;14:30;694;40;71;525;2786;1
2013-02-27;15:00;658;35;67;445;2649;1
2013-02-27;15:30;693;28;65;405;2845;1
2013-02-27;16:00;621;26;78;333;2713;1
2013-02-27;16:30;638;28;84;299;2789;1
2013-02-27;17:00;625;26;71;199;2616;1
2013-02-27;17:30;575;25;75;142;2706;1
2013-02-27;18:00;563;19;72;116;2855;1
2013-02-27;18:30;553;17;64;93;2669;1
2013-02-27;19:00;533;8;60;70;2665;1
2013-02-27;19:30;866;18;58;134;5281;0
2013-02-27;20:00;807;7;50;93;4661;0
2013-02-27;20:30;647;17;33;60;3562;0
2013-02-27;21:00;510;5;25;49;2626;0
2013-02-27;21:30;393;8;22;46;1934;0
2013-02-27;22:00;363;8;19;45;1803;0
2013-02-27;22:30;335;10;15;22;1825;0
2013-02-27;23:00;367;11;20;41;1859;0
2013-02-27;23:30;339;7;18;35;1856;0
2013-02-28;00:00;305;5;22;39;1602;0
2013-02-28;00:30;249;6;21;24;1150;0
2013-02-28;01:00;154;1;13;21;678;0
2013-02-28;01:30;137;2;3;22;495;0
2013-02-28;02:00;105;7;;15;347;0
2013-02-28;02:30;92;5;;17;274;0
2013-02-28;03:00;82;3;;22;251;0
2013-02-28;03:30;85;8;;28;220;0
2013-02-28;04:00;81;9;;48;235;0
2013-02-28;04:30;85;8;1;61;287;0
2013-02-28;05:00;116;24;11;109;396;0
2013-02-28;05:30;165;30;12;164;616;0
2013-02-28;06:00;180;40;32;214;867;0
2013-02-28;06:30;362;84;51;482;1631;0
2013-02-28;07:00;542;111;76;807;2855;0
2013-02-28;07:30;566;69;91;524;2248;1
2013-02-28;08:00;701;74;77;596;2857;1
2013-02-28;08:30;892;65;85;597;3253;1
2013-02-28;09:00;914;82;98;675;3440;1
2013-02-28;09:30;886;85;95;784;3390;1
2013-02-28;10:00;816;113;68;722;3184;1
2013-02-28;10:30;790;103;77;657;3061;1
2013-02-28;11:00;768;91;68;651;2804;1
2013-02-28;11:30;722;82;72;581;2784;1
2013-02-28;12:00;667;58;77;442;2553;1
2013-02-28;12:30;656;41;74;374;2751;1
2013-02-28;13:00;660;37;75;374;2526;1
2013-02-28;13:30;605;34;75;432;2352;1
2013-02-28;14:00;676;40;89;555;2492;1
2013-02-28;14:30;733;35;68;511;2782;1
2013-02-28;15:00;712;37;67;514;2896;1
2013-02-28;15:30;659;34;62;410;2737;1
2013-02-28;16:00;628;35;82;334;2825;1
2013-02-28;16:30;658;26;93;304;2781;1
2013-02-28;17:00;623;29;84;232;2710;1
2013-02-28;17:30;567;22;82;153;2664;1
2013-02-28;18:00;715;26;72;159;3779;0
2013-02-28;18:30;689;16;69;141;3711;0
2013-02-28;19:00;738;13;63;89;3684;0
2013-02-28;19:30;851;18;45;121;4783;0
2013-02-28;20:00;808;8;42;85;4548;0
2013-02-28;20:30;706;8;23;90;3620;0
2013-02-28;21:00;530;11;23;58;2720;0
2013-02-28;21:30;427;3;16;59;2129;0
2013-02-28;22:00;419;8;19;38;2069;0
2013-02-28;22:30;403;10;16;44;2094;0
2013-02-28;23:00;397;2;18;34;2079;0
2013-02-28;23:30;396;9;23;34;2106;0
2013-03-01;00:00;354;7;19;24;1737;0
2013-03-01;00:30;278;11;20;33;1284;0
2013-03-01;01:00;183;2;11;19;791;0
2013-03-01;01:30;154;3;3;18;620;0
2013-03-01;02:00;115;7;;21;464;0
2013-03-01;02:30;106;5;;21;336;0
2013-03-01;03:00;99;4;;36;289;0
2013-03-01;03:30;92;9;1;24;278;0
2013-03-01;04:00;95;8;;47;285;0
2013-03-01;04:30;113;6;2;54;369;0
2013-03-01;05:00;108;21;8;94;440;0
2013-03-01;05:30;139;31;9;140;607;0
2013-03-01;06:00;170;55;28;190;820;0
2013-03-01;06:30;357;83;54;469;1554;0
2013-03-01;07:00;549;95;78;786;2793;0
2013-03-01;07:30;606;82;98;550;2228;1
2013-03-01;08:00;726;64;96;564;2910;1
2013-03-01;08:30;886;79;106;554;3143;1
2013-03-01;09:00;961;84;113;668;3409;1
2013-03-01;09:30;904;118;101;745;3276;1
2013-03-01;10:00;790;94;74;698;2903;1
2013-03-01;10:30;837;101;70;691;2978;1
2013-03-01;11:00;732;70;69;592;2715;1
2013-03-01;11:30;670;76;78;548;2603;1
2013-03-01;12:00;668;64;79;422;2589;1
2013-03-01;12:30;636;56;82;360;2618;1
2013-03-01;13:00;626;49;78;370;2468;1
2013-03-01;13:30;591;41;72;431;2295;1
2013-03-01;14:00;649;33;79;506;2377;1
2013-03-01;14:30;721;37;75;484;2505;1
2013-03-01;15:00;647;42;73;426;2645;1
2013-03-01;15:30;636;32;74;408;2721;1
2013-03-01;16:00;634;32;101;314;2704;1
2013-03-01;16:30;579;27;89;279;2609;1
2013-03-01;17:00;600;27;87;209;2505;1
2013-03-01;17:30;586;27;79;145;2594;1
2013-03-01;18:00;568;16;74;143;2660;1
2013-03-01;18:30;571;14;66;107;2543;1
2013-03-01;19:00;549;16;78;76;2655;1
2013-03-01;19:30;853;14;55;124;5078;0
2013-03-01;20:00;756;6;45;98;4197;0
2013-03-01;20:30;668;11;26;71;3568;0
2013-03-01;21:00;558;12;24;56;2545;0
2013-03-01;21:30;492;11;14;50;2068;0
2013-03-01;22:00;492;5;20;41;2069;0
2013-03-01;22:30;472;5;14;46;2168;0
2013-03-01;23:00;535;8;15;51;2474;0
2013-03-01;23:30;473;10;19;39;2485;0
2013-03-02;00:00;451;4;16;31;2202;0
2013-03-02;00:30;341;3;21;29;1794;0
2013-03-02;01:00;294;8;17;32;1433;0
2013-03-02;01:30;237;6;11;39;1070;0
2013-03-02;02:00;191;4;14;32;917;0
2013-03-02;02:30;160;10;13;22;707;0
2013-03-02;03:00;146;6;13;31;590;0
2013-03-02;03:30;134;6;15;29;562;0
2013-03-02;04:00;137;9;11;39;543;0
2013-03-02;04:30;126;5;14;48;478;0
2013-03-02;05:00;157;11;15;79;529;0
2013-03-02;05:30;168;23;16;96;549;0
2013-03-02;06:00;145;32;33;108;547;0
2013-03-02;06:30;241;32;35;191;860;0
2013-03-02;07:00;275;47;40;268;907;0
2013-03-02;07:30;417;37;48;322;1510;0
2013-03-02;08:00;456;56;41;310;1625;0
2013-03-02;08:30;539;45;56;285;1988;0
2013-03-02;09:00;665;39;52;315;2417;0
2013-03-02;09:30;747;50;46;276;2960;0
2013-03-02;10:00;805;45;52;275;3139;0
2013-03-02;10:30;834;50;37;243;3296;0
2013-03-02;11:00;875;36;43;218;3339;0
2013-03-02;11:30;845;47;45;208;3470;0
2013-03-02;12:00;810;31;47;179;3303;0
2013-03-02;12:30;787;25;47;125;3302;0
2013-03-02;13:00;755;22;53;121;2947;0
2013-03-02;13:30;654;18;47;111;2524;0
2013-03-02;14:00;630;13;43;113;2551;0
2013-03-02;14:30;744;15;51;120;2903;0
2013-03-02;15:00;800;11;37;102;3169;0
2013-03-02;15:30;818;9;51;112;3490;0
2013-03-02;16:00;840;18;42;88;3588;0
2013-03-02;16:30;877;14;56;74;3755;0
2013-03-02;17:00;861;21;52;100;3499;0
2013-03-02;17:30;813;13;52;91;3544;0
2013-03-02;18:00;803;11;46;91;3565;0
2013-03-02;18:30;769;11;45;94;3429;0
2013-03-02;19:00;786;12;42;68;3500;0
2013-03-02;19:30;813;8;39;64;3683;0
2013-03-02;20:00;811;11;36;57;3633;0
2013-03-02;20:30;762;6;36;45;3291;0
2013-03-02;21:00;594;8;25;56;2665;0
2013-03-02;21:30;493;9;24;57;2165;0
2013-03-02;22:00;473;6;24;41;2144;0
2013-03-02;22:30;490;5;21;47;2283;0
2013-03-02;23:00;568;10;23;46;2756;0
2013-03-02;23:30;555;7;23;45;2890;0
2013-03-03;00:00;579;10;18;36;2747;0
2013-03-03;00:30;453;4;27;26;2247;0
2013-03-03;01:00;398;8;16;19;1812;0
2013-03-03;01:30;305;7;15;19;1384;0
2013-03-03;02:00;247;6;15;23;1097;0
2013-03-03;02:30;189;4;11;27;913;0
2013-03-03;03:00;153;5;12;12;643;0
2013-03-03;03:30;144;6;14;19;582;0
2013-03-03;04:00;113;2;15;18;468;0
2013-03-03;04:30;107;4;14;23;439;0
2013-03-03;05:00;135;5;14;28;485;0
2013-03-03;05:30;133;8;16;29;484;0
2013-03-03;06:00;132;4;26;33;508;0
2013-03-03;06:30;156;9;22;30;615;0
2013-03-03;07:00;127;9;22;48;478;0
2013-03-03;07:30;181;9;45;65;680;0
2013-03-03;08:00;196;9;33;72;743;0
2013-03-03;08:30;281;7;42;73;1075;0
2013-03-03;09:00;414;5;33;73;1387;0
2013-03-03;09:30;484;10;34;65;1875;0
2013-03-03;10:00;602;11;39;57;2224;0
2013-03-03;10:30;676;19;35;68;2610;0
2013-03-03;11:00;658;9;39;71;2599;0
2013-03-03;11:30;659;18;38;67;2596;0
2013-03-03;12:00;622;9;33;53;2555;0
2013-03-03;12:30;596;11;36;53;2607;0
2013-03-03;13:00;538;10;37;52;2271;0
2013-03-03;13:30;492;4;35;43;1904;0
2013-03-03;14:00;528;9;40;47;2091;0
2013-03-03;14:30;712;4;40;49;2741;0
2013-03-03;15:00;818;4;43;43;3252;0
2013-03-03;15:30;864;4;33;62;3433;0
2013-03-03;16:00;836;9;43;53;3549;0
2013-03-03;16:30;820;11;30;56;3471;0
2013-03-03;17:00;789;7;40;57;3499;0
2013-03-03;17:30;801;11;45;60;3581;0
2013-03-03;18:00;815;10;35;50;3593;0
2013-03-03;18:30;769;3;36;61;3496;0
2013-03-03;19:00;756;1;34;70;3540;0
2013-03-03;19:30;713;7;47;47;3352;0
2013-03-03;20:00;663;6;31;47;3207;0
2013-03-03;20:30;625;1;34;33;2628;0
2013-03-03;21:00;499;6;24;35;2193;0
2013-03-03;21:30;443;9;22;30;2059;0
2013-03-03;22:00;429;2;18;35;1851;0
2013-03-03;22:30;401;10;23;40;1763;0
2013-03-03;23:00;385;6;22;37;1700;0
2013-03-03;23:30;354;3;22;30;1523;0
2013-03-04;00:00;175;5;23;31;1210;0
2013-03-04;00:30;145;3;25;29;926;0
2013-03-04;01:00;86;4;19;17;575;0
2013-03-04;01:30;65;2;8;21;390;0
2013-03-04;02:00;55;2;;18;256;0
2013-03-04;02:30;48;5;;27;210;0
2013-03-04;03:00;42;2;;12;156;0
2013-03-04;03:30;39;4;1;45;151;0
2013-03-04;04:00;45;3;;39;192;0
2013-03-04;04:30;53;9;1;54;259;0
2013-03-04;05:00;74;10;10;97;417;0
2013-03-04;05:30;106;49;16;172;646;0
2013-03-04;06:00;138;47;28;238;919;0
2013-03-04;06:30;277;71;61;505;1660;0
2013-03-04;07:00;475;111;72;875;2957;0
2013-03-04;07:30;515;76;97;547;2378;1
2013-03-04;08:00;612;78;95;622;3050;1
2013-03-04;08:30;734;68;88;662;3220;1
2013-03-04;09:00;676;61;108;656;3357;1
2013-03-04;09:30;621;76;84;743;3255;1
2013-03-04;10:00;534;90;67;719;2921;1
2013-03-04;10:30;546;65;65;677;2733;1
2013-03-04;11:00;531;74;62;642;2615;1
2013-03-04;11:30;434;80;67;561;2470;1
2013-03-04;12:00;467;56;77;408;2456;1
2013-03-04;12:30;453;57;69;361;2457;1
2013-03-04;13:00;426;39;78;369;2224;1
2013-03-04;13:30;423;33;59;437;2179;1
2013-03-04;14:00;492;37;63;580;2339;1
2013-03-04;14:30;506;53;65;536;2630;1
2013-03-04;15:00;497;33;73;485;2745;1
2013-03-04;15:30;506;31;59;405;2756;1
2013-03-04;16:00;476;30;84;354;2804;1
2013-03-04;16:30;499;39;87;300;2718;1
2013-03-04;17:00;484;31;86;220;2676;1
2013-03-04;17:30;554;35;77;180;2784;1
2013-03-04;18:00;610;28;79;143;2728;1
2013-03-04;18:30;572;20;84;87;2547;1
2013-03-04;19:00;576;18;71;70;2597;1
2013-03-04;19:30;991;22;55;124;4931;0
2013-03-04;20:00;785;14;49;77;4077;0
2013-03-04;20:30;619;9;36;73;3000;0
2013-03-04;21:00;459;6;25;59;2152;0
2013-03-04;21:30;372;9;15;38;1730;0
2013-03-04;22:00;348;7;24;43;1635;0
2013-03-04;22:30;394;9;17;40;1679;0
2013-03-04;23:00;400;9;19;32;1722;0
2013-03-04;23:30;334;3;19;34;1503;0
2013-03-05;00:00;296;8;22;38;1207;0
2013-03-05;00:30;188;7;25;30;794;0
2013-03-05;01:00;115;9;12;23;492;0
2013-03-05;01:30;99;5;4;26;366;0
2013-03-05;02:00;63;3;1;28;197;0
2013-03-05;02:30;54;5;;24;151;0
2013-03-05;03:00;59;4;;18;99;0
2013-03-05;03:30;62;8;1;30;127;0
2013-03-05;04:00;66;8;;33;149;0
2013-03-05;04:30;74;10;3;57;226;0
2013-03-05;05:00;99;16;12;102;366;0
2013-03-05;05:30;157;44;10;159;572;0
2013-03-05;06:00;219;55;32;221;791;0
2013-03-05;06:30;412;91;60;560;1658;0
2013-03-05;07:00;689;116;87;925;2866;0
2013-03-05;07:30;689;86;105;569;2304;1
2013-03-05;08:00;852;80;88;632;2827;1
2013-03-05;08:30;928;72;95;608;3178;1
2013-03-05;09:00;914;66;116;709;3398;1
2013-03-05;09:30;873;78;97;747;3361;1
2013-03-05;10:00;833;96;81;734;3147;1
2013-03-05;10:30;808;86;77;714;2989;1
2013-03-05;11:00;694;86;73;655;2809;1
2013-03-05;11:30;696;67;67;563;2798;1
2013-03-05;12:00;642;67;79;439;2611;1
2013-03-05;12:30;629;49;69;377;2605;1
2013-03-05;13:00;636;34;80;388;2476;1
2013-03-05;13:30;569;30;75;411;2230;1
2013-03-05;14:00;565;46;69;509;2455;1
2013-03-05;14:30;640;33;67;488;2785;1
2013-03-05;15:00;664;55;75;469;2789;1
2013-03-05;15:30;629;41;67;421;2837;1
2013-03-05;16:00;617;35;87;364;2908;1
2013-03-05;16:30;599;25;79;308;2862;1
2013-03-05;17:00;565;16;85;207;2716;1
2013-03-05;17:30;567;26;92;150;2816;1
2013-03-05;18:00;571;18;81;118;2804;1
2013-03-05;18:30;553;16;80;106;2850;1
2013-03-05;19:00;568;17;75;81;2772;1
2013-03-05;19:30;900;12;53;148;5238;0
2013-03-05;20:00;802;10;54;93;4528;0
2013-03-05;20:30;635;8;31;66;3547;0
2013-03-05;21:00;457;5;27;74;2402;0
2013-03-05;21:30;379;6;22;41;1859;0
2013-03-05;22:00;342;14;25;40;1825;0
2013-03-05;22:30;369;7;18;45;1783;0
2013-03-05;23:00;367;5;22;39;1970;0
2013-03-05;23:30;335;7;21;38;1807;0
2013-03-06;00:00;288;3;21;34;1407;0
2013-03-06;00:30;196;5;25;15;1017;0
2013-03-06;01:00;127;4;13;18;651;0
2013-03-06;01:30;114;7;5;22;487;0
2013-03-06;02:00;79;3;;23;330;0
2013-03-06;02:30;61;2;;17;230;0
2013-03-06;03:00;59;2;;30;213;0
2013-03-06;03:30;71;4;1;21;190;0
2013-03-06;04:00;73;10;;44;181;0
2013-03-06;04:30;98;10;2;69;265;0
2013-03-06;05:00;112;19;13;97;351;0
2013-03-06;05:30;143;32;14;155;551;0
2013-03-06;06:00;197;46;30;219;847;0
2013-03-06;06:30;360;90;56;517;1627;0
2013-03-06;07:00;582;128;81;823;2964;0
2013-03-06;07:30;507;63;96;516;2298;1
2013-03-06;08:00;632;51;76;586;3018;1
2013-03-06;08:30;722;56;77;556;3239;1
2013-03-06;09:00;747;70;98;624;3531;1
2013-03-06;09:30;716;88;91;726;3405;1
2013-03-06;10:00;698;89;92;719;3402;1
2013-03-06;10:30;691;98;80;748;3357;1
2013-03-06;11:00;670;100;66;635;3163;1
2013-03-06;11:30;570;71;68;570;2867;1
2013-03-06;12:00;560;51;74;454;2983;1
2013-03-06;12:30;592;56;70;386;2961;1
2013-03-06;13:00;566;41;75;376;2788;1
2013-03-06;13:30;536;45;69;400;2583;1
2013-03-06;14:00;603;39;68;515;2789;1
2013-03-06;14:30;670;47;61;503;3015;1
2013-03-06;15:00;631;40;68;445;3003;1
2013-03-06;15:30;639;28;64;429;3072;1
2013-03-06;16:00;588;13;75;322;3152;1
2013-03-06;16:30;596;20;88;280;2957;1
2013-03-06;17:00;520;35;75;223;2870;1
2013-03-06;17:30;569;17;77;168;3009;1
2013-03-06;18:00;545;29;71;137;3043;1
2013-03-06;18:30;565;16;69;103;2882;1
2013-03-06;19:00;533;11;71;103;2983;1
2013-03-06;19:30;895;11;50;142;5606;0
2013-03-06;20:00;791;12;48;93;4898;0
2013-03-06;20:30;672;7;29;68;3946;0
2013-03-06;21:00;486;8;24;58;2572;0
2013-03-06;21:30;377;7;17;53;2063;0
2013-03-06;22:00;375;4;32;46;1980;0
2013-03-06;22:30;377;7;18;58;1913;0
2013-03-06;23:00;412;12;19;40;2140;0
2013-03-06;23:30;355;7;17;50;2030;0
2013-03-07;00:00;312;6;19;31;1673;0
2013-03-07;00:30;222;6;21;33;1150;0
2013-03-07;01:00;154;5;13;22;805;0
2013-03-07;01:30;110;7;8;18;485;0
2013-03-07;02:00;82;4;1;22;373;0
2013-03-07;02:30;96;3;1;24;322;0
2013-03-07;03:00;74;3;;19;227;0
2013-03-07;03:30;61;7;1;28;232;0
2013-03-07;04:00;78;5;;53;214;0
2013-03-07;04:30;69;12;2;61;302;0
2013-03-07;05:00;105;16;11;113;406;0
2013-03-07;05:30;144;30;12;172;664;0
2013-03-07;06:00;193;59;21;268;820;0
2013-03-07;06:30;366;85;53;554;1670;0
2013-03-07;07:00;543;112;71;896;2968;0
2013-03-07;07:30;517;70;89;501;2409;1
2013-03-07;08:00;657;67;77;560;3141;1
2013-03-07;08:30;721;58;76;562;3502;1
2013-03-07;09:00;745;84;99;657;3744;1
2013-03-07;09:30;739;102;88;725;3702;1
2013-03-07;10:00;712;81;70;712;3457;1
2013-03-07;10:30;690;87;67;697;3317;1
2013-03-07;11:00;682;101;70;637;3218;1
2013-03-07;11:30;610;65;70;577;3042;1
2013-03-07;12:00;603;72;75;443;2820;1
2013-03-07;12:30;572;47;57;359;2921;1
2013-03-07;13:00;533;39;68;383;2637;1
2013-03-07;13:30;558;31;65;433;2642;1
2013-03-07;14:00;585;43;63;491;2865;1
2013-03-07;14:30;646;36;63;532;3027;1
2013-03-07;15:00;629;40;62;464;2951;1
2013-03-07;15:30;582;18;54;393;2935;1
2013-03-07;16:00;636;33;75;333;3088;1
2013-03-07;16:30;594;35;69;299;2914;1
2013-03-07;17:00;571;37;75;206;2889;1
2013-03-07;17:30;556;24;67;151;2891;1
2013-03-07;18:00;662;24;73;173;3963;0
2013-03-07;18:30;609;12;65;115;3871;0
2013-03-07;19:00;640;19;69;101;3778;0
2013-03-07;19:30;829;12;47;116;5115;0
2013-03-07;20:00;740;13;40;93;4947;0
2013-03-07;20:30;689;13;26;67;4001;0
2013-03-07;21:00;498;9;24;65;2721;0
2013-03-07;21:30;382;13;17;32;2077;0
2013-03-07;22:00;358;5;21;54;1955;0
2013-03-07;22:30;350;5;16;45;1983;0
2013-03-07;23:00;380;5;20;41;2022;0
2013-03-07;23:30;358;5;12;42;1999;0
2013-03-08;00:00;293;2;18;37;1649;0
2013-03-08;00:30;230;7;18;35;1203;0
2013-03-08;01:00;175;4;11;25;901;0
2013-03-08;01:30;121;6;4;23;614;0
2013-03-08;02:00;82;2;1;22;496;0
2013-03-08;02:30;104;4;;22;335;0
2013-03-08;03:00;94;1;;25;346;0
2013-03-08;03:30;85;8;;27;319;0
2013-03-08;04:00;81;6;;49;282;0
2013-03-08;04:30;89;14;1;42;352;0
2013-03-08;05:00;103;24;7;123;426;0
2013-03-08;05:30;142;43;20;164;636;0
2013-03-08;06:00;200;53;27;237;868;0
2013-03-08;06:30;344;85;51;522;1586;0
2013-03-08;07:00;544;102;76;845;2833;0
2013-03-08;07:30;485;78;92;528;2251;1
2013-03-08;08:00;634;66;79;608;2958;1
2013-03-08;08:30;780;78;88;583;3299;1
2013-03-08;09:00;750;90;99;713;3632;1
2013-03-08;09:30;785;88;102;720;3580;1
2013-03-08;10:00;728;88;69;745;3333;1
2013-03-08;10:30;707;104;63;746;3227;1
2013-03-08;11:00;639;93;74;679;3101;1
2013-03-08;11:30;628;88;59;584;3026;1
2013-03-08;12:00;585;72;62;495;2917;1
2013-03-08;12:30;612;47;70;364;2956;1
2013-03-08;13:00;559;54;66;380;2831;1
2013-03-08;13:30;553;47;55;410;2644;1
2013-03-08;14:00;564;38;66;501;2605;1
2013-03-08;14:30;615;35;60;480;2961;1
2013-03-08;15:00;583;30;54;465;2882;1
2013-03-08;15:30;580;32;63;386;2995;1
2013-03-08;16:00;581;26;80;337;3038;1
2013-03-08;16:30;569;26;80;293;2956;1
2013-03-08;17:00;538;29;67;220;2811;1
2013-03-08;17:30;523;28;67;168;2887;1
2013-03-08;18:00;492;18;63;131;2847;1
2013-03-08;18:30;492;14;62;85;2838;1
2013-03-08;19:00;507;19;60;80;2705;1
2013-03-08;19:30;814;17;55;112;5303;0
2013-03-08;20:00;740;18;41;86;4691;0
2013-03-08;20:30;667;4;29;77;3841;0
2013-03-08;21:00;527;11;20;62;3083;0
2013-03-08;21:30;389;8;18;46;2417;0
2013-03-08;22:00;370;5;19;36;2134;0
2013-03-08;22:30;369;8;15;36;2226;0
2013-03-08;23:00;400;9;18;41;2428;0
2013-03-08;23:30;422;6;19;32;2635;0
2013-03-09;00:00;439;8;16;39;2475;0
2013-03-09;00:30;360;7;21;37;2153;0
2013-03-09;01:00;286;9;13;31;1514;0
2013-03-09;01:30;219;5;11;43;1309;0
2013-03-09;02:00;189;7;9;25;975;0
2013-03-09;02:30;147;5;10;15;817;0
2013-03-09;03:00;147;2;11;34;729;0
2013-03-09;03:30;116;9;12;30;686;0
2013-03-09;04:00;118;15;12;40;595;0
2013-03-09;04:30;118;7;9;48;616;0
2013-03-09;05:00;139;12;15;80;645;0
2013-03-09;05:30;124;17;15;106;664;0
2013-03-09;06:00;147;22;28;121;613;0
2013-03-09;06:30;217;29;36;231;973;0
2013-03-09;07:00;226;52;46;293;1014;0
2013-03-09;07:30;365;60;49;353;1779;0
2013-03-09;08:00;334;53;53;341;1796;0
2013-03-09;08:30;435;47;50;292;2254;0
2013-03-09;09:00;500;48;51;335;2550;0
2013-03-09;09:30;616;61;64;293;3412;0
2013-03-09;10:00;579;59;49;259;3487;0
2013-03-09;10:30;687;48;43;257;3817;0
2013-03-09;11:00;688;45;47;248;3896;0
2013-03-09;11:30;680;31;42;206;3818;0
2013-03-09;12:00;672;35;53;178;3832;0
2013-03-09;12:30;636;22;50;157;3701;0
2013-03-09;13:00;561;21;51;111;3367;0
2013-03-09;13:30;512;15;54;113;3099;0
2013-03-09;14:00;489;21;51;103;2883;0
2013-03-09;14:30;555;14;49;110;3217;0
2013-03-09;15:00;605;14;34;113;3538;0
2013-03-09;15:30;654;17;43;98;3932;0
2013-03-09;16:00;684;11;48;102;3996;0
2013-03-09;16:30;643;20;43;114;4039;0
2013-03-09;17:00;657;17;44;76;3898;0
2013-03-09;17:30;592;15;39;91;3876;0
2013-03-09;18:00;603;12;44;80;3894;0
2013-03-09;18:30;575;17;35;94;3749;0
2013-03-09;19:00;561;16;42;76;3760;0
2013-03-09;19:30;619;19;35;62;4019;0
2013-03-09;20:00;631;8;25;75;4011;0
2013-03-09;20:30;580;11;26;64;3465;0
2013-03-09;21:00;469;7;24;44;2807;0
2013-03-09;21:30;390;6;20;36;2435;0
2013-03-09;22:00;376;5;20;32;2292;0
2013-03-09;22:30;414;5;18;34;2401;0
2013-03-09;23:00;438;7;22;47;2598;0
2013-03-09;23:30;434;6;19;34;2646;0
2013-03-10;00:00;432;8;18;46;2804;0
2013-03-10;00:30;386;5;33;32;2463;0
2013-03-10;01:00;337;3;13;20;1967;0
2013-03-10;01:30;271;5;14;25;1553;0
2013-03-10;02:00;196;8;13;21;1190;0
2013-03-10;02:30;190;2;10;20;994;0
2013-03-10;03:00;142;6;12;16;696;0
2013-03-10;03:30;125;7;11;9;541;0
2013-03-10;04:00;115;1;11;29;533;0
2013-03-10;04:30;103;2;11;23;462;0
2013-03-10;05:00;110;6;15;29;439;0
2013-03-10;05:30;110;2;14;34;460;0
2013-03-10;06:00;124;5;20;23;468;0
2013-03-10;06:30;138;6;17;30;593;0
2013-03-10;07:00;110;5;22;48;512;0
2013-03-10;07:30;162;13;26;68;644;0
2013-03-10;08:00;166;14;38;46;783;0
2013-03-10;08:30;224;7;39;66;1054;0
2013-03-10;09:00;304;6;42;71;1461;0
2013-03-10;09:30;390;10;37;62;1985;0
2013-03-10;10:00;486;14;45;78;2454;0
2013-03-10;10:30;518;12;41;65;2701;0
2013-03-10;11:00;532;17;44;76;2776;0
2013-03-10;11:30;563;9;40;65;2778;0
2013-03-10;12:00;566;9;33;60;2830;0
2013-03-10;12:30;534;7;34;47;2781;0
2013-03-10;13:00;505;7;30;52;2614;0
2013-03-10;13:30;421;10;33;41;2239;0
2013-03-10;14:00;452;6;39;56;2300;0
2013-03-10;14:30;526;6;41;65;2918;0
2013-03-10;15:00;643;6;38;60;3389;0
2013-03-10;15:30;697;7;40;76;3788;0
2013-03-10;16:00;715;8;36;55;3843;0
2013-03-10;16:30;726;5;37;79;3853;0
2013-03-10;17:00;720;10;47;75;3840;0
2013-03-10;17:30;697;7;39;51;3715;0
2013-03-10;18:00;724;10;32;48;3787;0
2013-03-10;18:30;702;8;24;56;3604;0
2013-03-10;19:00;675;11;29;54;3516;0
2013-03-10;19:30;667;13;28;64;3370;0
2013-03-10;20:00;598;7;24;51;3134;0
2013-03-10;20:30;483;9;20;59;2463;0
2013-03-10;21:00;405;11;19;24;1965;0
2013-03-10;21:30;394;6;17;30;1860;0
2013-03-10;22:00;361;8;15;36;1638;0
2013-03-10;22:30;375;9;14;35;1725;0
2013-03-10;23:00;365;9;14;32;1631;0
2013-03-10;23:30;282;5;16;22;1264;0
2013-03-11;00:00;142;2;16;32;1190;0
2013-03-11;00:30;97;6;21;23;797;0
2013-03-11;01:00;83;4;17;20;521;0
2013-03-11;01:30;51;3;4;16;386;0
2013-03-11;02:00;56;10;;26;259;0
2013-03-11;02:30;53;2;;24;188;0
2013-03-11;03:00;45;5;;25;163;0
2013-03-11;03:30;54;4;1;32;146;0
2013-03-11;04:00;54;4;;37;152;0
2013-03-11;04:30;49;10;2;63;283;0
2013-03-11;05:00;62;14;11;105;427;0
2013-03-11;05:30;96;40;13;175;701;0
2013-03-11;06:00;133;47;30;244;944;0
2013-03-11;06:30;233;70;54;552;1871;0
