data;timeIndex;NC;ALTRO;BUS;MERCI;PERSONE;areac
2013-01-02;18:30;160;17;45;86;2616;0
2013-01-02;19:00;133;11;41;96;2355;0
2013-01-02;19:30;162;7;40;66;2491;0
2013-01-02;20:00;130;13;30;39;2042;0
2013-01-02;20:30;100;8;27;46;1620;0
2013-01-02;21:00;117;6;24;44;1327;0
2013-01-02;21:30;83;4;22;39;1288;0
2013-01-02;22:00;78;3;26;45;1360;0
2013-01-02;22:30;102;10;18;38;1167;0
2013-01-02;23:00;98;3;18;35;1125;0
2013-01-02;23:30;87;4;18;34;932;0
2013-01-03;00:00;81;6;18;24;760;0
2013-01-03;00:30;61;5;17;25;564;0
2013-01-03;01:00;58;2;12;24;402;0
2013-01-03;01:30;38;3;6;32;317;0
2013-01-03;02:00;54;4;;16;248;0
2013-01-03;02:30;43;2;1;18;173;0
2013-01-03;03:00;40;2;;12;116;0
2013-01-03;03:30;44;3;1;25;119;0
2013-01-03;04:00;40;7;;47;131;0
2013-01-03;04:30;52;9;1;72;202;0
2013-01-03;05:00;49;17;11;103;321;0
2013-01-03;05:30;53;37;11;145;522;0
2013-01-03;06:00;63;61;29;201;658;0
2013-01-03;06:30;69;73;33;431;1229;0
2013-01-03;07:00;77;91;47;552;1639;0
2013-01-03;07:30;98;95;37;588;1931;0
2013-01-03;08:00;130;104;50;639;2326;0
2013-01-03;08:30;151;79;55;667;2885;0
2013-01-03;09:00;202;79;54;575;2823;0
2013-01-03;09:30;194;81;48;646;2913;0
2013-01-03;10:00;215;92;41;588;2915;0
2013-01-03;10:30;231;81;52;541;2993;0
2013-01-03;11:00;246;57;50;530;3033;0
2013-01-03;11:30;207;69;44;422;2808;0
2013-01-03;12:00;192;54;49;334;2591;0
2013-01-03;12:30;175;38;55;293;2511;0
2013-01-03;13:00;165;23;41;312;2198;0
2013-01-03;13:30;161;34;60;352;2112;0
2013-01-03;14:00;187;41;42;431;2360;0
2013-01-03;14:30;163;30;53;387;2752;0
2013-01-03;15:00;181;32;45;365;2833;0
2013-01-03;15:30;173;27;45;355;2898;0
2013-01-03;16:00;182;30;45;259;2799;0
2013-01-03;16:30;159;17;51;257;2793;0
2013-01-03;17:00;196;18;45;180;2913;0
2013-01-03;17:30;174;17;55;154;3052;0
2013-01-03;18:00;203;18;61;118;3180;0
2013-01-03;18:30;173;17;44;97;3019;0
2013-01-03;19:00;166;15;48;89;2795;0
2013-01-03;19:30;166;14;37;79;2824;0
2013-01-03;20:00;141;11;32;49;2384;0
2013-01-03;20:30;124;13;25;45;1844;0
2013-01-03;21:00;116;12;23;53;1478;0
2013-01-03;21:30;106;5;23;33;1328;0
2013-01-03;22:00;105;6;21;29;1466;0
2013-01-03;22:30;106;7;22;37;1346;0
2013-01-03;23:00;110;9;20;36;1265;0
2013-01-03;23:30;90;8;20;28;1143;0
2013-01-04;00:00;109;5;20;30;873;0
2013-01-04;00:30;79;5;20;27;714;0
2013-01-04;01:00;63;2;13;16;489;0
2013-01-04;01:30;57;9;6;28;389;0
2013-01-04;02:00;44;3;3;24;266;0
2013-01-04;02:30;55;3;1;26;182;0
2013-01-04;03:00;48;8;;25;145;0
2013-01-04;03:30;37;7;;27;137;0
2013-01-04;04:00;76;10;;43;172;0
2013-01-04;04:30;57;9;1;87;235;0
2013-01-04;05:00;52;23;10;90;364;0
2013-01-04;05:30;64;40;14;153;507;0
2013-01-04;06:00;62;51;30;196;647;0
2013-01-04;06:30;63;82;31;388;1195;0
2013-01-04;07:00;95;113;44;568;1628;0
2013-01-04;07:30;100;63;41;558;1954;0
2013-01-04;08:00;131;76;55;599;2319;0
2013-01-04;08:30;172;79;62;591;2903;0
2013-01-04;09:00;177;84;51;610;2879;0
2013-01-04;09:30;207;96;48;636;3063;0
2013-01-04;10:00;218;75;49;638;3081;0
2013-01-04;10:30;237;99;48;585;3160;0
2013-01-04;11:00;219;71;43;543;3043;0
2013-01-04;11:30;225;54;54;489;3056;0
2013-01-04;12:00;172;55;39;314;2719;0
2013-01-04;12:30;193;44;50;292;2642;0
2013-01-04;13:00;158;34;47;306;2383;0
2013-01-04;13:30;162;25;44;328;2215;0
2013-01-04;14:00;171;33;43;412;2333;0
2013-01-04;14:30;187;38;45;418;2875;0
2013-01-04;15:00;179;36;47;417;3101;0
2013-01-04;15:30;189;37;45;338;2997;0
2013-01-04;16:00;201;23;34;300;2948;0
2013-01-04;16:30;199;21;55;252;3068;0
2013-01-04;17:00;171;18;49;203;3178;0
2013-01-04;17:30;180;20;56;131;3196;0
2013-01-04;18:00;183;21;40;130;3157;0
2013-01-04;18:30;178;18;41;97;2959;0
2013-01-04;19:00;179;18;48;103;2816;0
2013-01-04;19:30;169;15;34;93;3029;0
2013-01-04;20:00;181;13;32;44;2569;0
2013-01-04;20:30;150;7;19;58;2329;0
2013-01-04;21:00;140;11;29;39;1879;0
2013-01-04;21:30;123;9;20;43;1764;0
2013-01-04;22:00;118;3;23;48;1876;0
2013-01-04;22:30;121;4;18;45;1776;0
2013-01-04;23:00;120;10;18;34;1815;0
2013-01-04;23:30;136;11;19;45;1671;0
2013-01-05;00:00;95;6;21;38;1463;0
2013-01-05;00:30;92;6;24;32;1191;0
2013-01-05;01:00;103;2;17;25;1010;0
2013-01-05;01:30;88;7;16;30;743;0
2013-01-05;02:00;74;1;15;25;608;0
2013-01-05;02:30;50;5;14;29;492;0
2013-01-05;03:00;59;3;14;29;371;0
2013-01-05;03:30;58;6;15;23;315;0
2013-01-05;04:00;64;9;14;42;319;0
2013-01-05;04:30;52;9;12;61;306;0
2013-01-05;05:00;55;13;18;82;315;0
2013-01-05;05:30;54;17;17;99;409;0
2013-01-05;06:00;52;33;33;120;507;0
2013-01-05;06:30;51;35;35;205;788;0
2013-01-05;07:00;50;47;39;214;782;0
2013-01-05;07:30;51;40;39;271;1051;0
2013-01-05;08:00;68;46;44;271;1139;0
2013-01-05;08:30;114;51;40;266;1515;0
2013-01-05;09:00;141;53;50;253;2133;0
2013-01-05;09:30;180;62;44;246;2933;0
2013-01-05;10:00;214;55;40;234;3318;0
2013-01-05;10:30;224;54;46;225;3603;0
2013-01-05;11:00;225;36;41;211;3659;0
2013-01-05;11:30;242;37;44;168;3831;0
2013-01-05;12:00;191;23;44;155;3570;0
2013-01-05;12:30;216;23;42;151;3368;0
2013-01-05;13:00;180;24;43;114;3050;0
2013-01-05;13:30;172;17;47;105;2699;0
2013-01-05;14:00;188;20;43;90;2901;0
2013-01-05;14:30;206;13;38;116;3485;0
2013-01-05;15:00;202;22;39;107;3892;0
2013-01-05;15:30;225;14;36;125;4152;0
2013-01-05;16:00;238;19;33;106;4262;0
2013-01-05;16:30;229;17;50;97;4334;0
2013-01-05;17:00;189;15;43;100;4035;0
2013-01-05;17:30;203;15;37;90;3706;0
2013-01-05;18:00;168;17;42;95;3585;0
2013-01-05;18:30;177;12;49;95;3466;0
2013-01-05;19:00;178;16;41;69;3424;0
2013-01-05;19:30;156;9;30;58;3485;0
2013-01-05;20:00;183;5;28;40;3279;0
2013-01-05;20:30;139;13;31;73;2924;0
2013-01-05;21:00;139;4;27;39;2338;0
2013-01-05;21:30;157;7;21;50;2095;0
2013-01-05;22:00;119;6;22;33;2255;0
2013-01-05;22:30;135;9;19;44;2279;0
2013-01-05;23:00;128;9;21;40;2362;0
2013-01-05;23:30;158;10;19;39;2344;0
2013-01-06;00:00;152;6;22;36;2066;0
2013-01-06;00:30;109;7;22;27;1787;0
2013-01-06;01:00;102;5;16;19;1419;0
2013-01-06;01:30;70;4;14;23;1084;0
2013-01-06;02:00;113;4;16;24;908;0
2013-01-06;02:30;96;4;11;24;677;0
2013-01-06;03:00;78;2;14;20;485;0
2013-01-06;03:30;64;3;12;17;397;0
2013-01-06;04:00;62;2;12;20;356;0
2013-01-06;04:30;65;3;14;27;336;0
2013-01-06;05:00;58;4;19;28;339;0
2013-01-06;05:30;49;4;13;38;337;0
2013-01-06;06:00;33;7;25;29;366;0
2013-01-06;06:30;41;6;23;29;639;0
2013-01-06;07:00;40;12;26;46;444;0
2013-01-06;07:30;48;8;28;76;620;0
2013-01-06;08:00;77;7;29;64;689;0
2013-01-06;08:30;104;17;44;67;947;0
2013-01-06;09:00;120;9;28;80;1470;0
2013-01-06;09:30;154;13;36;69;2201;0
2013-01-06;10:00;180;13;33;87;2933;0
2013-01-06;10:30;182;10;35;90;3097;0
2013-01-06;11:00;187;9;32;77;3397;0
2013-01-06;11:30;178;13;36;84;3376;0
2013-01-06;12:00;176;11;32;83;3355;0
2013-01-06;12:30;153;17;38;63;3350;0
2013-01-06;13:00;150;16;34;61;2697;0
2013-01-06;13:30;155;8;38;47;2451;0
2013-01-06;14:00;168;11;41;62;2620;0
2013-01-06;14:30;209;8;40;63;3313;0
2013-01-06;15:00;208;8;37;58;3725;0
2013-01-06;15:30;170;8;38;62;3980;0
2013-01-06;16:00;213;10;43;76;4163;0
2013-01-06;16:30;195;8;34;81;4105;0
2013-01-06;17:00;215;9;39;68;4160;0
2013-01-06;17:30;213;12;42;61;4214;0
2013-01-06;18:00;207;4;43;64;3953;0
2013-01-06;18:30;191;6;36;53;3694;0
2013-01-06;19:00;132;7;31;57;3424;0
2013-01-06;19:30;152;10;29;70;3135;0
2013-01-06;20:00;177;14;25;43;2687;0
2013-01-06;20:30;137;8;20;47;2158;0
2013-01-06;21:00;128;7;22;46;1811;0
2013-01-06;21:30;126;7;17;41;1693;0
2013-01-06;22:00;121;2;20;33;1778;0
2013-01-06;22:30;107;7;15;38;1588;0
2013-01-06;23:00;85;8;16;30;1482;0
2013-01-06;23:30;69;8;17;28;1223;0
2013-01-07;00:00;69;3;21;32;957;0
2013-01-07;00:30;54;3;21;23;704;0
2013-01-07;01:00;55;6;13;30;439;0
2013-01-07;01:30;41;7;6;27;331;0
2013-01-07;02:00;49;5;;20;258;0
2013-01-07;02:30;55;6;;25;177;0
2013-01-07;03:00;48;2;;14;132;0
2013-01-07;03:30;37;11;;30;132;0
2013-01-07;04:00;52;9;1;43;155;0
2013-01-07;04:30;42;10;2;68;226;0
2013-01-07;05:00;39;19;11;113;416;0
2013-01-07;05:30;46;45;14;142;595;0
2013-01-07;06:00;62;56;32;255;861;0
2013-01-07;06:30;114;92;61;508;1776;0
2013-01-07;07:00;144;104;77;785;3093;0
2013-01-07;07:30;137;78;108;512;2330;1
2013-01-07;08:00;193;72;93;557;2855;1
2013-01-07;08:30;199;77;84;622;2946;1
2013-01-07;09:00;264;71;92;637;3142;1
2013-01-07;09:30;231;75;74;691;2815;1
2013-01-07;10:00;228;99;70;686;2624;1
2013-01-07;10:30;250;94;64;628;2558;1
2013-01-07;11:00;217;86;58;595;2434;1
2013-01-07;11:30;194;68;73;528;2294;1
2013-01-07;12:00;187;73;63;418;2222;1
2013-01-07;12:30;200;41;64;291;2208;1
2013-01-07;13:00;165;56;76;350;2062;1
2013-01-07;13:30;153;53;62;455;2027;1
2013-01-07;14:00;198;40;69;473;2151;1
2013-01-07;14:30;204;41;66;500;2392;1
2013-01-07;15:00;187;26;71;470;2560;1
2013-01-07;15:30;222;34;60;413;2642;1
2013-01-07;16:00;215;30;83;326;2757;1
2013-01-07;16:30;200;31;92;284;2496;1
2013-01-07;17:00;169;28;74;225;2480;1
2013-01-07;17:30;191;22;83;136;2540;1
2013-01-07;18:00;170;14;83;124;2488;1
2013-01-07;18:30;179;17;69;92;2428;1
2013-01-07;19:00;192;21;75;70;2361;1
2013-01-07;19:30;233;20;52;147;4967;0
2013-01-07;20:00;215;12;33;85;3383;0
2013-01-07;20:30;189;17;37;77;2555;0
2013-01-07;21:00;142;9;23;45;1803;0
2013-01-07;21:30;117;4;20;40;1578;0
2013-01-07;22:00;140;6;23;31;1496;0
2013-01-07;22:30;97;8;22;30;1434;0
2013-01-07;23:00;104;16;24;41;1247;0
2013-01-07;23:30;77;13;22;34;1159;0
2013-01-08;00:00;68;5;18;27;879;0
2013-01-08;00:30;56;7;24;32;628;0
2013-01-08;01:00;39;10;12;25;407;0
2013-01-08;01:30;36;9;8;20;281;0
2013-01-08;02:00;51;3;1;21;195;0
2013-01-08;02:30;39;2;2;22;137;0
2013-01-08;03:00;46;6;;34;129;0
2013-01-08;03:30;45;11;1;37;119;0
2013-01-08;04:00;39;12;;47;144;0
2013-01-08;04:30;47;10;1;84;229;0
2013-01-08;05:00;51;20;12;97;351;0
2013-01-08;05:30;49;52;13;192;625;0
2013-01-08;06:00;69;67;35;256;870;0
2013-01-08;06:30;122;111;49;560;1776;0
2013-01-08;07:00;139;146;86;921;3147;0
2013-01-08;07:30;158;86;103;536;2434;1
2013-01-08;08:00;185;97;85;629;2961;1
2013-01-08;08:30;234;83;91;631;3188;1
2013-01-08;09:00;246;84;96;774;3389;1
2013-01-08;09:30;305;98;74;762;3404;1
2013-01-08;10:00;243;113;65;789;2845;1
2013-01-08;10:30;252;93;59;675;2904;1
2013-01-08;11:00;269;95;63;644;2763;1
2013-01-08;11:30;214;79;62;587;2775;1
2013-01-08;12:00;239;77;74;433;2482;1
2013-01-08;12:30;200;55;70;355;2651;1
2013-01-08;13:00;187;55;70;376;2379;1
2013-01-08;13:30;172;50;69;469;2366;1
2013-01-08;14:00;200;48;76;559;2509;1
2013-01-08;14:30;228;51;61;586;2698;1
2013-01-08;15:00;204;44;72;487;2703;1
2013-01-08;15:30;231;35;66;456;2868;1
2013-01-08;16:00;218;32;74;324;2835;1
2013-01-08;16:30;205;33;82;298;2656;1
2013-01-08;17:00;211;36;83;248;2602;1
2013-01-08;17:30;185;26;79;193;2617;1
2013-01-08;18:00;190;17;88;120;2650;1
2013-01-08;18:30;168;16;77;87;2720;1
2013-01-08;19:00;184;14;71;95;2580;1
2013-01-08;19:30;280;23;52;137;5238;0
2013-01-08;20:00;228;12;41;91;3864;0
2013-01-08;20:30;180;10;29;74;2898;0
2013-01-08;21:00;153;12;29;64;2118;0
2013-01-08;21:30;138;7;20;49;1715;0
2013-01-08;22:00;122;6;23;43;1765;0
2013-01-08;22:30;130;6;19;44;1675;0
2013-01-08;23:00;122;10;21;41;1590;0
2013-01-08;23:30;102;4;22;35;1490;0
2013-01-09;00:00;80;4;20;28;1087;0
2013-01-09;00:30;69;3;27;23;776;0
2013-01-09;01:00;49;2;12;21;513;0
2013-01-09;01:30;51;7;6;20;397;0
2013-01-09;02:00;34;6;1;31;272;0
2013-01-09;02:30;39;4;;23;181;0
2013-01-09;03:00;50;3;;26;172;0
2013-01-09;03:30;41;6;;33;155;0
2013-01-09;04:00;41;13;1;49;173;0
2013-01-09;04:30;43;10;2;61;238;0
2013-01-09;05:00;50;22;14;116;339;0
2013-01-09;05:30;44;52;14;160;596;0
2013-01-09;06:00;62;53;41;219;876;0
2013-01-09;06:30;100;82;59;576;1705;0
2013-01-09;07:00;148;122;84;949;3044;0
2013-01-09;07:30;166;100;99;546;2460;1
2013-01-09;08:00;202;73;99;660;3056;1
2013-01-09;08:30;221;93;76;649;3359;1
2013-01-09;09:00;260;89;93;780;3453;1
2013-01-09;09:30;267;103;79;801;3334;1
2013-01-09;10:00;258;111;61;808;3135;1
2013-01-09;10:30;263;105;68;728;2861;1
2013-01-09;11:00;257;97;63;670;2830;1
2013-01-09;11:30;230;88;65;607;2727;1
2013-01-09;12:00;223;50;72;453;2714;1
2013-01-09;12:30;236;44;66;355;2670;1
2013-01-09;13:00;238;49;69;392;2443;1
2013-01-09;13:30;206;41;72;459;2394;1
2013-01-09;14:00;205;52;64;557;2398;1
2013-01-09;14:30;232;51;67;534;2805;1
2013-01-09;15:00;233;25;56;483;2655;1
2013-01-09;15:30;220;40;54;422;2741;1
2013-01-09;16:00;227;22;77;373;2761;1
2013-01-09;16:30;219;27;81;305;2761;1
2013-01-09;17:00;216;29;77;247;2619;1
2013-01-09;17:30;209;22;77;183;2776;1
2013-01-09;18:00;181;18;80;132;2710;1
2013-01-09;18:30;217;22;67;100;2746;1
2013-01-09;19:00;210;18;75;77;2525;1
2013-01-09;19:30;304;15;47;149;5447;0
2013-01-09;20:00;259;9;45;89;4091;0
2013-01-09;20:30;189;6;27;67;3112;0
2013-01-09;21:00;140;10;27;48;2186;0
2013-01-09;21:30;113;4;22;50;1779;0
2013-01-09;22:00;111;9;20;46;1710;0
2013-01-09;22:30;136;8;22;41;1723;0
2013-01-09;23:00;117;5;19;46;1798;0
2013-01-09;23:30;116;10;22;34;1692;0
2013-01-10;00:00;99;8;24;21;1327;0
2013-01-10;00:30;95;5;26;27;989;0
2013-01-10;01:00;55;6;12;23;628;0
2013-01-10;01:30;55;9;7;22;489;0
2013-01-10;02:00;51;6;;36;339;0
2013-01-10;02:30;46;1;1;26;241;0
2013-01-10;03:00;46;6;;21;187;0
2013-01-10;03:30;50;7;1;25;182;0
2013-01-10;04:00;40;14;1;47;172;0
2013-01-10;04:30;40;8;1;80;245;0
2013-01-10;05:00;41;18;10;126;378;0
2013-01-10;05:30;50;45;12;186;604;0
2013-01-10;06:00;67;80;37;254;896;0
2013-01-10;06:30;109;86;44;626;1737;0
2013-01-10;07:00;160;105;95;895;3112;0
2013-01-10;07:30;157;77;98;562;2444;1
2013-01-10;08:00;202;100;91;674;3052;1
2013-01-10;08:30;240;75;82;636;3371;1
2013-01-10;09:00;283;95;108;718;3539;1
2013-01-10;09:30;257;100;90;802;3535;1
2013-01-10;10:00;277;117;77;830;3144;1
2013-01-10;10:30;247;107;61;747;3109;1
2013-01-10;11:00;258;93;68;688;2895;1
2013-01-10;11:30;254;87;70;626;2833;1
2013-01-10;12:00;249;64;80;487;2739;1
2013-01-10;12:30;254;44;72;384;2819;1
2013-01-10;13:00;222;51;72;412;2628;1
2013-01-10;13:30;197;48;68;527;2521;1
2013-01-10;14:00;240;48;70;574;2722;1
2013-01-10;14:30;250;48;67;554;2902;1
2013-01-10;15:00;244;28;74;480;2852;1
2013-01-10;15:30;253;35;61;452;2992;1
2013-01-10;16:00;230;29;84;379;2964;1
2013-01-10;16:30;226;35;82;292;2875;1
2013-01-10;17:00;251;24;82;242;2852;1
2013-01-10;17:30;231;22;78;191;2755;1
2013-01-10;18:00;228;23;79;176;3923;0
2013-01-10;18:30;250;18;71;139;3778;0
2013-01-10;19:00;225;16;73;123;3622;0
2013-01-10;19:30;324;12;56;116;5166;0
2013-01-10;20:00;260;16;39;81;4495;0
2013-01-10;20:30;256;12;29;83;3563;0
2013-01-10;21:00;176;12;26;58;2563;0
2013-01-10;21:30;143;7;18;48;2034;0
2013-01-10;22:00;149;1;23;43;1995;0
2013-01-10;22:30;132;8;19;50;1862;0
2013-01-10;23:00;143;12;21;44;1875;0
2013-01-10;23:30;124;11;22;36;1812;0
2013-01-11;00:00;112;5;19;39;1668;0
2013-01-11;00:30;89;10;29;26;1201;0
2013-01-11;01:00;75;8;17;25;778;0
2013-01-11;01:30;73;9;8;33;568;0
2013-01-11;02:00;57;5;;27;437;0
2013-01-11;02:30;46;8;;24;307;0
2013-01-11;03:00;69;5;;27;242;0
2013-01-11;03:30;43;6;;35;245;0
2013-01-11;04:00;41;10;2;53;213;0
2013-01-11;04:30;33;12;2;83;282;0
2013-01-11;05:00;48;19;15;118;410;0
2013-01-11;05:30;53;59;14;169;599;0
2013-01-11;06:00;50;61;32;244;849;0
2013-01-11;06:30;109;95;52;561;1702;0
2013-01-11;07:00;164;124;81;866;2994;0
2013-01-11;07:30;174;83;89;565;2429;1
2013-01-11;08:00;225;75;92;597;3067;1
2013-01-11;08:30;250;76;94;624;3372;1
2013-01-11;09:00;270;84;80;766;3605;1
2013-01-11;09:30;296;104;85;827;3500;1
2013-01-11;10:00;256;105;70;796;3117;1
2013-01-11;10:30;279;98;56;724;3226;1
2013-01-11;11:00;302;104;68;719;3148;1
2013-01-11;11:30;273;69;68;646;3089;1
2013-01-11;12:00;247;63;78;476;2947;1
2013-01-11;12:30;263;45;62;434;2879;1
2013-01-11;13:00;225;53;69;371;2641;1
2013-01-11;13:30;230;47;71;497;2549;1
2013-01-11;14:00;241;58;64;514;2696;1
2013-01-11;14:30;286;52;61;605;2983;1
2013-01-11;15:00;245;40;69;487;3023;1
2013-01-11;15:30;229;39;58;459;3011;1
2013-01-11;16:00;266;21;78;354;3004;1
2013-01-11;16:30;256;33;85;323;2800;1
2013-01-11;17:00;233;33;83;265;2773;1
2013-01-11;17:30;261;24;77;181;2854;1
2013-01-11;18:00;235;27;76;155;2868;1
2013-01-11;18:30;219;15;73;111;2865;1
2013-01-11;19:00;209;19;70;88;2751;1
2013-01-11;19:30;307;22;52;163;5464;0
2013-01-11;20:00;275;8;43;78;4639;0
2013-01-11;20:30;230;12;27;90;3921;0
2013-01-11;21:00;218;12;31;67;3063;0
2013-01-11;21:30;196;7;24;63;2625;0
2013-01-11;22:00;191;8;23;53;2591;0
2013-01-11;22:30;164;10;19;50;2635;0
2013-01-11;23:00;192;13;28;56;2689;0
2013-01-11;23:30;177;9;20;52;2767;0
2013-01-12;00:00;166;12;24;66;2516;0
2013-01-12;00:30;116;9;30;44;2056;0
2013-01-12;01:00;113;9;16;32;1649;0
2013-01-12;01:30;101;3;18;39;1327;0
2013-01-12;02:00;74;7;13;26;1032;0
2013-01-12;02:30;71;7;13;26;826;0
2013-01-12;03:00;62;4;15;37;679;0
2013-01-12;03:30;44;6;12;30;658;0
2013-01-12;04:00;52;11;15;46;542;0
2013-01-12;04:30;47;9;13;62;600;0
2013-01-12;05:00;61;17;19;84;522;0
2013-01-12;05:30;75;23;14;141;624;0
2013-01-12;06:00;53;34;36;127;670;0
2013-01-12;06:30;61;35;43;240;1025;0
2013-01-12;07:00;73;57;47;288;1048;0
2013-01-12;07:30;123;71;51;404;1945;0
2013-01-12;08:00;119;53;55;353;1917;0
2013-01-12;08:30;171;53;52;318;2311;0
2013-01-12;09:00;205;57;50;314;2847;0
2013-01-12;09:30;248;66;57;338;3842;0
2013-01-12;10:00;267;64;46;344;4164;0
2013-01-12;10:30;286;52;46;301;4229;0
2013-01-12;11:00;310;57;54;249;4474;0
2013-01-12;11:30;321;36;42;266;4649;0
2013-01-12;12:00;293;33;52;184;4603;0
2013-01-12;12:30;259;31;53;180;4479;0
2013-01-12;13:00;254;30;53;140;4103;0
2013-01-12;13:30;234;28;55;151;3486;0
2013-01-12;14:00;244;25;50;117;3505;0
2013-01-12;14:30;263;19;53;148;3859;0
2013-01-12;15:00;282;18;53;122;4308;0
2013-01-12;15:30;277;22;47;133;4515;0
2013-01-12;16:00;275;17;40;118;4705;0
2013-01-12;16:30;270;19;50;119;4935;0
2013-01-12;17:00;294;21;51;116;4880;0
2013-01-12;17:30;241;13;49;98;4739;0
2013-01-12;18:00;268;17;43;114;4524;0
2013-01-12;18:30;279;15;61;94;4423;0
2013-01-12;19:00;244;12;43;83;4308;0
2013-01-12;19:30;258;15;54;77;4555;0
2013-01-12;20:00;245;3;36;77;4672;0
2013-01-12;20:30;256;6;33;76;4110;0
2013-01-12;21:00;215;11;29;64;3337;0
2013-01-12;21:30;177;7;22;70;2752;0
2013-01-12;22:00;169;3;28;51;2523;0
2013-01-12;22:30;157;4;25;55;2637;0
2013-01-12;23:00;176;7;27;52;3113;0
2013-01-12;23:30;193;14;25;48;3134;0
2013-01-13;00:00;156;9;21;47;3195;0
2013-01-13;00:30;170;7;28;44;2865;0
2013-01-13;01:00;131;3;19;45;2264;0
2013-01-13;01:30;122;7;15;43;1779;0
2013-01-13;02:00;105;4;19;25;1336;0
2013-01-13;02:30;80;7;12;32;1004;0
2013-01-13;03:00;58;4;13;23;748;0
2013-01-13;03:30;59;1;14;25;634;0
2013-01-13;04:00;63;5;15;16;562;0
2013-01-13;04:30;53;7;14;29;487;0
2013-01-13;05:00;63;2;16;28;490;0
