Anno;Mese;NaturaIncidente;Incidenti;Feriti;Morti
2004;6;Scontro frontale - laterale;533;808;2
2004;6;Scontro laterale;235;290;0
2004;6;Tamponamento;193;279;0
2004;6;Urto con ostacolo;79;81;3
2004;6;Urto con veicolo in fermata o sosta;168;236;1
2004;7;Altre cause;29;31;0
2004;7;Fuoriuscita, sbandamento;184;201;0
2004;7;Investimento pedone;114;139;1
2004;7;Scontro frontale;27;36;0
2004;7;Scontro frontale - laterale;515;747;1
2004;7;Scontro laterale;204;242;0
2004;7;Tamponamento;194;288;2
2004;7;Urto con ostacolo;80;92;0
2004;7;Urto con veicolo in fermata o sosta;182;227;0
2004;8;Altre cause;15;18;0
2004;8;Fuoriuscita, sbandamento;62;72;0
2004;8;Investimento pedone;50;61;1
2004;8;Scontro frontale;16;25;0
2004;8;Scontro frontale - laterale;258;378;1
2004;8;Scontro laterale;85;104;0
2004;8;Tamponamento;70;103;0
2004;8;Urto con ostacolo;58;66;0
2004;8;Urto con veicolo in fermata o sosta;85;120;0
2004;9;Altre cause;33;39;0
2004;9;Fuoriuscita, sbandamento;142;152;0
2004;9;Investimento pedone;152;188;3
2004;9;Scontro frontale;33;50;0
2004;9;Scontro frontale - laterale;513;746;0
2004;9;Scontro laterale;181;209;0
2004;9;Tamponamento;174;285;1
2004;9;Urto con ostacolo;69;81;1
2004;9;Urto con veicolo in fermata o sosta;163;206;1
2004;10;Altre cause;47;51;0
2004;10;Fuoriuscita, sbandamento;184;192;1
2004;10;Investimento pedone;166;198;1
2004;10;Scontro frontale;24;30;0
2004;10;Scontro frontale - laterale;596;868;2
2004;10;Scontro laterale;185;218;1
2004;10;Tamponamento;207;334;0
2004;10;Urto con ostacolo;94;109;2
2004;10;Urto con veicolo in fermata o sosta;207;256;2
2004;11;Altre cause;26;28;0
2004;11;Fuoriuscita, sbandamento;119;130;1
2004;11;Investimento pedone;203;252;1
2004;11;Scontro frontale;31;66;1
2004;11;Scontro frontale - laterale;467;684;3
2004;11;Scontro laterale;165;189;0
2004;11;Tamponamento;159;256;0
2004;11;Urto con ostacolo;68;89;2
2004;11;Urto con veicolo in fermata o sosta;137;177;0
2004;12;Altre cause;28;29;0
2004;12;Fuoriuscita, sbandamento;131;135;1
2004;12;Investimento pedone;161;189;3
2004;12;Scontro frontale;27;38;1
2004;12;Scontro frontale - laterale;503;783;1
2004;12;Scontro laterale;130;158;0
2004;12;Tamponamento;149;227;0
2004;12;Urto con ostacolo;71;78;1
2004;12;Urto con veicolo in fermata o sosta;156;210;0
2005;1;Altre cause;24;24;0
2005;1;Fuoriuscita, sbandamento;83;91;0
2005;1;Investimento pedone;125;147;3
2005;1;Scontro frontale;24;29;1
2005;1;Scontro frontale - laterale;399;634;1
2005;1;Scontro laterale;106;124;0
2005;1;Tamponamento;141;213;1
2005;1;Urto con ostacolo;47;53;1
2005;1;Urto con veicolo in fermata o sosta;119;167;1
2005;2;Altre cause;24;24;1
2005;2;Fuoriuscita, sbandamento;112;114;1
2005;2;Investimento pedone;149;181;3
2005;2;Scontro frontale;23;43;0
2005;2;Scontro frontale - laterale;398;603;2
2005;2;Scontro laterale;104;120;0
2005;2;Tamponamento;130;204;0
2005;2;Urto con ostacolo;45;50;1
2005;2;Urto con veicolo in fermata o sosta;113;154;2
2005;3;Altre cause;19;20;0
2005;3;Fuoriuscita, sbandamento;90;93;0
2005;3;Investimento pedone;172;199;3
2005;3;Scontro frontale;21;29;0
2005;3;Scontro frontale - laterale;432;626;6
2005;3;Scontro laterale;117;138;1
2005;3;Tamponamento;126;192;0
2005;3;Urto con ostacolo;60;73;0
2005;3;Urto con veicolo in fermata o sosta;148;194;0
2005;4;Altre cause;30;36;0
2005;4;Fuoriuscita, sbandamento;94;101;0
2005;4;Investimento pedone;147;168;1
2005;4;Scontro frontale;14;20;0
2005;4;Scontro frontale - laterale;461;670;0
2005;4;Scontro laterale;158;190;1
2005;4;Tamponamento;181;275;1
2005;4;Urto con ostacolo;59;70;2
2005;4;Urto con veicolo in fermata o sosta;165;207;0
2005;5;Altre cause;35;48;0
2005;5;Fuoriuscita, sbandamento;146;154;1
2005;5;Investimento pedone;157;185;3
2005;5;Scontro frontale;33;46;0
2005;5;Scontro frontale - laterale;531;770;1
2005;5;Scontro laterale;205;241;1
2005;5;Tamponamento;182;275;0
2005;5;Urto con ostacolo;64;74;1
2005;5;Urto con veicolo in fermata o sosta;187;245;0
2005;6;Altre cause;51;60;0
2005;6;Fuoriuscita, sbandamento;150;168;1
2005;6;Investimento pedone;126;166;2
2005;6;Scontro frontale;24;64;0
2005;6;Scontro frontale - laterale;478;696;0
2005;6;Scontro laterale;190;216;0
2005;6;Tamponamento;174;261;0
2005;6;Urto con ostacolo;79;92;1
2005;6;Urto con veicolo in fermata o sosta;164;206;0
2005;7;Altre cause;46;51;0
2005;7;Fuoriuscita, sbandamento;137;153;0
2005;7;Investimento pedone;114;136;1
2005;7;Scontro frontale;30;38;0
2005;7;Scontro frontale - laterale;525;764;4
2005;7;Scontro laterale;168;206;0
2005;7;Tamponamento;168;258;0
2005;7;Urto con ostacolo;67;76;0
2005;7;Urto con veicolo in fermata o sosta;170;217;0
2005;8;Altre cause;30;34;0
2005;8;Fuoriuscita, sbandamento;90;101;0
2005;8;Investimento pedone;57;63;4
2005;8;Scontro frontale;14;24;0
2005;8;Scontro frontale - laterale;283;421;0
2005;8;Scontro laterale;97;117;0
2005;8;Tamponamento;82;119;0
2005;8;Urto con ostacolo;57;73;0
2005;8;Urto con veicolo in fermata o sosta;86;117;0
2005;9;Altre cause;30;30;1
2005;9;Fuoriuscita, sbandamento;162;173;0
2005;9;Investimento pedone;155;184;7
2005;9;Scontro frontale;26;41;0
2005;9;Scontro frontale - laterale;441;650;1
2005;9;Scontro laterale;161;191;0
2005;9;Tamponamento;159;260;0
2005;9;Urto con ostacolo;49;62;1
2005;9;Urto con veicolo in fermata o sosta;159;196;0
2005;10;Altre cause;31;34;0
2005;10;Fuoriuscita, sbandamento;135;143;1
2005;10;Investimento pedone;164;195;3
2005;10;Scontro frontale;25;30;0
2005;10;Scontro frontale - laterale;508;764;2
2005;10;Scontro laterale;174;198;0
2005;10;Tamponamento;162;248;0
2005;10;Urto con ostacolo;60;70;0
2005;10;Urto con veicolo in fermata o sosta;149;189;1
2005;11;Altre cause;35;38;0
2005;11;Fuoriuscita, sbandamento;164;174;1
2005;11;Investimento pedone;174;202;1
2005;11;Scontro frontale;32;45;0
2005;11;Scontro frontale - laterale;513;755;2
2005;11;Scontro laterale;145;166;0
2005;11;Tamponamento;167;270;0
2005;11;Urto con ostacolo;67;83;0
2005;11;Urto con veicolo in fermata o sosta;158;221;1
2005;12;Altre cause;34;37;0
2005;12;Fuoriuscita, sbandamento;93;103;0
2005;12;Investimento pedone;164;199;6
2005;12;Scontro frontale;27;41;0
2005;12;Scontro frontale - laterale;383;610;1
2005;12;Scontro laterale;99;118;1
2005;12;Tamponamento;129;200;0
2005;12;Urto con ostacolo;72;91;0
2005;12;Urto con veicolo in fermata o sosta;118;161;0
2006;1;Altre cause;34;36;0
2006;1;Fuoriuscita, sbandamento;165;177;1
2006;1;Investimento pedone;155;177;4
2006;1;Scontro frontale;27;40;0
2006;1;Scontro frontale - laterale;389;581;0
2006;1;Scontro laterale;100;114;0
2006;1;Tamponamento;119;195;0
2006;1;Urto con ostacolo;79;103;3
2006;1;Urto con veicolo in fermata o sosta;139;205;0
2006;2;Altre cause;12;15;0
2006;2;Fuoriuscita, sbandamento;81;83;3
2006;2;Investimento pedone;145;172;3
2006;2;Scontro frontale;9;10;2
2006;2;Scontro frontale - laterale;344;518;3
2006;2;Scontro laterale;89;108;0
2006;2;Tamponamento;101;155;0
2006;2;Urto con ostacolo;47;51;3
2006;2;Urto con veicolo in fermata o sosta;112;137;1
2006;3;Altre cause;31;34;0
2006;3;Fuoriuscita, sbandamento;112;124;0
2006;3;Investimento pedone;160;184;0
2006;3;Scontro frontale;28;35;1
2006;3;Scontro frontale - laterale;461;661;1
2006;3;Scontro laterale;129;159;0
2006;3;Tamponamento;152;227;0
2006;3;Urto con ostacolo;72;89;0
2006;3;Urto con veicolo in fermata o sosta;151;206;2
2006;4;Altre cause;27;30;0
2006;4;Fuoriuscita, sbandamento;90;100;0
2006;4;Investimento pedone;106;139;2
2006;4;Scontro frontale;16;25;0
2006;4;Scontro frontale - laterale;434;641;0
2006;4;Scontro laterale;142;165;0
2006;4;Tamponamento;161;231;0
2006;4;Urto con ostacolo;52;60;2
2006;4;Urto con veicolo in fermata o sosta;146;212;1
2006;5;Altre cause;38;43;0
2006;5;Fuoriuscita, sbandamento;141;146;0
2006;5;Investimento pedone;153;178;4
2006;5;Scontro frontale;23;32;0
2006;5;Scontro frontale - laterale;466;709;0
2006;5;Scontro laterale;205;238;0
2006;5;Tamponamento;175;267;0
2006;5;Urto con ostacolo;63;71;1
2006;5;Urto con veicolo in fermata o sosta;147;198;1
2006;6;Altre cause;43;47;1
2006;6;Fuoriuscita, sbandamento;150;156;1
2006;6;Investimento pedone;131;173;2
2006;6;Scontro frontale;39;52;0
2006;6;Scontro frontale - laterale;504;722;0
2006;6;Scontro laterale;191;223;1
2006;6;Tamponamento;170;260;1
2006;6;Urto con ostacolo;74;92;0
2006;6;Urto con veicolo in fermata o sosta;163;200;1
2006;7;Altre cause;26;28;0
2006;7;Fuoriuscita, sbandamento;158;176;1
2006;7;Investimento pedone;128;157;2
2006;7;Scontro frontale;13;22;0
2006;7;Scontro frontale - laterale;478;699;5
2006;7;Scontro laterale;177;205;3
2006;7;Tamponamento;150;241;0
2006;7;Urto con ostacolo;74;90;2
2006;7;Urto con veicolo in fermata o sosta;138;185;1
2006;8;Altre cause;26;31;0
2006;8;Fuoriuscita, sbandamento;79;84;1
2006;8;Investimento pedone;47;51;0
2006;8;Scontro frontale;14;19;1
2006;8;Scontro frontale - laterale;227;380;0
2006;8;Scontro laterale;76;104;2
2006;8;Tamponamento;73;120;0
2006;8;Urto con ostacolo;63;75;0
2006;8;Urto con veicolo in fermata o sosta;77;116;1
2006;9;Altre cause;27;33;0
2006;9;Fuoriuscita, sbandamento;148;159;1
2006;9;Investimento pedone;144;173;1
2006;9;Scontro frontale;19;31;0
2006;9;Scontro frontale - laterale;405;618;0
2006;9;Scontro laterale;166;193;1
2006;9;Tamponamento;150;232;0
2006;9;Urto con ostacolo;53;62;1
2006;9;Urto con veicolo in fermata o sosta;151;201;0
2006;10;Altre cause;34;35;0
2006;10;Fuoriuscita, sbandamento;150;173;0
2006;10;Investimento pedone;151;177;4
2006;10;Scontro frontale;29;38;0
2006;10;Scontro frontale - laterale;515;723;2
2006;10;Scontro laterale;188;215;1
2006;10;Tamponamento;170;269;1
2006;10;Urto con ostacolo;65;78;0
2006;10;Urto con veicolo in fermata o sosta;169;221;0
2006;11;Altre cause;27;27;0
2006;11;Fuoriuscita, sbandamento;140;149;0
2006;11;Investimento pedone;190;227;3
2006;11;Scontro frontale;28;40;1
2006;11;Scontro frontale - laterale;493;748;0
2006;11;Scontro laterale;152;175;0
2006;11;Tamponamento;156;232;0
2006;11;Urto con ostacolo;79;102;0
2006;11;Urto con veicolo in fermata o sosta;171;250;0
2006;12;Altre cause;23;25;0
2006;12;Fuoriuscita, sbandamento;101;103;1
2006;12;Investimento pedone;174;202;2
2006;12;Scontro frontale;25;38;0
2006;12;Scontro frontale - laterale;453;671;3
2006;12;Scontro laterale;140;167;0
2006;12;Tamponamento;154;234;0
2006;12;Urto con ostacolo;76;99;1
2006;12;Urto con veicolo in fermata o sosta;119;161;0
2007;1;Altre cause;22;24;1
2007;1;Fuoriuscita, sbandamento;101;103;0
2007;1;Investimento pedone;175;199;1
2007;1;Scontro frontale;25;30;0
2007;1;Scontro frontale - laterale;379;552;1
2007;1;Scontro laterale;118;141;1
2007;1;Tamponamento;110;174;0
2007;1;Urto con ostacolo;68;79;0
2007;1;Urto con veicolo in fermata o sosta;125;177;0
2007;2;Altre cause;10;12;0
2007;2;Fuoriuscita, sbandamento;75;79;0
2007;2;Investimento pedone;138;166;2
2007;2;Scontro frontale;22;29;1
2007;2;Scontro frontale - laterale;398;614;1
2007;2;Scontro laterale;131;156;0
2007;2;Tamponamento;110;180;0
2007;2;Urto con ostacolo;49;53;3
2007;2;Urto con veicolo in fermata o sosta;125;174;1
2007;3;Altre cause;24;26;0
2007;3;Fuoriuscita, sbandamento;144;149;2
2007;3;Investimento pedone;138;169;2
2007;3;Scontro frontale;28;37;0
2007;3;Scontro frontale - laterale;444;649;4
2007;3;Scontro laterale;142;165;1
2007;3;Tamponamento;145;219;1
2007;3;Urto con ostacolo;56;64;2
2007;3;Urto con veicolo in fermata o sosta;150;197;0
2007;4;Altre cause;34;43;0
2007;4;Fuoriuscita, sbandamento;109;123;0
2007;4;Investimento pedone;136;163;1
2007;4;Scontro frontale;17;24;0
2007;4;Scontro frontale - laterale;418;629;3
2007;4;Scontro laterale;144;176;1
2007;4;Tamponamento;129;201;0
2007;4;Urto con ostacolo;47;49;1
2007;4;Urto con veicolo in fermata o sosta;157;235;0
2007;5;Altre cause;16;16;0
2007;5;Fuoriuscita, sbandamento;170;180;1
2007;5;Investimento pedone;176;222;2
2007;5;Scontro frontale;26;38;1
2007;5;Scontro frontale - laterale;453;648;2
2007;5;Scontro laterale;172;213;0
2007;5;Tamponamento;148;228;0
2007;5;Urto con ostacolo;61;74;0
2007;5;Urto con veicolo in fermata o sosta;162;225;0
2007;6;Altre cause;22;27;0
2007;6;Fuoriuscita, sbandamento;156;173;0
2007;6;Investimento pedone;125;146;4
2007;6;Scontro frontale;25;32;0
2007;6;Scontro frontale - laterale;461;669;2
2007;6;Scontro laterale;168;209;0
2007;6;Tamponamento;141;237;0
2007;6;Urto con ostacolo;61;75;2
2007;6;Urto con veicolo in fermata o sosta;156;210;0
2007;7;Altre cause;31;34;1
2007;7;Fuoriuscita, sbandamento;159;172;1
2007;7;Investimento pedone;144;175;1
2007;7;Scontro frontale;30;44;2
2007;7;Scontro frontale - laterale;463;696;1
2007;7;Scontro laterale;141;167;0
2007;7;Tamponamento;154;222;0
2007;7;Urto con ostacolo;58;62;2
2007;7;Urto con veicolo in fermata o sosta;156;225;1
2007;8;Altre cause;9;9;0
2007;8;Fuoriuscita, sbandamento;84;95;0
2007;8;Investimento pedone;51;63;2
2007;8;Scontro frontale;9;18;0
2007;8;Scontro frontale - laterale;242;375;2
2007;8;Scontro laterale;62;67;1
2007;8;Tamponamento;72;118;0
2007;8;Urto con ostacolo;45;58;2
2007;8;Urto con veicolo in fermata o sosta;64;81;0
2007;9;Altre cause;27;28;0
2007;9;Fuoriuscita, sbandamento;153;166;1
2007;9;Investimento pedone;160;190;1
2007;9;Scontro frontale;22;30;0
2007;9;Scontro frontale - laterale;387;542;1
2007;9;Scontro laterale;171;199;0
2007;9;Tamponamento;176;294;0
2007;9;Urto con ostacolo;59;66;0
2007;9;Urto con veicolo in fermata o sosta;152;200;1
2007;10;Altre cause;27;33;0
2007;10;Fuoriuscita, sbandamento;144;155;0
2007;10;Investimento pedone;187;225;4
2007;10;Scontro frontale;29;41;1
2007;10;Scontro frontale - laterale;460;637;2
2007;10;Scontro laterale;170;190;0
2007;10;Tamponamento;156;230;0
2007;10;Urto con ostacolo;58;64;1
2007;10;Urto con veicolo in fermata o sosta;139;175;1
2007;11;Altre cause;23;26;0
2007;11;Fuoriuscita, sbandamento;119;125;2
2007;11;Investimento pedone;185;219;2
2007;11;Scontro frontale;26;34;1
2007;11;Scontro frontale - laterale;439;638;3
2007;11;Scontro laterale;158;176;0
2007;11;Tamponamento;139;224;0
2007;11;Urto con ostacolo;66;87;0
2007;11;Urto con veicolo in fermata o sosta;147;202;0
2007;12;Altre cause;14;17;0
2007;12;Fuoriuscita, sbandamento;113;121;0
2007;12;Investimento pedone;155;191;0
2007;12;Scontro frontale;20;26;0
2007;12;Scontro frontale - laterale;354;529;1
2007;12;Scontro laterale;125;141;0
2007;12;Tamponamento;104;153;0
2007;12;Urto con ostacolo;63;79;0
2007;12;Urto con veicolo in fermata o sosta;133;191;0
2008;1;Altre cause;10;12;0
2008;1;Fuoriuscita, sbandamento;83;99;1
2008;1;Investimento pedone;183;221;4
2008;1;Scontro frontale;21;26;1
2008;1;Scontro frontale - laterale;318;511;0
2008;1;Scontro laterale;83;96;0
2008;1;Tamponamento;111;189;0
2008;1;Urto con ostacolo;70;91;1
2008;1;Urto con veicolo in fermata o sosta;111;149;0
2008;2;Altre cause;15;17;0
2008;2;Fuoriuscita, sbandamento;111;118;0
2008;2;Investimento pedone;137;164;1
2008;2;Scontro frontale;18;26;0
2008;2;Scontro frontale - laterale;358;532;3
2008;2;Scontro laterale;134;194;1
2008;2;Tamponamento;134;214;1
2008;2;Urto con ostacolo;55;67;0
2008;2;Urto con veicolo in fermata o sosta;117;156;0
2008;3;Altre cause;25;28;0
2008;3;Fuoriuscita, sbandamento;117;132;0
2008;3;Investimento pedone;127;153;1
2008;3;Scontro frontale;26;42;0
2008;3;Scontro frontale - laterale;399;621;2
2008;3;Scontro laterale;138;162;1
2008;3;Tamponamento;125;197;2
2008;3;Urto con ostacolo;60;72;0
2008;3;Urto con veicolo in fermata o sosta;161;214;0
2008;4;Altre cause;12;14;0
2008;4;Fuoriuscita, sbandamento;139;152;0
2008;4;Investimento pedone;121;134;3
2008;4;Scontro frontale;17;26;0
2008;4;Scontro frontale - laterale;441;645;1
2008;4;Scontro laterale;126;163;0
2008;4;Tamponamento;146;233;0
2008;4;Urto con ostacolo;75;92;0
2008;4;Urto con veicolo in fermata o sosta;134;171;0
2008;5;Altre cause;20;24;1
2008;5;Fuoriuscita, sbandamento;132;146;0
2008;5;Investimento pedone;111;134;1
2008;5;Scontro frontale;25;36;1
2008;5;Scontro frontale - laterale;389;600;5
2008;5;Scontro laterale;146;177;0
2008;5;Tamponamento;107;168;0
2008;5;Urto con ostacolo;48;62;3
2008;5;Urto con veicolo in fermata o sosta;166;227;0
2008;6;Altre cause;15;15;0
2008;6;Fuoriuscita, sbandamento;128;134;0
2008;6;Investimento pedone;128;139;2
2008;6;Scontro frontale;24;44;0
2008;6;Scontro frontale - laterale;428;642;3
2008;6;Scontro laterale;125;145;0
2008;6;Tamponamento;133;211;0
2008;6;Urto con ostacolo;73;90;1
2008;6;Urto con veicolo in fermata o sosta;151;203;0
2008;7;Altre cause;24;31;0
2008;7;Fuoriuscita, sbandamento;134;149;1
2008;7;Investimento pedone;112;134;2
2008;7;Scontro frontale;21;28;0
2008;7;Scontro frontale - laterale;417;594;1
2008;7;Scontro laterale;146;163;1
2008;7;Tamponamento;108;165;0
2008;7;Urto con ostacolo;74;86;0
2008;7;Urto con veicolo in fermata o sosta;142;180;0
2008;8;Altre cause;14;15;0
2008;8;Fuoriuscita, sbandamento;74;84;0
2008;8;Investimento pedone;42;49;1
2008;8;Scontro frontale;11;13;0
2008;8;Scontro frontale - laterale;208;330;1
2008;8;Scontro laterale;65;71;0
2008;8;Tamponamento;48;71;0
2008;8;Urto con ostacolo;50;59;2
2008;8;Urto con veicolo in fermata o sosta;63;86;0
2008;9;Altre cause;17;19;0
2008;9;Fuoriuscita, sbandamento;156;171;0
2008;9;Investimento pedone;136;171;2
2008;9;Scontro frontale;14;23;0
2008;9;Scontro frontale - laterale;389;557;6
2008;9;Scontro laterale;162;194;0
2008;9;Tamponamento;135;221;0
2008;9;Urto con ostacolo;52;58;0
2008;9;Urto con veicolo in fermata o sosta;137;190;0
2008;10;Altre cause;21;22;0
2008;10;Fuoriuscita, sbandamento;170;183;0
2008;10;Investimento pedone;167;197;2
2008;10;Scontro frontale;19;25;0
2008;10;Scontro frontale - laterale;439;655;1
2008;10;Scontro laterale;166;207;1
2008;10;Tamponamento;170;256;0
2008;10;Urto con ostacolo;71;73;3
2008;10;Urto con veicolo in fermata o sosta;155;197;0
2008;11;Altre cause;20;23;0
2008;11;Fuoriuscita, sbandamento;162;177;0
2008;11;Investimento pedone;196;233;1
2008;11;Scontro frontale;14;20;0
2008;11;Scontro frontale - laterale;389;566;0
2008;11;Scontro laterale;118;141;0
2008;11;Tamponamento;129;182;0
2008;11;Urto con ostacolo;63;70;0
2008;11;Urto con veicolo in fermata o sosta;140;182;1
2008;12;Altre cause;11;12;0
2008;12;Fuoriuscita, sbandamento;103;109;0
2008;12;Investimento pedone;163;187;3
2008;12;Scontro frontale;20;23;2
2008;12;Scontro frontale - laterale;298;446;1
2008;12;Scontro laterale;87;106;0
2008;12;Tamponamento;110;174;0
2008;12;Urto con ostacolo;59;71;0
2008;12;Urto con veicolo in fermata o sosta;111;153;0
2009;1;Altre cause;18;18;0
2009;1;Fuoriuscita, sbandamento;121;129;0
2009;1;Investimento pedone;129;144;0
2009;1;Scontro frontale;11;15;0
2009;1;Scontro frontale - laterale;262;410;1
2009;1;Scontro laterale;59;65;0
2009;1;Tamponamento;92;150;0
2009;1;Urto con ostacolo;63;83;0
2009;1;Urto con veicolo in fermata o sosta;98;134;0
2009;2;Altre cause;9;9;0
2009;2;Fuoriuscita, sbandamento;78;83;0
2009;2;Investimento pedone;126;149;2
2009;2;Scontro frontale;19;27;1
2009;2;Scontro frontale - laterale;271;405;2
2009;2;Scontro laterale;82;91;1
2009;2;Tamponamento;86;133;0
2009;2;Urto con ostacolo;64;73;0
2009;2;Urto con veicolo in fermata o sosta;91;126;0
2009;3;Altre cause;26;27;0
2009;3;Fuoriuscita, sbandamento;88;93;1
2009;3;Investimento pedone;159;187;1
2009;3;Scontro frontale;16;23;0
2009;3;Scontro frontale - laterale;334;476;0
2009;3;Scontro laterale;127;154;0
2009;3;Tamponamento;134;202;0
2009;3;Urto con ostacolo;100;117;0
2009;3;Urto con veicolo in fermata o sosta;145;196;0
2009;4;Altre cause;24;26;1
2009;4;Fuoriuscita, sbandamento;116;124;1
2009;4;Investimento pedone;119;133;2
2009;4;Scontro frontale;22;39;0
2009;4;Scontro frontale - laterale;328;497;1
2009;4;Scontro laterale;125;145;0
2009;4;Tamponamento;120;200;1
2009;4;Urto con ostacolo;77;95;0
2009;4;Urto con veicolo in fermata o sosta;113;156;0
2009;5;Altre cause;38;40;0
2009;5;Fuoriuscita, sbandamento;143;153;1
2009;5;Investimento pedone;112;131;1
2009;5;Scontro frontale;27;34;0
2009;5;Scontro frontale - laterale;403;566;0
2009;5;Scontro laterale;146;177;0
2009;5;Tamponamento;139;205;0
2009;5;Urto con ostacolo;72;79;0
2009;5;Urto con veicolo in fermata o sosta;140;180;0
2009;6;Altre cause;28;28;0
2009;6;Fuoriuscita, sbandamento;160;171;0
2009;6;Investimento pedone;119;144;3
2009;6;Scontro frontale;19;36;0
2009;6;Scontro frontale - laterale;412;608;1
2009;6;Scontro laterale;154;198;0
2009;6;Tamponamento;138;223;0
2009;6;Urto con ostacolo;61;77;3
2009;6;Urto con veicolo in fermata o sosta;148;201;0
2009;7;Altre cause;26;30;0
2009;7;Fuoriuscita, sbandamento;154;169;0
2009;7;Investimento pedone;125;151;1
2009;7;Scontro frontale;26;35;0
2009;7;Scontro frontale - laterale;353;502;2
2009;7;Scontro laterale;152;186;0
2009;7;Tamponamento;124;192;0
2009;7;Urto con ostacolo;70;86;0
2009;7;Urto con veicolo in fermata o sosta;137;175;0
2009;8;Altre cause;20;26;0
2009;8;Fuoriuscita, sbandamento;59;67;0
2009;8;Investimento pedone;46;56;2
2009;8;Scontro frontale;6;10;0
2009;8;Scontro frontale - laterale;188;321;1
2009;8;Scontro laterale;62;75;0
2009;8;Tamponamento;78;122;1
2009;8;Urto con ostacolo;50;58;2
2009;8;Urto con veicolo in fermata o sosta;77;103;0
2009;9;Altre cause;34;38;0
2009;9;Fuoriuscita, sbandamento;141;157;1
2009;9;Investimento pedone;138;170;1
2009;9;Scontro frontale;17;26;0
2009;9;Scontro frontale - laterale;349;503;2
2009;9;Scontro laterale;136;164;1
2009;9;Tamponamento;124;203;0
2009;9;Urto con ostacolo;55;69;2
2009;9;Urto con veicolo in fermata o sosta;135;178;0
2009;10;Altre cause;27;29;0
2009;10;Fuoriuscita, sbandamento;154;167;0
2009;10;Investimento pedone;143;170;1
2009;10;Scontro frontale;18;31;0
2009;10;Scontro frontale - laterale;388;574;2
2009;10;Scontro laterale;148;170;0
2009;10;Tamponamento;159;268;0
2009;10;Urto con ostacolo;82;89;0
2009;10;Urto con veicolo in fermata o sosta;154;204;1
2009;11;Altre cause;25;32;0
2009;11;Fuoriuscita, sbandamento;158;170;1
2009;11;Investimento pedone;162;196;3
2009;11;Scontro frontale;10;13;0
2009;11;Scontro frontale - laterale;382;566;1
2009;11;Scontro laterale;112;132;0
2009;11;Tamponamento;113;171;0
2009;11;Urto con ostacolo;79;103;0
2009;11;Urto con veicolo in fermata o sosta;109;165;0
2009;12;Altre cause;21;25;0
2009;12;Fuoriuscita, sbandamento;94;100;0
2009;12;Investimento pedone;143;172;1
2009;12;Scontro frontale;14;20;0
2009;12;Scontro frontale - laterale;293;424;0
2009;12;Scontro laterale;80;114;0
2009;12;Tamponamento;103;165;0
2009;12;Urto con ostacolo;53;64;0
2009;12;Urto con veicolo in fermata o sosta;113;146;1
2010;1;Altre cause;14;15;0
2010;1;Fuoriuscita, sbandamento;93;104;0
2010;1;Investimento pedone;126;146;3
2010;1;Scontro frontale;15;23;1
2010;1;Scontro frontale - laterale;251;397;2
2010;1;Scontro laterale;87;110;0
2010;1;Tamponamento;85;142;0
2010;1;Urto con ostacolo;72;85;1
2010;1;Urto con veicolo in fermata o sosta;86;116;0
2010;2;Altre cause;16;16;0
2010;2;Fuoriuscita, sbandamento;83;89;0
2010;2;Investimento pedone;125;145;1
2010;2;Scontro frontale;12;27;0
2010;2;Scontro frontale - laterale;258;414;2
2010;2;Scontro laterale;75;83;0
2010;2;Tamponamento;104;164;0
2010;2;Urto con ostacolo;66;71;1
2010;2;Urto con veicolo in fermata o sosta;99;137;0
2010;3;Altre cause;16;17;0
2010;3;Fuoriuscita, sbandamento;114;121;0
2010;3;Investimento pedone;158;189;2
2010;3;Scontro frontale;17;29;0
2010;3;Scontro frontale - laterale;347;535;1
2010;3;Scontro laterale;123;140;0
2010;3;Tamponamento;112;157;0
2010;3;Urto con ostacolo;90;110;1
2010;3;Urto con veicolo in fermata o sosta;130;173;0
2010;4;Altre cause;23;29;0
2010;4;Fuoriuscita, sbandamento;119;126;0
2010;4;Investimento pedone;119;145;3
2010;4;Scontro frontale;27;51;0
2010;4;Scontro frontale - laterale;354;530;0
2010;4;Scontro laterale;120;131;0
2010;4;Tamponamento;149;246;0
2010;4;Urto con ostacolo;91;113;1
2010;4;Urto con veicolo in fermata o sosta;111;138;0
2010;5;Altre cause;24;28;0
2010;5;Fuoriuscita, sbandamento;127;143;1
2010;5;Investimento pedone;140;167;1
2010;5;Scontro frontale;16;19;0
2010;5;Scontro frontale - laterale;362;555;2
2010;5;Scontro laterale;122;141;0
2010;5;Tamponamento;143;227;0
2010;5;Urto con ostacolo;89;108;0
2010;5;Urto con veicolo in fermata o sosta;131;164;0
2010;6;Altre cause;27;28;0
2010;6;Fuoriuscita, sbandamento;141;152;0
2010;6;Investimento pedone;128;149;1
2010;6;Scontro frontale;17;29;0
2010;6;Scontro frontale - laterale;341;493;2
2010;6;Scontro laterale;147;178;0
2010;6;Tamponamento;127;218;0
2010;6;Urto con ostacolo;76;88;1
2010;6;Urto con veicolo in fermata o sosta;129;179;0
2010;7;Altre cause;18;19;0
2010;7;Fuoriuscita, sbandamento;130;142;0
2010;7;Investimento pedone;111;132;3
2010;7;Scontro frontale;10;10;0
2010;7;Scontro frontale - laterale;360;547;4
2010;7;Scontro laterale;151;191;0
2010;7;Tamponamento;110;189;0
2010;7;Urto con ostacolo;69;79;2
