data;timeIndex;NC;ALTRO;BUS;MERCI;PERSONE;areac
2012-01-05;23:30;25;12;27;35;1843;0
2012-01-06;00:00;14;7;30;49;1549;0
2012-01-06;00:30;14;10;31;33;1333;0
2012-01-06;01:00;17;9;17;27;1010;0
2012-01-06;01:30;17;3;16;38;777;0
2012-01-06;02:00;13;4;9;22;573;0
2012-01-06;02:30;14;9;11;19;478;0
2012-01-06;03:00;5;10;11;18;368;0
2012-01-06;03:30;4;5;10;39;326;0
2012-01-06;04:00;5;5;10;37;318;0
2012-01-06;04:30;4;8;11;46;306;0
2012-01-06;05:00;4;6;12;62;353;0
2012-01-06;05:30;9;24;15;54;384;0
2012-01-06;06:00;3;9;22;57;450;0
2012-01-06;06:30;22;20;32;72;681;0
2012-01-06;07:00;11;23;27;94;533;0
2012-01-06;07:30;8;15;34;112;681;0
2012-01-06;08:00;18;16;35;94;728;0
2012-01-06;08:30;22;21;39;86;1064;0
2012-01-06;09:00;31;18;35;99;1466;0
2012-01-06;09:30;39;19;38;113;2166;0
2012-01-06;10:00;40;14;35;121;2698;0
2012-01-06;10:30;48;21;30;117;3063;0
2012-01-06;11:00;70;21;36;85;3366;0
2012-01-06;11:30;52;14;28;96;3158;0
2012-01-06;12:00;41;12;31;88;3081;0
2012-01-06;12:30;40;18;37;57;3064;0
2012-01-06;13:00;40;12;29;71;2523;0
2012-01-06;13:30;27;11;40;57;2272;0
2012-01-06;14:00;36;23;36;64;2335;0
2012-01-06;14:30;44;11;37;53;3015;0
2012-01-06;15:00;46;6;38;79;3691;0
2012-01-06;15:30;56;8;39;80;3976;0
2012-01-06;16:00;53;13;40;72;3999;0
2012-01-06;16:30;46;9;42;69;3915;0
2012-01-06;17:00;35;11;44;80;3696;0
2012-01-06;17:30;47;10;42;60;3559;0
2012-01-06;18:00;56;13;37;69;3419;0
2012-01-06;18:30;41;7;37;70;3123;0
2012-01-06;19:00;33;7;34;51;3128;0
2012-01-06;19:30;46;5;38;67;3272;0
2012-01-06;20:00;41;7;36;43;2938;0
2012-01-06;20:30;27;5;24;38;2358;0
2012-01-06;21:00;34;4;34;57;1994;0
2012-01-06;21:30;25;6;24;45;1873;0
2012-01-06;22:00;29;4;23;29;1929;0
2012-01-06;22:30;25;7;23;26;1931;0
2012-01-06;23:00;26;6;23;41;2032;0
2012-01-06;23:30;26;4;24;26;2071;0
2012-01-07;00:00;22;2;25;26;1711;0
2012-01-07;00:30;29;7;30;35;1396;0
2012-01-07;01:00;22;7;19;33;1142;0
2012-01-07;01:30;10;5;15;35;885;0
2012-01-07;02:00;13;5;15;23;716;0
2012-01-07;02:30;13;11;16;22;619;0
2012-01-07;03:00;13;2;13;15;431;0
2012-01-07;03:30;7;7;18;28;378;0
2012-01-07;04:00;8;3;13;38;325;0
2012-01-07;04:30;9;10;13;58;331;0
2012-01-07;05:00;6;15;13;53;340;0
2012-01-07;05:30;11;19;17;90;425;0
2012-01-07;06:00;13;29;34;103;485;0
2012-01-07;06:30;9;33;41;155;782;0
2012-01-07;07:00;19;51;40;187;674;0
2012-01-07;07:30;24;40;46;206;895;0
2012-01-07;08:00;25;41;45;215;1090;0
2012-01-07;08:30;33;42;53;188;1358;0
2012-01-07;09:00;37;33;49;215;1889;0
2012-01-07;09:30;43;35;41;208;2704;0
2012-01-07;10:00;53;39;42;195;3122;0
2012-01-07;10:30;64;45;46;176;3512;0
2012-01-07;11:00;62;43;42;181;3752;0
2012-01-07;11:30;63;28;46;145;3765;0
2012-01-07;12:00;55;35;41;142;3622;0
2012-01-07;12:30;48;27;46;95;3373;0
2012-01-07;13:00;54;28;41;110;3059;0
2012-01-07;13:30;58;16;42;77;2793;0
2012-01-07;14:00;48;18;53;110;3055;0
2012-01-07;14:30;40;19;34;99;3622;0
2012-01-07;15:00;52;21;38;99;3887;0
2012-01-07;15:30;65;17;47;96;4255;0
2012-01-07;16:00;67;17;36;105;4228;0
2012-01-07;16:30;65;11;48;100;4393;0
2012-01-07;17:00;53;17;49;86;4226;0
2012-01-07;17:30;66;20;42;74;3968;0
2012-01-07;18:00;61;11;60;86;3823;0
2012-01-07;18:30;37;19;49;69;3563;0
2012-01-07;19:00;42;18;42;62;3603;0
2012-01-07;19:30;46;9;44;64;3652;0
2012-01-07;20:00;42;18;38;70;3370;0
2012-01-07;20:30;31;14;29;56;2863;0
2012-01-07;21:00;23;5;28;44;2300;0
2012-01-07;21:30;35;6;25;34;2187;0
2012-01-07;22:00;34;11;23;40;2201;0
2012-01-07;22:30;37;6;22;42;2539;0
2012-01-07;23:00;55;6;24;39;2769;0
2012-01-07;23:30;34;10;24;45;2708;0
2012-01-08;00:00;37;4;25;47;2381;0
2012-01-08;00:30;32;3;31;34;1949;0
2012-01-08;01:00;20;5;25;31;1494;0
2012-01-08;01:30;21;8;19;23;1309;0
2012-01-08;02:00;12;9;13;27;1028;0
2012-01-08;02:30;11;4;14;24;784;0
2012-01-08;03:00;14;8;13;31;595;0
2012-01-08;03:30;6;9;10;22;456;0
2012-01-08;04:00;9;3;11;20;417;0
2012-01-08;04:30;2;2;15;30;356;0
2012-01-08;05:00;2;5;9;31;379;0
2012-01-08;05:30;7;6;15;29;344;0
2012-01-08;06:00;9;5;24;39;436;0
2012-01-08;06:30;8;8;31;49;674;0
2012-01-08;07:00;11;6;36;57;502;0
2012-01-08;07:30;15;10;35;49;667;0
2012-01-08;08:00;17;12;35;54;722;0
2012-01-08;08:30;25;10;43;70;982;0
2012-01-08;09:00;18;19;30;55;1460;0
2012-01-08;09:30;40;12;37;93;2208;0
2012-01-08;10:00;50;14;32;83;2680;0
2012-01-08;10:30;63;15;35;95;3069;0
2012-01-08;11:00;52;14;35;78;3197;0
2012-01-08;11:30;53;20;39;65;3290;0
2012-01-08;12:00;43;9;28;66;3399;0
2012-01-08;12:30;40;19;36;60;3229;0
2012-01-08;13:00;39;12;34;58;2825;0
2012-01-08;13:30;45;7;36;66;2550;0
2012-01-08;14:00;39;9;44;57;2787;0
2012-01-08;14:30;55;6;45;46;3499;0
2012-01-08;15:00;72;5;39;57;4088;0
2012-01-08;15:30;59;8;41;82;4254;0
2012-01-08;16:00;68;7;36;70;4288;0
2012-01-08;16:30;75;10;45;64;4251;0
2012-01-08;17:00;58;11;45;96;4449;0
2012-01-08;17:30;61;12;50;98;4375;0
2012-01-08;18:00;65;9;46;73;4176;0
2012-01-08;18:30;44;12;45;70;3861;0
2012-01-08;19:00;53;16;36;75;3912;0
2012-01-08;19:30;53;15;39;51;3575;0
2012-01-08;20:00;50;2;41;57;2984;0
2012-01-08;20:30;31;8;28;55;2383;0
2012-01-08;21:00;18;7;36;44;1925;0
2012-01-08;21:30;28;10;26;47;1880;0
2012-01-08;22:00;32;5;24;44;1934;0
2012-01-08;22:30;27;4;22;50;1746;0
2012-01-08;23:00;24;12;28;51;1576;0
2012-01-08;23:30;15;7;23;39;1250;0
2012-01-09;00:00;20;3;25;18;1060;0
2012-01-09;00:30;8;8;32;24;800;0
2012-01-09;01:00;10;4;17;22;522;0
2012-01-09;01:30;6;9;8;22;328;0
2012-01-09;02:00;6;5;1;12;243;0
2012-01-09;02:30;4;9;;18;182;0
2012-01-09;03:00;6;8;;25;148;0
2012-01-09;03:30;2;4;1;39;140;0
2012-01-09;04:00;6;5;;51;158;0
2012-01-09;04:30;3;15;2;78;264;0
2012-01-09;05:00;6;26;8;121;415;0
2012-01-09;05:30;8;43;16;177;666;0
2012-01-09;06:00;17;74;30;277;973;0
2012-01-09;06:30;38;105;57;611;1954;0
2012-01-09;07:00;42;113;75;847;3071;0
2012-01-09;07:30;66;99;99;615;5153;0
2012-01-09;08:00;79;76;89;671;5637;0
2012-01-09;08:30;92;76;87;717;5443;0
2012-01-09;09:00;67;67;78;704;4914;0
2012-01-09;09:30;66;81;61;862;4113;0
2012-01-09;10:00;66;96;50;800;3677;0
2012-01-09;10:30;75;95;54;716;3714;0
2012-01-09;11:00;68;75;46;618;3487;0
2012-01-09;11:30;55;75;53;643;3482;0
2012-01-09;12:00;70;69;58;443;3241;0
2012-01-09;12:30;46;45;56;398;3339;0
2012-01-09;13:00;41;46;67;433;3248;0
2012-01-09;13:30;56;44;54;485;3220;0
2012-01-09;14:00;59;39;66;646;3411;0
2012-01-09;14:30;61;51;57;611;3768;0
2012-01-09;15:00;59;39;52;568;3941;0
2012-01-09;15:30;65;33;51;471;3995;0
2012-01-09;16:00;53;33;70;360;3914;0
2012-01-09;16:30;53;30;72;296;3919;0
2012-01-09;17:00;40;36;73;293;3954;0
2012-01-09;17:30;53;19;74;177;4294;0
2012-01-09;18:00;45;20;67;146;4423;0
2012-01-09;18:30;59;19;70;126;4522;0
2012-01-09;19:00;75;21;58;130;4323;0
2012-01-09;19:30;68;17;49;135;4358;0
2012-01-09;20:00;49;17;40;76;3570;0
2012-01-09;20:30;22;16;34;70;2788;0
2012-01-09;21:00;19;7;35;53;2017;0
2012-01-09;21:30;31;16;22;64;1771;0
2012-01-09;22:00;17;8;24;37;1617;0
2012-01-09;22:30;23;9;22;45;1681;0
2012-01-09;23:00;23;10;22;30;1473;0
2012-01-09;23:30;14;12;19;47;1236;0
2012-01-10;00:00;15;8;26;35;988;0
2012-01-10;00:30;5;13;23;24;761;0
2012-01-10;01:00;9;4;15;31;532;0
2012-01-10;01:30;8;8;4;26;321;0
2012-01-10;02:00;6;12;1;29;224;0
2012-01-10;02:30;8;8;;35;166;0
2012-01-10;03:00;5;5;;35;138;0
2012-01-10;03:30;9;13;;37;127;0
2012-01-10;04:00;4;8;;60;149;0
2012-01-10;04:30;1;18;2;87;237;0
2012-01-10;05:00;6;28;8;118;382;0
2012-01-10;05:30;8;64;14;200;656;0
2012-01-10;06:00;18;72;35;279;908;0
2012-01-10;06:30;32;112;61;606;1980;0
2012-01-10;07:00;36;128;83;956;2922;0
2012-01-10;07:30;65;96;106;708;4916;0
2012-01-10;08:00;65;72;94;744;5540;0
2012-01-10;08:30;75;98;78;742;5513;0
2012-01-10;09:00;86;103;84;753;5520;0
2012-01-10;09:30;73;85;77;952;4910;0
2012-01-10;10:00;73;121;53;1002;4476;0
2012-01-10;10:30;62;117;69;900;4314;0
2012-01-10;11:00;76;89;59;805;4045;0
2012-01-10;11:30;69;86;56;736;3932;0
2012-01-10;12:00;71;70;60;531;3808;0
2012-01-10;12:30;58;58;61;414;3855;0
2012-01-10;13:00;48;50;60;467;3648;0
2012-01-10;13:30;45;42;57;561;3553;0
2012-01-10;14:00;55;36;62;625;3709;0
2012-01-10;14:30;64;52;63;668;3965;0
2012-01-10;15:00;59;39;57;595;4022;0
2012-01-10;15:30;78;36;51;492;4342;0
2012-01-10;16:00;54;32;80;473;4336;0
2012-01-10;16:30;54;42;74;354;4212;0
2012-01-10;17:00;34;26;74;311;4203;0
2012-01-10;17:30;61;25;77;206;4559;0
2012-01-10;18:00;53;21;72;144;4524;0
2012-01-10;18:30;61;15;69;129;4571;0
2012-01-10;19:00;48;9;66;119;4480;0
2012-01-10;19:30;56;21;59;124;4761;0
2012-01-10;20:00;39;11;42;111;4160;0
2012-01-10;20:30;50;9;38;75;3270;0
2012-01-10;21:00;33;7;37;62;2527;0
2012-01-10;21:30;36;10;26;61;2079;0
2012-01-10;22:00;35;7;26;39;1912;0
2012-01-10;22:30;12;12;21;43;1940;0
2012-01-10;23:00;24;13;27;43;1810;0
2012-01-10;23:30;23;3;25;36;1663;0
2012-01-11;00:00;17;8;29;30;1378;0
2012-01-11;00:30;12;4;26;28;1015;0
2012-01-11;01:00;17;4;15;33;627;0
2012-01-11;01:30;7;5;4;20;457;0
2012-01-11;02:00;12;11;;25;332;0
2012-01-11;02:30;7;6;;26;189;0
2012-01-11;03:00;7;8;2;32;176;0
2012-01-11;03:30;3;5;;39;182;0
2012-01-11;04:00;5;14;1;59;183;0
2012-01-11;04:30;4;13;3;75;249;0
2012-01-11;05:00;3;25;7;130;366;0
2012-01-11;05:30;9;41;13;176;617;0
2012-01-11;06:00;16;59;34;271;963;0
2012-01-11;06:30;31;90;59;657;1905;0
2012-01-11;07:00;51;125;81;954;2953;0
2012-01-11;07:30;61;106;99;716;5053;0
2012-01-11;08:00;72;88;78;703;5309;0
2012-01-11;08:30;86;82;78;710;5289;0
2012-01-11;09:00;76;93;90;813;5298;0
2012-01-11;09:30;90;117;74;1002;4973;0
2012-01-11;10:00;70;103;59;925;4610;0
2012-01-11;10:30;67;110;69;848;4556;0
2012-01-11;11:00;88;111;64;842;4300;0
2012-01-11;11:30;74;81;54;667;4065;0
2012-01-11;12:00;57;70;70;501;3996;0
2012-01-11;12:30;50;44;57;427;4107;0
2012-01-11;13:00;60;63;67;478;3897;0
2012-01-11;13:30;65;44;65;564;3660;0
2012-01-11;14:00;71;55;58;626;3741;0
2012-01-11;14:30;77;42;65;638;4142;0
2012-01-11;15:00;68;42;57;614;4315;0
2012-01-11;15:30;54;35;55;493;4305;0
2012-01-11;16:00;67;29;77;433;4313;0
2012-01-11;16:30;57;23;71;342;4230;0
2012-01-11;17:00;60;22;68;296;4325;0
2012-01-11;17:30;59;24;80;231;4429;0
2012-01-11;18:00;47;24;67;168;4650;0
2012-01-11;18:30;64;11;73;152;4813;0
2012-01-11;19:00;54;17;62;115;4839;0
2012-01-11;19:30;77;19;48;140;5109;0
2012-01-11;20:00;61;15;46;87;4824;0
2012-01-11;20:30;56;15;36;78;3666;0
2012-01-11;21:00;40;12;30;70;2738;0
2012-01-11;21:30;26;13;21;48;2236;0
2012-01-11;22:00;33;6;22;48;2118;0
2012-01-11;22:30;23;12;30;41;2057;0
2012-01-11;23:00;32;12;22;40;2129;0
2012-01-11;23:30;29;7;20;36;1967;0
2012-01-12;00:00;15;8;26;42;1522;0
2012-01-12;00:30;25;8;28;30;1138;0
2012-01-12;01:00;13;2;13;33;768;0
2012-01-12;01:30;15;9;7;40;545;0
2012-01-12;02:00;7;2;2;36;380;0
2012-01-12;02:30;5;8;;20;279;0
2012-01-12;03:00;5;9;;28;226;0
2012-01-12;03:30;5;10;1;42;216;0
2012-01-12;04:00;5;7;;52;228;0
2012-01-12;04:30;6;12;1;92;279;0
2012-01-12;05:00;4;28;10;124;406;0
2012-01-12;05:30;12;47;12;190;651;0
2012-01-12;06:00;15;52;35;291;904;0
2012-01-12;06:30;37;99;58;631;1822;0
2012-01-12;07:00;52;128;79;923;2890;0
2012-01-12;07:30;58;88;97;765;4868;0
2012-01-12;08:00;68;73;87;780;5571;0
2012-01-12;08:30;79;80;88;754;5377;0
2012-01-12;09:00;86;91;102;801;5497;0
2012-01-12;09:30;83;111;76;966;5036;0
2012-01-12;10:00;82;101;60;989;4645;0
2012-01-12;10:30;64;106;69;849;4517;0
2012-01-12;11:00;81;98;61;841;4306;0
2012-01-12;11:30;96;77;60;714;4119;0
2012-01-12;12:00;53;67;58;542;4185;0
2012-01-12;12:30;50;59;63;500;4206;0
2012-01-12;13:00;58;45;63;491;3882;0
2012-01-12;13:30;53;47;67;588;3758;0
2012-01-12;14:00;66;49;64;650;4018;0
2012-01-12;14:30;57;39;65;647;4439;0
2012-01-12;15:00;53;40;63;590;4427;0
2012-01-12;15:30;65;43;51;519;4500;0
2012-01-12;16:00;66;27;81;454;4602;0
2012-01-12;16:30;62;30;79;382;4474;0
2012-01-12;17:00;58;35;63;319;4355;0
2012-01-12;17:30;69;28;74;237;4522;0
2012-01-12;18:00;76;22;75;200;4774;0
2012-01-12;18:30;76;15;69;172;4899;0
2012-01-12;19:00;50;18;60;111;4962;0
2012-01-12;19:30;61;21;48;119;5079;0
2012-01-12;20:00;56;10;45;94;4879;0
2012-01-12;20:30;46;17;43;92;3936;0
2012-01-12;21:00;32;8;36;77;2870;0
2012-01-12;21:30;35;6;22;64;2232;0
2012-01-12;22:00;32;9;29;39;2175;0
2012-01-12;22:30;20;9;19;39;2223;0
2012-01-12;23:00;38;14;25;51;2323;0
2012-01-12;23:30;33;10;28;45;2018;0
2012-01-13;00:00;21;5;26;35;1620;0
2012-01-13;00:30;21;8;29;37;1312;0
2012-01-13;01:00;14;4;16;41;896;0
2012-01-13;01:30;12;5;4;35;582;0
2012-01-13;02:00;3;3;;29;459;0
2012-01-13;02:30;6;5;;41;318;0
2012-01-13;03:00;6;3;1;31;240;0
2012-01-13;03:30;11;13;1;37;214;0
2012-01-13;04:00;4;9;1;63;234;0
2012-01-13;04:30;4;10;1;88;271;0
2012-01-13;05:00;4;30;10;147;420;0
2012-01-13;05:30;14;53;15;183;622;0
